,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,CDLMARUBOZU,CDL3STARSINSOUTH,CDL3OUTSIDE,CDL3WHITESOLDIERS,CDLBREAKAWAY,CDLEVENINGSTAR,CDLHAMMER,CDLHARAMICROSS,CDLINVERTEDHAMMER,CDLMATCHINGLOW,CDLMORNINGDOJISTAR,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSTICKSANDWICH,CDLUNIQUE3RIVER,CDLTHRUSTING,CDLXSIDEGAP3METHODS
10600,2023-03-28,APTV,108.56999969482422,109.16999816894533,107.5,107.9800033569336,107.9800033569336,1292600.0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
10601,2023-03-29,APTV,109.68000030517578,109.9000015258789,108.12000274658205,109.55999755859376,109.55999755859376,1934100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10602,2023-03-30,APTV,111.3499984741211,111.87000274658205,109.43000030517578,109.9000015258789,109.9000015258789,1379100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10603,2023-03-31,APTV,110.75,112.30999755859376,110.27999877929688,112.19000244140624,112.19000244140624,2585000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10604,2023-04-03,APTV,111.12000274658205,112.58000183105467,109.77999877929688,110.48999786376952,110.48999786376952,1927000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10605,2023-04-04,APTV,110.36000061035156,111.04000091552734,106.8000030517578,107.22000122070312,107.22000122070312,1696800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10606,2023-04-05,APTV,106.1999969482422,107.31999969482422,104.04000091552734,104.5,104.5,1287500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10607,2023-04-06,APTV,103.66999816894533,103.93000030517578,101.9000015258789,103.0199966430664,103.0199966430664,1648400.0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
10608,2023-04-10,APTV,102.56999969482422,104.36000061035156,102.29000091552734,104.33999633789062,104.33999633789062,1107800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10609,2023-04-11,APTV,104.55999755859376,105.95999908447266,104.2300033569336,104.97000122070312,104.97000122070312,1396900.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10610,2023-04-12,APTV,106.44000244140624,106.87999725341795,103.73999786376952,104.19000244140624,104.19000244140624,958400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10611,2023-04-13,APTV,105.16000366210938,106.38999938964844,104.0,106.04000091552734,106.04000091552734,2168000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10612,2023-04-14,APTV,106.27999877929688,109.08999633789062,105.70999908447266,107.06999969482422,107.06999969482422,1679300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10613,2023-04-17,APTV,107.06999969482422,108.5500030517578,106.2699966430664,107.5999984741211,107.5999984741211,1118200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10614,2023-04-18,APTV,108.16999816894533,109.05999755859376,107.04000091552734,107.51000213623048,107.51000213623048,1584800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10615,2023-04-19,APTV,106.04000091552734,107.44000244140624,105.43000030517578,107.41000366210938,107.41000366210938,1608100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10616,2023-04-20,APTV,104.01000213623048,106.9000015258789,103.9800033569336,106.08000183105467,106.08000183105467,2419500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10617,2023-04-21,APTV,105.87999725341795,105.87999725341795,104.1999969482422,105.29000091552734,105.29000091552734,2066600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10618,2023-04-24,APTV,105.86000061035156,106.25,105.12000274658205,105.61000061035156,105.61000061035156,2151200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10619,2023-04-25,APTV,104.58000183105467,104.77999877929688,101.91999816894533,102.31999969482422,102.31999969482422,2135800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10620,2023-04-26,APTV,102.25,103.66000366210938,101.70999908447266,102.86000061035156,102.86000061035156,1652800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10621,2023-04-27,APTV,102.9499969482422,103.4000015258789,98.2300033569336,101.6500015258789,101.6500015258789,3305200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10622,2023-04-28,APTV,101.44000244140624,103.05999755859376,100.79000091552734,102.86000061035156,102.86000061035156,1402800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10623,2023-05-01,APTV,103.0199966430664,103.87000274658205,102.01000213623048,102.19000244140624,102.19000244140624,1472700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10624,2023-05-02,APTV,101.58999633789062,101.83000183105467,100.04000091552734,101.2300033569336,101.2300033569336,1596600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10625,2023-05-03,APTV,100.70999908447266,102.08000183105467,99.75,99.83999633789062,99.83999633789062,1747400.0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
10626,2023-05-04,APTV,97.41000366210938,97.97000122070312,91.47000122070312,92.0500030517578,92.0500030517578,4503000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10627,2023-05-05,APTV,94.56999969482422,95.33999633789062,92.69000244140624,93.41999816894533,93.41999816894533,2561700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10628,2023-05-08,APTV,93.66999816894533,94.3000030517578,92.5,93.97000122070312,93.97000122070312,1882900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10629,2023-05-09,APTV,92.91999816894533,94.0199966430664,92.2699966430664,93.37000274658205,93.37000274658205,2548200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10630,2023-05-10,APTV,95.58000183105467,95.86000061035156,93.9000015258789,94.91000366210938,94.91000366210938,2681100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10631,2023-05-11,APTV,94.19000244140624,94.61000061035156,93.30999755859376,94.29000091552734,94.29000091552734,1727100.0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
10632,2023-05-12,APTV,94.61000061035156,95.12000274658205,91.86000061035156,92.69000244140624,92.69000244140624,2272100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10633,2023-05-15,APTV,93.33999633789062,93.75,92.4499969482422,92.93000030517578,92.93000030517578,1872800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10634,2023-05-16,APTV,91.6500015258789,92.37999725341795,90.81999969482422,90.9000015258789,90.9000015258789,1556200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10635,2023-05-17,APTV,91.72000122070312,93.91000366210938,90.8499984741211,93.86000061035156,93.86000061035156,2392900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10636,2023-05-18,APTV,93.5500030517578,95.20999908447266,93.30999755859376,94.83000183105467,94.83000183105467,2278500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10637,2023-05-19,APTV,95.5,95.87999725341795,94.36000061035156,94.37000274658205,94.37000274658205,1713900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10638,2023-05-22,APTV,94.54000091552734,94.98999786376952,93.8000030517578,94.43000030517578,94.43000030517578,1298700.0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,0,0,0,0
10639,2023-05-23,APTV,93.73999786376952,94.79000091552734,92.37000274658205,92.4800033569336,92.4800033569336,1654000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10640,2023-05-24,APTV,91.61000061035156,91.9000015258789,89.55999755859375,90.5,90.5,3746800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10641,2023-05-25,APTV,90.0,91.08999633789062,88.66000366210938,89.70999908447266,89.70999908447266,2649400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10642,2023-05-26,APTV,90.48999786376952,92.62000274658205,90.41999816894533,92.12999725341795,92.12999725341795,2141800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10643,2023-05-30,APTV,93.29000091552734,93.5,90.66999816894533,91.2300033569336,91.2300033569336,1677900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10644,2023-05-31,APTV,90.0199966430664,90.12999725341795,86.66999816894531,88.08000183105469,88.08000183105469,4347900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10645,2023-06-01,APTV,88.98999786376953,90.87000274658205,88.06999969482422,90.20999908447266,90.20999908447266,2029600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10646,2023-06-02,APTV,92.52999877929688,93.87999725341795,91.86000061035156,93.69000244140624,93.69000244140624,2796400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10647,2023-06-05,APTV,93.66999816894533,93.66999816894533,92.0,92.2699966430664,92.2699966430664,1758300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10648,2023-06-06,APTV,91.91999816894533,95.52999877929688,91.91999816894533,95.4499969482422,95.4499969482422,1862200.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10649,2023-06-07,APTV,95.33999633789062,96.4000015258789,94.97000122070312,96.08999633789062,96.08999633789062,3228000.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10650,2023-06-08,APTV,98.47000122070312,99.37999725341795,97.08000183105467,97.4000015258789,97.4000015258789,3606700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10651,2023-06-09,APTV,97.5999984741211,98.38999938964844,96.51000213623048,97.98999786376952,97.98999786376952,4740600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10652,2023-06-12,APTV,99.0999984741211,100.62000274658205,98.37999725341795,100.2699966430664,100.2699966430664,1944100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10653,2023-06-13,APTV,101.72000122070312,102.55999755859376,100.6999969482422,101.1500015258789,101.1500015258789,2093300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10654,2023-06-14,APTV,101.48999786376952,103.12000274658205,100.11000061035156,101.01000213623048,101.01000213623048,2567200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10655,2023-06-15,APTV,100.1500015258789,101.7699966430664,99.7300033569336,101.27999877929688,101.27999877929688,1409800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10656,2023-06-16,APTV,101.25,101.87999725341795,100.43000030517578,101.44000244140624,101.44000244140624,3241100.0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
10657,2023-06-20,APTV,101.0,101.0,98.7300033569336,100.16000366210938,100.16000366210938,2037500.0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
10658,2023-06-21,APTV,99.9000015258789,100.48999786376952,98.8000030517578,99.7699966430664,99.7699966430664,1337300.0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
10659,2023-06-22,APTV,99.1999969482422,99.6500015258789,98.20999908447266,98.5999984741211,98.5999984741211,1520200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10660,2023-06-23,APTV,96.63999938964844,98.01000213623048,95.86000061035156,97.4000015258789,97.4000015258789,2778200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10661,2023-06-26,APTV,97.5199966430664,99.23999786376952,97.08000183105467,97.87000274658205,97.87000274658205,1122000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10662,2023-06-27,APTV,98.93000030517578,100.79000091552734,98.37000274658205,100.54000091552734,100.54000091552734,1679100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10663,2023-06-28,APTV,100.4800033569336,101.77999877929688,99.91000366210938,101.16999816894533,101.16999816894533,1380100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10664,2023-06-29,APTV,101.9499969482422,102.45999908447266,100.55999755859376,100.88999938964844,100.88999938964844,1129700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10665,2023-06-30,APTV,101.70999908447266,102.4800033569336,100.62999725341795,102.08999633789062,102.08999633789062,1143300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10666,2023-07-03,APTV,102.0,103.77999877929688,102.0,103.02999877929688,103.02999877929688,943900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10667,2023-07-05,APTV,103.56999969482422,104.1500015258789,102.51000213623048,103.47000122070312,103.47000122070312,1749700.0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
10668,2023-07-06,APTV,106.1500015258789,106.25,103.91000366210938,104.87999725341795,104.87999725341795,2232400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10669,2023-07-07,APTV,105.13999938964844,108.31999969482422,105.13999938964844,107.5500030517578,107.5500030517578,1699400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10670,2023-07-10,APTV,107.43000030517578,108.94000244140624,107.1500015258789,108.6500015258789,108.6500015258789,1848100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10671,2023-07-11,APTV,109.3499984741211,111.61000061035156,109.01000213623048,110.37999725341795,110.37999725341795,2025800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10672,2023-07-12,APTV,112.12999725341795,113.5999984741211,111.06999969482422,112.4000015258789,112.4000015258789,2313900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10673,2023-07-13,APTV,112.9000015258789,113.08999633789062,111.1500015258789,112.37000274658205,112.37000274658205,2498900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10674,2023-07-14,APTV,112.02999877929688,112.2699966430664,109.9499969482422,111.01000213623048,111.01000213623048,1418300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10675,2023-07-17,APTV,110.08999633789062,110.69000244140624,108.77999877929688,109.2300033569336,109.2300033569336,1037000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10676,2023-07-18,APTV,108.5999984741211,109.33999633789062,107.58999633789062,108.94000244140624,108.94000244140624,1965700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10677,2023-07-19,APTV,108.93000030517578,110.5999984741211,108.30999755859376,110.37999725341795,110.37999725341795,1925000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10678,2023-07-20,APTV,109.80999755859376,110.1999969482422,108.20999908447266,108.62000274658205,108.62000274658205,1366800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10679,2023-07-21,APTV,110.04000091552734,110.33000183105467,108.0500030517578,109.23999786376952,109.23999786376952,1394400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10680,2023-07-24,APTV,109.5,110.9800033569336,108.87000274658205,109.43000030517578,109.43000030517578,1096300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10681,2023-07-25,APTV,108.98999786376952,110.2300033569336,108.5199966430664,109.9000015258789,109.9000015258789,1142300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10682,2023-07-26,APTV,109.73999786376952,111.2699966430664,109.1500015258789,110.38999938964844,110.38999938964844,1255100.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10683,2023-07-27,APTV,112.0,112.25,109.02999877929688,109.25,109.25,2323800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10684,2023-07-28,APTV,110.8000030517578,111.06999969482422,108.91999816894533,109.16999816894533,109.16999816894533,1273900.0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
10685,2023-07-31,APTV,108.93000030517578,110.05999755859376,108.73999786376952,109.48999786376952,109.48999786376952,1321400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10686,2023-08-01,APTV,108.8000030517578,109.7699966430664,108.13999938964844,109.48999786376952,109.48999786376952,1408500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10687,2023-08-02,APTV,108.20999908447266,109.08000183105467,106.20999908447266,106.27999877929688,106.27999877929688,2324500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10688,2023-08-03,APTV,111.5199966430664,113.13999938964844,109.45999908447266,109.58000183105467,109.58000183105467,3788400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10689,2023-08-04,APTV,110.72000122070312,110.87999725341795,106.66999816894533,106.8000030517578,106.8000030517578,2490200.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10690,2023-08-07,APTV,108.0500030517578,108.0500030517578,106.3000030517578,107.1500015258789,107.1500015258789,1687500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10691,2023-08-08,APTV,104.87999725341795,106.3499984741211,104.0199966430664,106.31999969482422,106.31999969482422,1733300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10692,2023-08-09,APTV,105.5500030517578,105.6999969482422,103.73999786376952,104.31999969482422,104.31999969482422,1891200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10693,2023-08-10,APTV,104.77999877929688,105.77999877929688,102.05999755859376,103.18000030517578,103.18000030517578,1682700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10694,2023-08-11,APTV,101.83999633789062,102.58000183105467,97.58999633789062,98.6999969482422,98.6999969482422,2761300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10695,2023-08-14,APTV,97.69000244140624,99.45999908447266,97.02999877929688,99.43000030517578,99.43000030517578,1886500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10696,2023-08-15,APTV,98.3499984741211,98.8000030517578,97.06999969482422,97.3000030517578,97.3000030517578,2465400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10697,2023-08-16,APTV,96.43000030517578,96.77999877929688,95.18000030517578,95.62000274658205,95.62000274658205,1636100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10698,2023-08-17,APTV,96.20999908447266,97.12999725341795,95.37999725341795,96.05999755859376,96.05999755859376,2244200.0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
10699,2023-08-18,APTV,95.0,96.94000244140624,94.83000183105467,95.87999725341795,95.87999725341795,1470500.0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
10700,2023-08-21,APTV,96.66999816894533,97.45999908447266,95.73999786376952,96.55999755859376,96.55999755859376,1185800.0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
10701,2023-08-22,APTV,96.87000274658205,97.2300033569336,95.9000015258789,96.12999725341795,96.12999725341795,1169900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10702,2023-08-23,APTV,96.06999969482422,98.30999755859376,95.56999969482422,98.08000183105467,98.08000183105467,1204800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,2023-08-24,APTV,97.62999725341795,98.6500015258789,96.27999877929688,96.36000061035156,96.36000061035156,1010200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10704,2023-08-25,APTV,97.13999938964844,98.2300033569336,95.91999816894533,97.61000061035156,97.61000061035156,1486900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10705,2023-08-28,APTV,99.18000030517578,100.0,98.63999938964844,98.87000274658205,98.87000274658205,2033600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10706,2023-08-29,APTV,98.44000244140624,101.01000213623048,98.13999938964844,100.81999969482422,100.81999969482422,1186500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10707,2023-08-30,APTV,100.41000366210938,102.0500030517578,100.22000122070312,101.63999938964844,101.63999938964844,1672200.0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10708,2023-08-31,APTV,102.05999755859376,102.37000274658205,101.33000183105467,101.4499969482422,101.4499969482422,2026300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10709,2023-09-01,APTV,101.94000244140624,104.58999633789062,101.7300033569336,104.48999786376952,104.48999786376952,1621100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10710,2023-09-05,APTV,103.8000030517578,104.3000030517578,102.63999938964844,103.16000366210938,103.16000366210938,1748000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10711,2023-09-06,APTV,103.25,104.5500030517578,102.04000091552734,102.3499984741211,102.3499984741211,1514300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10712,2023-09-07,APTV,100.86000061035156,101.7699966430664,99.93000030517578,100.68000030517578,100.68000030517578,1397500.0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
10713,2023-09-08,APTV,100.9499969482422,100.9499969482422,99.05999755859376,100.4800033569336,100.4800033569336,1645800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10714,2023-09-11,APTV,102.12999725341795,102.13999938964844,99.5199966430664,99.7699966430664,99.7699966430664,1454200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10715,2023-09-12,APTV,99.04000091552734,103.16999816894533,98.93000030517578,102.66999816894533,102.66999816894533,2325800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10716,2023-09-13,APTV,103.43000030517578,103.88999938964844,100.61000061035156,101.29000091552734,101.29000091552734,2162800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10717,2023-09-14,APTV,101.93000030517578,102.48999786376952,99.98999786376952,102.29000091552734,102.29000091552734,2162600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10718,2023-09-15,APTV,101.87000274658205,103.73999786376952,101.7699966430664,102.45999908447266,102.45999908447266,4736200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10719,2023-09-18,APTV,101.55999755859376,102.51000213623048,100.9000015258789,101.38999938964844,101.38999938964844,1606700.0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
10720,2023-09-19,APTV,101.06999969482422,102.86000061035156,100.41999816894533,102.56999969482422,102.56999969482422,1422100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10721,2023-09-20,APTV,103.31999969482422,104.72000122070312,101.7699966430664,101.8499984741211,101.8499984741211,1102300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10722,2023-09-21,APTV,100.5199966430664,100.7699966430664,97.87999725341795,97.9000015258789,97.9000015258789,1601500.0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10723,2023-09-22,APTV,98.43000030517578,99.26000213623048,97.62999725341795,97.93000030517578,97.93000030517578,1812700.0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
10724,2023-09-25,APTV,97.01000213623048,99.23999786376952,97.01000213623048,99.08000183105467,99.08000183105467,1360400.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10725,2023-09-26,APTV,98.0500030517578,99.11000061035156,96.0999984741211,96.4499969482422,96.4499969482422,1182000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10726,2023-09-27,APTV,97.2300033569336,97.51000213623048,95.0,95.86000061035156,95.86000061035156,1162500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10727,2023-09-28,APTV,95.6500015258789,99.5999984741211,95.47000122070312,99.13999938964844,99.13999938964844,1602100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10728,2023-09-29,APTV,100.43000030517578,100.87999725341795,98.47000122070312,98.58999633789062,98.58999633789062,1205200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10729,2023-10-02,APTV,98.12000274658205,98.8499984741211,96.68000030517578,97.25,97.25,1145700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10730,2023-10-03,APTV,96.29000091552734,96.81999969482422,94.08999633789062,94.56999969482422,94.56999969482422,1493900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10731,2023-10-04,APTV,94.33000183105467,96.88999938964844,94.12000274658205,96.45999908447266,96.45999908447266,1790800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10732,2023-10-05,APTV,95.97000122070312,96.38999938964844,92.72000122070312,94.05999755859376,94.05999755859376,1497200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10733,2023-10-06,APTV,92.8000030517578,98.1999969482422,92.63999938964844,96.97000122070312,96.97000122070312,1965700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10734,2023-10-09,APTV,95.29000091552734,97.26000213623048,94.87000274658205,96.83999633789062,96.83999633789062,844600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10735,2023-10-10,APTV,97.2300033569336,98.91000366210938,97.05999755859376,98.12000274658205,98.12000274658205,925800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10736,2023-10-11,APTV,98.5999984741211,99.11000061035156,97.80999755859376,98.91999816894533,98.91999816894533,851400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10737,2023-10-12,APTV,98.9499969482422,99.30999755859376,96.27999877929688,97.0,97.0,1646300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10738,2023-10-13,APTV,96.72000122070312,96.72000122070312,94.12000274658205,94.95999908447266,94.95999908447266,1063300.0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10739,2023-10-16,APTV,95.77999877929688,97.88999938964844,95.77999877929688,96.62999725341795,96.62999725341795,1097000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10740,2023-10-17,APTV,95.7300033569336,98.27999877929688,95.51000213623048,96.58000183105467,96.58000183105467,1861100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
