,Datetime,Interval,Ticker,Open,High,Low,Close,Volume,Avg_Volume_10,RSI,ATR,vol_vs_avrg_vol,SMA_20,SMA_50,SMA_200,SMA_65,desc_number,rsi_peak_rsi_value,rsi_peak_high_value,rsi_bottom_rsi_value,rsi_bottom_low_value,be_current_rsi_less_than_peak,be_current_price_close_above_rsi_peak,be_pre_signal_1,be_pre_signal_last_10,be_close_below_SMA65,be_signal,bu_current_rsi_more_than_bottom,bu_current_price_close_below_rsi_bottom,bu_pre_signal_1,bu_pre_signal_last_13,bu_close_above_SMA65,bu_signal,Combined_Signals_65,SMA_65_trend_diff,SMA_65_trend
92,2024-12-09 09:30:00-05:00,1h,NVDA,138.9875030517578,139.9499969482422,137.42999267578125,138.66000366210938,63026259,24986468.5,31.7033620165994,1.4958160283725326,2.522415642690763,143.9675552368164,140.15451599121093,141.85962448120117,139.79954481858474,28,76.16377982780875,144.5800018310547,51.85752418904968,137.8249969482422,1,0,0,2,1,Sell,0,0,0,0,0,0,Sell,-0.05569082406850612,Down
93,2024-12-09 10:30:00-05:00,1h,NVDA,138.66000366210938,138.86729431152344,137.1300048828125,138.08999633789062,31012042,26810398.6,30.02164515633355,1.5130641283967043,1.1567169314670316,143.64330520629883,140.18361602783204,141.84277442932128,139.73789555476262,27,76.16377982780875,144.5800018310547,30.02164515633355,137.1300048828125,1,0,0,2,1,Sell,0,0,0,0,0,0,Sell,-0.06164926382211888,Down
111,2024-12-11 14:30:00-05:00,1h,NVDA,139.4503936767578,140.1699981689453,139.35000610351562,140.11160278320312,18622791,21924474.1,55.32879417236085,1.5039988196693532,0.8494065086833713,137.8592399597168,140.70716796875,141.5737741088867,139.69224125788762,9,55.32879417236085,140.1699981689453,28.56676173639281,133.8000030517578,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy,0.050639930138203226,Up
165,2024-11-26 14:30:00-05:00,1h,TSLA,338.3800048828125,339.7099914550781,337.1000061035156,338.0692138671875,5208815,8005593.9,43.16990367612861,5.553051408482,0.6506469182754823,347.35950469970703,342.74756286621096,288.5466983795166,337.39375563401444,75,65.58810129912223,356.639892578125,42.34677433964509,338.20001220703125,1,0,0,0,0,0,1,1,1,2,1,Buy,Buy,0.11983407827523251,Up
166,2024-11-26 15:30:00-05:00,1h,TSLA,338.010009765625,338.6000061035156,335.6600036621094,338.25,4540067,7685367.0,43.40802201077441,5.366405053690875,0.5907417303558828,347.1022491455078,343.1139569091797,289.1393483734131,337.56536630483777,74,65.58810129912223,356.639892578125,42.34677433964509,338.20001220703125,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy,0.17161067082332693,Up
174,2024-11-29 09:30:00-05:00,1h,TSLA,336.2300109863281,342.17999267578125,334.65008544921875,340.82989501953125,14317807,7876550.5,52.427858775066525,5.1837642843244085,1.8177763222618837,339.2470703125,342.4611297607422,293.62728080749514,339.14863844651444,66,65.58810129912223,356.639892578125,35.92899727420843,329.17999267578125,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy,0.38123356745796855,Up
177,2024-12-02 09:30:00-05:00,1h,TSLA,352.5150146484375,358.7799987792969,352.0600891113281,356.5697021484375,25381960,8820284.6,67.23831618089937,5.909728069550391,2.8776803868664285,338.7818206787109,342.5096801757812,295.4868862915039,340.4975036621093,63,67.23831618089937,358.7799987792969,35.92899727420843,329.17999267578125,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy,0.5267648550179729,Up
923,2024-12-05 14:30:00-05:00,1h,PTON,9.425000190734863,9.720000267028809,9.40999984741211,9.645000457763672,2529048,1557350.9,51.6284829825505,0.2146253534953524,1.6239422984248444,9.68727512359619,9.68818811416626,8.309082531929016,9.577087769141563,37,45.71345258654812,9.574999809265137,39.390143208528826,9.300000190734863,0,1,0,0,0,0,1,0,0,2,1,Buy,Buy,0.019769243093636035,Up
924,2024-12-05 15:30:00-05:00,1h,PTON,9.645000457763672,9.664999961853027,9.55500030517578,9.654999732971191,2354343,1648272.1,51.93937962998567,0.2071520894369162,1.4283703522009503,9.669025087356568,9.68928810119629,8.327007529735566,9.595010845477765,36,45.71345258654812,9.574999809265137,39.390143208528826,9.300000190734863,0,1,0,0,0,0,1,0,0,2,1,Buy,Buy,0.01792307633620105,Up
925,2024-12-06 09:30:00-05:00,1h,PTON,9.9399995803833,10.585000038146973,9.9399995803833,10.4399995803833,5600855,2096592.2,68.8603633063801,0.2587841048468352,2.6714088700702026,9.683275079727172,9.7064900970459,8.348607528209687,9.62224160707914,35,68.8603633063801,10.585000038146973,39.390143208528826,9.300000190734863,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy,0.027230761601375164,Up
926,2024-12-06 10:30:00-05:00,1h,PTON,10.4399995803833,10.489999771118164,10.279999732971191,10.336600303649902,2034274,2001589.1,65.58490022856608,0.2552995286539878,1.0163294754153087,9.687855100631714,9.719222106933591,8.369390530586243,9.646266233004056,34,68.8603633063801,10.585000038146973,39.390143208528826,9.300000190734863,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy,0.024024625924916165,Up
927,2024-12-06 11:30:00-05:00,1h,PTON,10.33810043334961,10.399999618530272,10.130000114440918,10.174400329589844,965528,1861079.2,60.70671700321151,0.2563495268993713,0.5188000596643066,9.6877601146698,9.729910106658936,8.388987531661988,9.665641623276931,33,68.8603633063801,10.585000038146973,39.390143208528826,9.300000190734863,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy,0.019375390272875492,Up
928,2024-12-06 12:30:00-05:00,1h,PTON,10.18000030517578,10.279999732971191,10.005000114440918,10.274999618530272,1588785,1835655.0,62.56642339671319,0.2576816763015786,0.8655139446137755,9.696760082244872,9.743510093688965,8.408862528800965,9.685103152348445,32,68.8603633063801,10.585000038146973,39.390143208528826,9.300000190734863,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy,0.01946152907151344,Up
929,2024-12-06 13:30:00-05:00,1h,PTON,10.274999618530272,10.309900283813477,10.0600004196167,10.074999809265137,883257,1842102.2,56.809789604522,0.2571258325798071,0.4794831687405834,9.705260086059573,9.75321008682251,8.428186528682708,9.699620070824256,31,68.8603633063801,10.585000038146973,39.390143208528826,9.300000190734863,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy,0.01451691847581138,Up
930,2024-12-06 14:30:00-05:00,1h,PTON,10.079999923706056,10.079999923706056,9.960000038146973,10.03499984741211,1033948,1843135.5,55.70585637171132,0.2473311220783267,0.5609723213513059,9.715010070800782,9.75991008758545,8.447281527519227,9.71469698685866,30,68.8603633063801,10.585000038146973,39.390143208528826,9.300000190734863,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy,0.01507691603440442,Up
1261,2024-12-02 13:30:00-05:00,1h,MARA,25.01000022888184,25.149999618530277,23.81999969482422,23.915000915527344,18417634,17117339.6,39.89693981298598,1.2767760160666488,1.07596358022832,26.36747522354126,25.498188018798828,20.79546402931213,24.197498468252327,59,69.79637986897953,30.200000762939453,39.89693981298598,23.81999969482422,1,0,0,2,1,Sell,0,0,0,0,0,0,Sell,0.042384631817157015,Up
1545,2024-12-10 15:30:00-05:00,1h,NVAX,8.774999618530273,8.789999961853027,8.710000038146973,8.760000228881836,417385,285228.8,46.78398360993815,0.1588832466655506,1.4633339971279198,8.9712899684906,8.69896806716919,8.68905751466751,8.718500034625714,15,64.82334279619573,9.204999923706056,46.64732385105889,8.760000228881836,1,0,0,0,0,0,1,1,1,2,1,Buy,Buy,-0.003346149738018056,Down
1546,2024-12-11 09:30:00-05:00,1h,NVAX,8.829999923706055,8.890000343322754,8.65999984741211,8.8100004196167,399673,308165.4,49.198617143885656,0.1639630501830573,1.2969431350826537,8.949539995193481,8.698972072601318,8.68280751466751,8.717038506727953,14,64.82334279619573,9.204999923706056,46.64732385105889,8.760000228881836,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy,-0.0014615278977618829,Down
1547,2024-12-11 10:30:00-05:00,1h,NVAX,8.800000190734863,8.81980037689209,8.699999809265137,8.774999618530273,131405,303520.3,47.57139893244043,0.1608085871433356,0.4329364460960272,8.932539987564088,8.69907205581665,8.677397511005402,8.715133887070875,13,64.82334279619573,9.204999923706056,46.64732385105889,8.760000228881836,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy,-0.0019046196570773333,Down
1548,2024-12-11 11:30:00-05:00,1h,NVAX,8.779999732971191,8.875,8.760000228881836,8.789999961853027,155983,286595.1,48.35969542340013,0.1575365288558233,0.5442626199819885,8.922790002822875,8.700872058868407,8.672197511196137,8.71460465651292,12,64.82334279619573,9.204999923706056,46.64732385105889,8.760000228881836,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy,-0.0005292305579551737,Down
1549,2024-12-11 12:30:00-05:00,1h,NVAX,8.786499977111816,8.854999542236328,8.774999618530273,8.789999961853027,154290,239866.4,48.35969542340013,0.1519981999165541,0.6432330664069665,8.917040014266968,8.700770053863526,8.66704751253128,8.71491234119122,11,64.82334279619573,9.204999923706056,46.64732385105889,8.760000228881836,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy,0.00030768467829922486,Up
