,Datetime,Interval,Ticker,Open,High,Low,Close,Volume,Avg_Volume_10,RSI,ATR,vol_vs_avrg_vol,SMA_20,SMA_50,SMA_200,SMA_65,desc_number,rsi_peak_rsi_value,rsi_peak_high_value,rsi_bottom_rsi_value,rsi_bottom_low_value,be_current_rsi_less_than_peak,be_current_price_close_above_rsi_peak,be_pre_signal_1,be_pre_signal_last_10,be_close_below_SMA65,be_signal,bu_current_rsi_more_than_bottom,bu_current_price_close_below_rsi_bottom,bu_pre_signal_1,bu_pre_signal_last_13,bu_close_above_SMA65,bu_signal,Combined_Signals_65
1910,2024-12-09 12:00:00-05:00,30m,RCL,248.5399932861328,249.47999572753903,248.01010131835935,249.17999267578125,149294,404910.2,41.53407295533551,2.1235506477093904,0.3687089137295133,253.46428451538085,251.0732620239258,241.8726136779785,250.0331247182993,10,76.78851710524627,258.2099914550781,27.555345156063996,243.7899932861328,1,0,0,2,1,Sell,1,0,0,0,0,0,Sell
1911,2024-12-09 12:30:00-05:00,30m,RCL,249.2100067138672,249.2700042724609,248.35659790039065,248.5,112008,399933.6,39.952635098239696,2.037111770878028,0.2800664910375122,253.33228454589843,251.12656188964843,241.95090019226075,250.0562016413762,9,76.78851710524627,258.2099914550781,27.555345156063996,243.7899932861328,1,0,0,2,1,Sell,1,0,0,0,0,0,Sell
1912,2024-12-09 13:00:00-05:00,30m,RCL,248.5800018310547,250.13999938964844,248.47540283203125,249.8600006103516,110486,393860.4,44.503875896555634,2.010503541359397,0.2805207124148556,253.19528427124024,251.2025619506836,242.0333966827393,250.09512469951923,8,44.503875896555634,250.13999938964844,27.555345156063996,243.7899932861328,0,0,0,2,1,Sell,1,0,0,0,0,0,Sell
2586,2024-12-04 09:30:00-05:00,30m,BIDU,85.0999984741211,85.87999725341797,84.80000305175781,84.94000244140625,471590,157103.3,35.27762495553483,0.4028073221167761,3.0017829033508527,86.29732551574708,85.45791610717774,84.43357467651367,84.98718919020433,54,73.84552457221386,86.87999725341797,57.73122878071688,86.05000305175781,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
2693,2024-12-03 09:30:00-05:00,30m,MGM,38.2400016784668,38.25,37.47999954223633,37.59999847412109,278354,182764.1,38.60498878832104,0.2583704628176014,1.5230233946382248,38.17841510772705,37.82906608581543,,37.87112297644982,67,57.40000111029541,38.380001068115234,55.59478362556981,37.72999954223633,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
2694,2024-12-03 10:00:00-05:00,30m,MGM,37.58000183105469,37.720001220703125,37.31999969482422,37.38999938964844,271101,197653.1,34.76285767970488,0.2684869673219803,1.371600040677328,38.14841499328613,37.81286605834961,,37.863738368107725,66,57.40000111029541,38.380001068115234,55.59478362556981,37.72999954223633,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
2695,2024-12-03 10:30:00-05:00,30m,MGM,37.40999984741211,37.47999954223633,37.31999969482422,37.459999084472656,169971,201809.8,37.01316565966692,0.2607378873284181,0.8422336279011228,38.11741485595703,37.797466049194334,,37.85773837749775,65,57.40000111029541,38.380001068115234,55.59478362556981,37.72999954223633,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
2696,2024-12-03 11:00:00-05:00,30m,MGM,37.470001220703125,37.52999877929688,37.290000915527344,37.459999084472656,173565,208608.0,37.01316565966692,0.2592564570742119,0.8320150713299586,38.08666477203369,37.78046600341797,,37.84927685077374,64,57.40000111029541,38.380001068115234,55.59478362556981,37.72999954223633,1,0,0,2,1,Sell,0,1,0,0,0,0,Sell
2745,2024-12-09 09:30:00-05:00,30m,MGM,37.060001373291016,37.90499877929688,36.81999969482422,37.66999816894531,1222216,384921.5,60.537786506528256,0.3044642612238685,3.1752344309164338,37.06355018615723,37.24573020935058,37.48222497940064,37.43867398775541,15,53.087609955673415,37.81999969482422,33.921044903048255,36.560001373291016,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy
2746,2024-12-09 10:00:00-05:00,30m,MGM,37.68000030517578,38.0,37.61000061035156,37.74660110473633,356616,393881.4,61.66792445157927,0.3105739132541948,0.9053892872321464,37.08313026428223,37.25146224975586,37.48130798339844,37.43362168532151,14,53.087609955673415,37.81999969482422,33.921044903048255,36.560001373291016,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy
2747,2024-12-09 10:30:00-05:00,30m,MGM,37.7400016784668,37.84999847412109,37.709999084472656,37.79999923706055,178291,400843.3,62.47467599004249,0.2983900187109264,0.4447897719632585,37.1076301574707,37.2668522644043,37.481057987213134,37.42900631244366,13,62.47467599004249,37.84999847412109,33.921044903048255,36.560001373291016,0,0,0,0,0,0,1,0,0,2,1,Buy,Buy
2751,2024-12-09 12:30:00-05:00,30m,MGM,37.303001403808594,37.43999862670898,37.22999954223633,37.400001525878906,133695,372130.5,53.53011264012155,0.3027252926213042,0.3592691273625784,37.15311527252197,37.28506622314453,37.47326150894165,37.36824786846454,9,62.47467599004249,37.84999847412109,33.921044903048255,36.560001373291016,1,0,0,0,0,0,1,0,0,2,1,Buy,Buy
