,Datetime,Interval,Ticker,Combined_Signals_65,SMA_65_trend,Open,High,Close_SMA65_Diff_Percent,vol_vs_avrg_vol,RSI,Low,Close,Volume,Avg_Volume_10,ATR,SMA_20,SMA_50,SMA_200,SMA_65,desc_number,rsi_peak_rsi_value,rsi_peak_high_value,rsi_bottom_rsi_value,rsi_bottom_low_value,be_current_rsi_less_than_peak,be_current_price_close_above_rsi_peak,be_pre_signal_1,be_pre_signal_last_10,be_close_below_SMA65,bu_current_rsi_more_than_bottom,bu_current_price_close_below_rsi_bottom,bu_pre_signal_1,bu_pre_signal_last_13,bu_close_above_SMA65,SMA_65_trend_diff
76,12/15:30,1h,TSLA,Sell,Up,415.52,421.0,3.68,0.56,62.52,415.52,417.69,6517800,11540333.4,6.09,414.66,389.31,337.77,402.86,8,79.64,426.92,60.55,415.0,1,0,0,2,0,1,0,0,0,1,1.2566639293324895
1808,12/15:30,1h,U,Buy,Down,25.97,26.13,-3.35,1.2,42.01,25.95,26.12,1029979,860387.6,0.51,26.62,26.88,22.68,27.02,8,55.87,27.35,39.35,26.16,1,0,0,0,1,1,1,1,2,0,-0.0430303053422385
3142,12/09:30,1h,UBER,Buy,Down,63.17,63.54,-2.8,1.59,41.32,62.38,62.79,13335082,8374192.6,0.98,63.83,66.81,70.6,64.6,14,41.32,63.54,13.46,60.23,0,0,0,0,1,1,0,0,2,0,-0.1380303122780617
3143,12/10:30,1h,UBER,Buy,Down,62.79,63.03,-3.28,0.75,39.25,62.12,62.36,6613066,8784067.4,0.98,63.65,66.62,70.55,64.48,13,41.32,63.54,13.46,60.23,1,0,0,0,1,1,0,0,2,0,-0.1199999722567355
3144,12/11:30,1h,UBER,Buy,Down,62.36,62.77,-2.81,0.56,40.87,61.86,62.58,5003908,8981233.6,0.97,63.48,66.43,70.51,64.38,12,41.32,63.54,13.46,60.23,1,0,0,0,1,1,0,0,2,0,-0.0909515149665622
3145,12/12:30,1h,UBER,Buy,Down,62.58,62.62,-3.04,0.46,39.76,62.34,62.37,3745045,8110814.5,0.92,63.3,66.23,70.47,64.32,11,41.32,63.54,13.46,60.23,1,0,0,0,1,1,0,0,2,0,-0.0672726486668437
3146,12/13:30,1h,UBER,Buy,Down,62.37,62.38,-3.49,0.52,37.76,61.93,61.98,4029380,7730451.5,0.89,63.12,66.04,70.42,64.22,10,41.32,63.54,13.46,60.23,1,0,0,0,1,1,0,0,2,0,-0.0990909229625458
3147,12/14:30,1h,UBER,Buy,Down,61.99,62.18,-3.51,0.55,37.0,61.71,61.83,4054165,7352255.8,0.86,62.92,65.84,70.38,64.09,9,41.32,63.54,13.46,60.23,1,0,0,0,1,1,0,0,2,0,-0.1328788526130324
3148,12/15:30,1h,UBER,Buy,Down,61.84,61.88,-3.96,0.72,34.85,61.25,61.42,5060928,6992780.0,0.84,62.74,65.64,70.33,63.95,8,41.32,63.54,13.46,60.23,1,0,0,0,1,1,0,0,2,0,-0.1354545824455542
2428,12/09:30,1h,W,Sell,Up,54.48,55.8,1.46,1.12,55.75,54.2,54.75,494295,441948.5,0.88,54.96,52.33,44.49,53.96,14,65.04,55.62,56.61,52.65,1,0,0,2,0,0,0,0,0,1,0.164848443233609
2723,12/12:30,1h,WFC,Buy,Down,71.47,71.51,-1.95,0.94,29.2,71.29,71.36,1046190,1112898.3,0.48,71.99,73.13,72.56,72.78,11,35.76,72.08,27.1,71.45,1,0,0,0,1,1,1,1,2,0,-0.0848180597478744
2724,12/13:30,1h,WFC,Buy,Down,71.37,71.4,-2.22,0.93,26.21,71.08,71.08,998825,1074892.6,0.46,71.89,73.06,72.59,72.7,10,35.76,72.08,27.1,71.45,1,0,0,0,1,0,1,0,2,0,-0.0789394956646418
2725,12/14:30,1h,WFC,Buy,Down,71.08,71.11,-2.16,1.53,25.84,70.95,71.05,1803667,1179264.7,0.44,71.81,72.99,72.62,72.62,9,35.76,72.08,27.1,71.45,1,0,0,0,1,0,1,0,2,0,-0.0869695490056869
2726,12/15:30,1h,WFC,Buy,Down,71.04,71.2,-2.36,1.81,23.35,70.79,70.8,2357538,1304123.0,0.44,71.74,72.91,72.65,72.51,8,35.76,72.08,27.1,71.45,1,0,0,0,1,0,1,0,2,0,-0.1037877400716098
1589,12/09:30,1h,ZIM,Buy,Down,19.13,19.49,-3.71,1.15,43.15,18.75,19.43,3003046,2612352.7,0.5,19.89,20.03,23.21,20.18,14,59.07,21.18,32.73,19.01,1,0,0,0,1,1,0,0,2,0,-0.0381818251176291
1590,12/10:30,1h,ZIM,Buy,Down,19.32,19.62,-3.2,0.78,44.39,19.21,19.5,2110061,2708531.5,0.5,19.86,20.03,23.19,20.14,13,59.07,21.18,32.73,19.01,1,0,0,0,1,1,0,0,2,0,-0.0348484732887968
1591,12/11:30,1h,ZIM,Buy,Down,19.49,19.63,-2.37,0.59,46.71,19.33,19.63,1588847,2705901.6,0.48,19.84,20.02,23.17,20.11,12,59.07,21.18,32.73,19.01,1,0,0,0,1,1,0,0,2,0,-0.0378787878787818
1592,12/12:30,1h,ZIM,Buy,Down,19.36,19.77,-2.2,0.42,46.63,19.33,19.62,997825,2365589.2,0.48,19.83,20.02,23.15,20.07,11,59.07,21.18,32.73,19.01,1,0,0,0,1,1,0,0,2,0,-0.0388666788737062
1593,12/13:30,1h,ZIM,Buy,Down,19.75,19.78,-1.5,0.53,48.82,19.48,19.74,1059005,2017019.3,0.47,19.8,20.02,23.13,20.04,10,59.07,21.18,32.73,19.01,1,0,0,0,1,1,0,0,2,0,-0.0272727157130354
1594,12/14:30,1h,ZIM,Buy,Down,19.67,19.78,-1.82,0.52,47.01,19.56,19.64,1001212,1913919.9,0.45,19.75,20.02,23.11,20.01,9,59.07,21.18,32.73,19.01,1,0,0,0,1,1,0,0,2,0,-0.0351515105276405
1595,12/15:30,1h,ZIM,Buy,Down,19.65,19.84,-0.8,1.31,50.56,19.56,19.82,2521828,1931198.5,0.44,19.71,20.03,23.09,19.98,8,59.07,21.18,32.73,19.01,1,0,0,0,1,1,0,0,2,0,-0.0259090770374577
170,11/09:30,1h,AAPL,Sell,Up,247.95,249.99,1.89,1.95,77.35,247.65,249.43,8367368,4296540.9,1.2,245.98,243.53,231.48,244.81,21,79.15,247.02,61.45,245.34,1,1,1,2,0,1,0,0,0,1,0.2239421497691864
171,11/10:30,1h,AAPL,Sell,Up,249.43,250.8,2.19,1.4,80.14,249.4,250.44,6584107,4691331.7,1.21,246.32,243.74,231.58,245.06,20,80.14,250.8,61.45,245.34,0,0,0,2,0,1,0,0,0,1,0.2479183312618715
172,11/11:30,1h,AAPL,Sell,Up,250.42,250.42,1.8,0.63,72.88,249.34,249.68,2792683,4446046.1,1.21,246.64,243.93,231.67,245.26,19,80.14,250.8,61.45,245.34,1,0,0,2,0,1,0,0,0,1,0.200345126065315
173,11/12:30,1h,AAPL,Sell,Up,249.68,249.78,1.49,0.53,67.8,248.97,249.1,2034409,3852557.3,1.18,246.94,244.12,231.76,245.45,18,80.14,250.8,61.45,245.34,1,0,0,2,0,1,0,0,0,1,0.1853031967625611
174,11/13:30,1h,AAPL,Sell,Up,249.09,249.16,1.09,0.76,61.32,248.09,248.28,2859618,3754012.9,1.17,247.2,244.3,231.85,245.61,17,80.14,250.8,61.45,245.34,1,0,0,2,0,0,0,0,0,1,0.1593937729344361
175,11/14:30,1h,AAPL,Sell,Up,248.28,248.44,0.58,0.96,53.69,247.05,247.15,3703277,3857437.9,1.19,247.41,244.45,231.93,245.74,16,80.14,250.8,61.45,245.34,1,0,0,2,0,0,0,0,0,1,0.1278788248697253
176,11/15:30,1h,AAPL,Sell,Up,247.14,247.16,0.23,1.26,49.47,246.26,246.43,5247010,4166103.0,1.17,247.51,244.59,232.01,245.85,15,80.14,250.8,49.47,246.26,1,0,0,2,0,0,0,0,0,1,0.1175754431522762
1764,11/09:30,1h,ALAB,Sell,Up,121.15,127.25,6.45,2.14,66.47,120.79,126.5,1324914,618302.0,3.08,120.38,115.87,97.79,118.83,21,66.47,127.25,45.34,116.23,0,0,0,2,0,1,0,0,0,1,0.1744031039151679
1765,11/10:30,1h,ALAB,Sell,Up,126.58,126.58,5.36,0.69,63.33,123.75,125.39,431219,622817.0,3.06,120.89,116.31,98.05,119.01,20,66.47,127.25,45.34,116.23,1,0,0,2,0,1,0,0,0,1,0.178030303030269
1766,11/11:30,1h,ALAB,Sell,Up,125.24,125.27,4.48,0.44,60.83,123.87,124.49,263301,592058.6,2.95,121.23,116.74,98.3,119.15,19,66.47,127.25,45.34,116.23,1,0,0,2,0,1,0,0,0,1,0.1415150960286411
2645,11/09:30,1h,AMC,Buy,Down,4.42,4.46,-7.91,1.81,32.23,4.34,4.34,4340053,2391599.4,0.1,4.54,4.79,4.59,4.71,21,37.54,4.46,28.7,4.35,1,0,0,0,1,1,1,1,2,0,-0.0153969706911043
2646,11/10:30,1h,AMC,Buy,Down,4.34,4.42,-6.58,0.91,36.62,4.34,4.39,2138955,2346202.5,0.1,4.53,4.77,4.59,4.7,20,37.54,4.46,28.7,4.35,1,0,0,0,1,1,0,0,2,0,-0.0135545441598603
2647,11/11:30,1h,AMC,Buy,Down,4.39,4.43,-6.05,0.58,37.49,4.38,4.4,1321630,2269664.4,0.09,4.51,4.76,4.59,4.68,19,37.54,4.46,28.7,4.35,1,0,0,0,1,1,0,0,2,0,-0.0157272743456289
2648,11/12:30,1h,AMC,Buy,Down,4.4,4.42,-5.93,0.62,37.02,4.38,4.39,1211470,1965974.5,0.09,4.5,4.75,4.59,4.67,18,37.54,4.46,28.7,4.35,1,0,0,0,1,1,0,0,2,0,-0.015218185655998
2649,11/13:30,1h,AMC,Buy,Down,4.39,4.4,-6.27,0.62,35.27,4.36,4.36,1115964,1812834.6,0.09,4.48,4.74,4.59,4.65,17,37.54,4.46,28.7,4.35,1,0,0,0,1,1,0,0,2,0,-0.0166666579969003
2650,11/14:30,1h,AMC,Buy,Down,4.36,4.38,-6.06,0.73,34.99,4.35,4.36,1310069,1802804.1,0.08,4.46,4.72,4.59,4.64,16,37.54,4.46,34.99,4.35,1,0,0,0,1,0,0,0,2,0,-0.0153030337709365
2651,11/15:30,1h,AMC,Buy,Down,4.36,4.38,-5.61,1.42,35.55,4.33,4.36,2781752,1955664.6,0.08,4.45,4.71,4.59,4.62,15,37.54,4.46,34.99,4.35,1,0,0,0,1,1,0,0,2,0,-0.0171212138551659
544,11/09:30,1h,AMD,Buy,Down,128.52,129.41,-6.66,2.01,18.29,126.22,127.1,11745723,5834285.4,1.46,132.31,138.09,140.59,136.17,21,54.49,142.76,16.72,127.41,1,0,0,0,1,1,1,1,2,0,-0.4730305527195924
545,11/10:30,1h,AMD,Buy,Down,127.11,128.06,-5.69,1.08,25.38,126.38,127.99,6218345,5759627.4,1.48,131.69,137.83,140.47,135.72,20,54.49,142.76,16.72,127.41,1,0,0,0,1,1,0,0,2,0,-0.4487938158439704
546,11/11:30,1h,AMD,Buy,Down,128.0,129.24,-4.73,0.73,31.71,127.69,128.88,4120887,5633427.4,1.48,131.12,137.59,140.36,135.29,19,54.49,142.76,16.72,127.41,1,0,0,0,1,1,0,0,2,0,-0.4340182217684685
547,11/12:30,1h,AMD,Buy,Down,128.88,129.29,-4.22,0.56,33.66,128.49,129.17,2637407,4719264.2,1.43,130.55,137.33,140.26,134.86,18,54.49,142.76,16.72,127.41,1,0,0,0,1,1,0,0,2,0,-0.4333334258108436
548,11/13:30,1h,AMD,Buy,Down,129.2,130.06,-3.39,0.99,38.3,129.06,129.87,4652431,4715108.0,1.4,130.15,137.1,140.16,134.43,17,54.49,142.76,16.72,127.41,1,0,0,0,1,1,0,0,2,0,-0.4300000739820007
549,11/14:30,1h,AMD,Buy,Down,129.86,131.13,-2.22,1.28,45.68,129.82,131.13,6188468,4844220.9,1.4,129.77,136.9,140.07,134.1,16,45.68,131.13,16.72,127.41,0,1,0,0,1,1,0,0,2,0,-0.3245451956084366
550,11/15:30,1h,AMD,Buy,Down,131.11,131.21,-2.68,0.78,41.56,130.07,130.16,3847893,4922166.9,1.38,129.62,136.66,139.97,133.74,15,45.68,131.13,16.72,127.41,1,0,0,0,1,1,0,0,2,0,-0.3612120657256241
2751,11/09:30,1h,AMSC,Buy,Down,27.55,27.89,-13.09,1.48,27.97,26.8,27.43,326601,220871.9,0.8,29.23,32.37,31.54,31.57,21,29.45,29.43,23.1,26.92,1,0,0,0,1,1,0,0,2,0,-0.2285909363717699
2752,11/10:30,1h,AMSC,Buy,Down,27.42,27.57,-12.1,0.67,29.65,27.09,27.57,146984,219167.9,0.78,28.92,32.2,31.56,31.36,20,29.45,29.43,23.1,26.92,0,0,0,0,1,1,0,0,2,0,-0.2030303261496797
2753,11/11:30,1h,AMSC,Buy,Down,27.56,28.04,-10.78,0.64,32.42,27.33,27.79,126640,198832.4,0.78,28.67,32.06,31.58,31.15,19,29.45,29.43,23.1,26.92,0,0,0,0,1,1,0,0,2,0,-0.2172818039402813
2754,11/12:30,1h,AMSC,Buy,Down,27.77,28.44,-8.14,0.72,39.84,27.74,28.43,125824,174497.0,0.77,28.48,31.94,31.6,30.95,18,29.45,29.43,23.1,26.92,0,0,0,0,1,1,0,0,2,0,-0.1990908998431599
2755,11/13:30,1h,AMSC,Buy,Down,28.37,29.18,-5.48,1.37,46.25,28.32,29.08,244544,177983.9,0.78,28.4,31.85,31.63,30.76,17,29.45,29.43,23.1,26.92,0,0,0,0,1,1,0,0,2,0,-0.1865151145241519
2756,11/14:30,1h,AMSC,Buy,Down,29.08,29.35,-3.98,1.41,48.76,28.85,29.35,264768,188412.0,0.76,28.3,31.75,31.66,30.57,16,48.76,29.35,23.1,26.92,0,1,0,0,1,1,0,0,2,0,-0.1954575162945317
2757,11/15:30,1h,AMSC,Buy,Down,29.33,29.33,-5.07,1.6,44.46,28.81,28.82,328479,205637.4,0.74,28.3,31.63,31.69,30.36,15,48.76,29.35,23.1,26.92,1,0,0,0,1,1,0,0,2,0,-0.2060605829412303
118,11/09:30,1h,AMZN,Sell,Up,226.43,230.94,2.52,2.2,66.63,226.26,230.01,9212915,4180766.5,1.94,226.97,220.48,207.2,224.37,21,87.17,229.72,50.67,224.34,1,1,1,2,0,1,0,0,0,1,0.3530301180752815
119,11/10:30,1h,AMZN,Sell,Up,230.01,231.2,2.31,0.93,66.29,229.34,229.93,3933831,4219052.5,1.94,227.23,220.84,207.38,224.74,20,87.17,229.72,50.67,224.34,1,1,1,2,0,1,0,0,0,1,0.3730302290483109
120,11/11:30,1h,AMZN,Sell,Up,229.94,230.83,2.26,0.76,66.88,229.87,230.19,3081398,4047719.2,1.87,227.48,221.21,207.56,225.11,19,66.88,230.83,50.67,224.34,0,0,0,2,0,1,0,0,0,1,0.3690879128195945
121,11/12:30,1h,AMZN,Sell,Up,230.18,230.95,2.08,0.88,66.74,230.02,230.16,3252823,3676165.9,1.8,227.75,221.61,207.74,225.48,18,66.88,230.83,50.67,224.34,1,0,0,2,0,1,0,0,0,1,0.368182095614344
122,11/13:30,1h,AMZN,Sell,Up,230.16,230.45,1.88,0.62,66.38,229.84,230.09,2137842,3469296.9,1.71,227.94,222.01,207.92,225.84,17,66.88,230.83,50.67,224.34,1,0,0,2,0,1,0,0,0,1,0.3627273097183092
123,11/14:30,1h,AMZN,Sell,Up,230.1,230.11,1.68,0.71,65.75,229.42,229.98,2477611,3480074.2,1.64,228.09,222.41,208.11,226.17,16,66.88,230.83,50.67,224.34,1,0,0,2,0,1,0,0,0,1,0.3298487807765298
124,11/15:30,1h,AMZN,Sell,Up,229.95,230.43,1.63,0.82,66.34,229.77,230.18,2899662,3544818.8,1.57,228.21,222.79,208.29,226.49,15,66.88,230.83,50.67,224.34,1,0,0,2,0,1,0,0,0,1,0.3189091537937543
2684,11/11:30,1h,APLD,Buy,Down,9.01,9.04,-9.09,0.37,36.55,8.9,8.91,806601,2192520.7,0.32,9.47,9.72,8.46,9.8,19,41.48,9.55,35.92,8.92,1,0,0,0,1,1,1,1,2,0,-0.0244818311749082
2685,11/12:30,1h,APLD,Buy,Down,8.91,8.96,-8.94,0.7,36.34,8.75,8.9,1293910,1849078.5,0.31,9.38,9.7,8.46,9.77,18,41.48,9.55,35.92,8.92,1,0,0,0,1,1,1,1,2,0,-0.0295454661051444
2686,11/13:30,1h,APLD,Buy,Down,8.9,8.97,-8.59,0.64,36.83,8.82,8.91,1034539,1628445.5,0.3,9.3,9.69,8.47,9.75,17,41.48,9.55,35.92,8.92,1,0,0,0,1,1,1,1,2,0,-0.0210605968128536
2687,11/14:30,1h,APLD,Buy,Down,8.91,9.0,-8.05,0.52,37.52,8.85,8.94,798997,1530879.5,0.29,9.21,9.67,8.48,9.72,16,41.48,9.55,35.92,8.92,1,0,0,0,1,1,0,0,2,0,-0.0362121119643692
2688,11/15:30,1h,APLD,Buy,Down,8.94,8.99,-9.38,1.17,33.91,8.73,8.76,1870881,1604315.2,0.29,9.15,9.65,8.48,9.66,15,41.48,9.55,33.91,8.73,1,0,0,0,1,0,0,0,2,0,-0.0552727381388358
2160,11/09:30,1h,APP,Buy,Down,327.6,332.89,-9.64,1.62,38.57,314.0,332.88,2222793,1370037.3,11.6,356.22,364.46,289.02,368.41,21,72.54,417.64,29.39,319.55,1,0,0,0,1,1,0,0,2,0,-1.2157602021187586
2161,11/10:30,1h,APP,Buy,Down,332.89,334.94,-10.0,0.62,37.48,328.63,330.38,806752,1305019.4,11.22,352.17,364.25,289.8,367.11,20,72.54,417.64,29.39,319.55,1,0,0,0,1,1,0,0,2,0,-1.2999998150450551
2162,11/11:30,1h,APP,Buy,Down,330.72,330.72,-10.94,0.59,35.41,323.41,325.6,727382,1224434.5,10.94,347.82,363.94,290.56,365.62,19,72.54,417.64,29.39,319.55,1,0,0,0,1,1,0,0,2,0,-1.490575617009938
2163,11/12:30,1h,APP,Buy,Down,325.61,330.45,-9.42,0.57,38.78,323.0,330.04,630863,1099172.7,10.69,343.79,363.71,291.35,364.34,18,72.54,417.64,29.39,319.55,1,0,0,0,1,1,0,0,2,0,-1.272651441169501
2164,11/13:30,1h,APP,Buy,Down,329.72,336.89,-8.04,0.66,41.67,328.89,333.93,714760,1079555.1,10.5,340.21,363.63,292.16,363.13,17,72.54,417.64,29.39,319.55,1,0,0,0,1,1,0,0,2,0,-1.2075759425307524
2165,11/14:30,1h,APP,Buy,Down,334.03,335.78,-7.26,0.61,42.59,332.61,335.16,644334,1060157.6,9.98,336.88,363.53,292.97,361.4,16,72.54,417.64,29.39,319.55,1,0,0,0,1,1,0,0,2,0,-1.7369699189157473
2166,11/15:30,1h,APP,Buy,Down,335.03,339.17,-5.86,0.81,45.23,334.9,338.66,847890,1043849.5,9.57,336.81,363.46,293.81,359.75,15,45.23,339.17,29.39,319.55,0,0,0,0,1,1,0,0,2,0,-1.6436360677083144
798,11/09:30,1h,AVGO,Sell,Up,180.01,182.31,3.04,3.21,63.15,176.43,179.35,10123317,3156965.5,2.7,176.17,171.82,170.61,174.06,21,66.5,179.03,40.37,169.73,1,1,1,2,0,1,0,0,0,1,0.3157575202710632
799,11/10:30,1h,AVGO,Sell,Up,179.37,182.68,4.7,1.08,68.14,177.94,182.66,3639163,3378110.9,2.85,176.4,172.16,170.63,174.46,20,66.5,179.03,40.37,169.73,0,1,0,2,0,1,0,0,0,1,0.3986608331853745
800,11/11:30,1h,AVGO,Sell,Up,182.63,182.86,3.62,0.76,63.87,180.57,181.15,2581853,3406809.3,2.81,176.45,172.45,170.65,174.82,19,66.5,179.03,40.37,169.73,1,1,1,2,0,1,0,0,0,1,0.3640908905954063
801,11/12:30,1h,AVGO,Sell,Up,181.14,181.7,3.49,0.46,64.15,180.13,181.32,1458744,3156859.8,2.72,176.52,172.72,170.67,175.2,18,66.5,179.03,40.37,169.73,1,1,1,2,0,1,0,0,0,1,0.3754549893465935
802,11/13:30,1h,AVGO,Sell,Up,181.32,182.79,4.06,0.71,66.34,181.16,182.69,2214258,3124847.5,2.64,176.65,173.03,170.69,175.57,17,66.5,179.03,40.37,169.73,1,1,1,2,0,1,0,0,0,1,0.3666668516216873
803,11/14:30,1h,AVGO,Sell,Up,182.69,184.87,4.55,1.24,68.24,182.59,183.93,4032209,3259047.6,2.62,176.87,173.38,170.73,175.93,16,68.24,184.87,40.37,169.73,0,0,0,2,0,1,0,0,0,1,0.3645454175544671
804,11/15:30,1h,AVGO,Sell,Up,183.92,184.44,3.9,1.11,65.7,182.25,183.14,3831880,3461114.7,2.58,177.07,173.71,170.76,176.27,15,68.24,184.87,40.37,169.73,1,0,0,2,0,1,0,0,0,1,0.3380302660392829
2817,11/09:30,1h,BA,Sell,Up,165.52,169.3,5.26,1.75,66.2,165.5,167.59,3941841,2252275.8,2.48,160.18,158.39,150.89,159.21,21,69.57,166.35,60.3,163.73,1,1,1,2,0,1,0,0,0,1,0.2912999933416245
2818,11/10:30,1h,BA,Sell,Up,167.59,167.88,4.37,0.89,62.77,164.42,166.41,2084265,2354929.1,2.55,160.76,158.55,150.94,159.44,20,69.57,166.35,60.3,163.73,1,1,1,2,0,1,0,0,0,1,0.232445456764907
2819,11/11:30,1h,BA,Sell,Up,166.41,167.68,4.74,0.49,64.2,166.11,167.25,1137526,2332736.7,2.48,161.4,158.7,151.0,159.68,19,69.57,166.35,60.3,163.73,1,1,1,2,0,1,0,0,0,1,0.2378849838719361
2820,11/12:30,1h,BA,Sell,Up,167.28,168.31,4.57,0.59,64.25,166.67,167.28,1185205,2020635.0,2.42,162.03,158.9,151.06,159.96,18,69.57,166.35,60.3,163.73,1,1,1,2,0,1,0,0,0,1,0.2845454360499388
2821,11/13:30,1h,BA,Sell,Up,167.27,167.27,3.17,0.7,58.01,164.96,165.25,1249640,1778796.6,2.41,162.59,159.06,151.11,160.18,17,69.57,166.35,58.01,164.96,1,0,0,2,0,0,0,0,0,1,0.2127274021957816
2822,11/14:30,1h,BA,Sell,Up,165.23,165.85,3.34,0.7,59.12,164.38,165.78,1192348,1707001.2,2.35,163.18,159.24,151.16,160.43,16,69.57,166.35,58.01,164.96,1,0,0,2,0,1,0,0,0,1,0.2480908018169998
2823,11/15:30,1h,BA,Sell,Up,165.77,166.14,3.33,0.62,59.54,165.46,165.97,1039775,1667619.5,2.23,163.51,159.41,151.22,160.62,15,69.57,166.35,58.01,164.96,1,0,0,2,0,1,0,0,0,1,0.1974242239287491
2862,11/09:30,1h,BAC,Buy,Down,46.0,46.06,-1.63,1.18,29.33,45.49,45.65,4476842,3788073.5,0.27,46.16,46.56,45.67,46.4,21,35.02,46.11,28.51,45.65,1,0,0,0,1,1,1,1,2,0,-0.0163636641068904
2863,11/10:30,1h,BAC,Buy,Down,45.65,45.72,-1.57,0.67,29.83,45.47,45.65,2526700,3770598.4,0.27,46.11,46.53,45.68,46.38,20,35.02,46.11,28.51,45.65,1,0,0,0,1,1,0,0,2,0,-0.0187879620176403
2864,11/11:30,1h,BAC,Buy,Down,45.65,45.73,-1.73,0.7,27.82,45.54,45.56,2410347,3455570.7,0.26,46.06,46.5,45.7,46.36,19,35.02,46.11,27.82,45.54,1,0,0,0,1,0,0,0,2,0,-0.0234847791267185
2865,11/12:30,1h,BAC,Buy,Down,45.56,46.16,-0.84,1.51,44.55,45.54,45.96,5138302,3412479.0,0.29,46.03,46.48,45.71,46.35,18,35.02,46.11,27.82,45.54,0,0,0,0,1,1,0,0,2,0,-0.0151575261896255
2866,11/13:30,1h,BAC,Buy,Down,45.96,46.03,-0.98,1.25,42.41,45.78,45.88,4325754,3462353.6,0.29,45.99,46.45,45.73,46.33,17,35.02,46.11,27.82,45.54,0,0,0,0,1,1,0,0,2,0,-0.0149999676328747
2867,11/14:30,1h,BAC,Buy,Down,45.88,46.0,-0.68,0.87,46.24,45.86,45.99,3068281,3513029.1,0.28,45.96,46.42,45.75,46.3,16,35.02,46.11,27.82,45.54,0,0,0,0,1,1,0,0,2,0,-0.0301514827843831
2868,11/15:30,1h,BAC,Buy,Down,45.98,46.1,-0.44,1.3,48.75,45.93,46.06,4571309,3517790.7,0.27,45.94,46.4,45.77,46.27,15,35.02,46.11,27.82,45.54,0,0,0,0,1,1,0,0,2,0,-0.0353029424493982
517,11/09:30,1h,CEG,Buy,Down,234.75,235.98,-4.62,0.78,34.86,232.12,234.93,232905,299317.6,2.88,240.7,247.88,243.22,246.31,21,33.16,240.28,23.68,230.71,0,0,0,0,1,1,0,0,2,0,-0.5618184407552178
518,11/10:30,1h,CEG,Buy,Down,235.06,236.65,-3.84,0.75,38.91,234.0,236.37,230247,305466.9,2.86,239.88,247.56,243.08,245.81,20,33.16,240.28,23.68,230.71,0,0,0,0,1,1,0,0,2,0,-0.4971211751302178
519,11/11:30,1h,CEG,Buy,Down,236.53,237.51,-3.78,0.68,38.29,235.84,236.02,194207,283937.6,2.78,239.03,247.22,242.93,245.3,19,33.16,240.28,23.68,230.71,0,0,0,0,1,1,0,0,2,0,-0.5119693640506568
520,11/12:30,1h,CEG,Buy,Down,236.01,238.15,-2.82,0.69,43.63,235.3,237.94,188174,274697.1,2.78,238.34,246.89,242.79,244.84,18,33.16,240.28,23.68,230.71,0,0,0,0,1,1,0,0,2,0,-0.4616666851621858
521,11/13:30,1h,CEG,Buy,Down,237.86,239.45,-2.5,0.58,44.48,237.44,238.26,154127,267407.3,2.73,237.58,246.63,242.67,244.35,17,33.16,240.28,23.68,230.71,0,0,0,0,1,1,0,0,2,0,-0.4871211196437173
522,11/14:30,1h,CEG,Buy,Down,238.12,238.48,-2.48,0.51,43.3,237.54,237.73,128601,251536.3,2.6,236.79,246.36,242.54,243.76,16,33.16,240.28,23.68,230.71,0,0,0,0,1,1,0,0,2,0,-0.592784534801126
523,11/15:30,1h,CEG,Buy,Down,237.76,237.95,-2.68,1.14,40.82,236.42,236.6,292719,257877.3,2.52,236.58,246.04,242.41,243.12,15,33.16,240.28,23.68,230.71,0,0,0,0,1,1,0,0,2,0,-0.64227294921875
1938,11/15:30,1h,CGC,Buy,Down,3.29,3.31,-7.96,1.16,28.2,3.27,3.27,840144,723854.9,0.07,3.48,3.56,4.03,3.55,15,55.96,3.82,27.1,3.27,1,0,0,0,1,1,1,1,2,0,-0.0109090949549819
404,11/12:30,1h,CLSK,Buy,Down,12.95,12.98,-9.07,1.47,34.3,12.47,12.72,6554904,4461592.1,0.41,13.52,14.02,13.65,13.99,18,43.14,13.47,32.75,12.86,1,0,0,0,1,1,1,1,2,0,-0.0545454603253006
405,11/13:30,1h,CLSK,Buy,Down,12.71,12.98,-7.6,1.05,37.82,12.7,12.88,4543160,4342948.1,0.4,13.42,13.99,13.65,13.93,17,43.14,13.47,32.75,12.86,1,0,0,0,1,1,0,0,2,0,-0.0543939417058751
406,11/14:30,1h,CLSK,Buy,Down,12.87,13.1,-6.15,0.8,40.9,12.82,13.02,3404676,4276173.2,0.39,13.32,13.97,13.66,13.87,16,43.14,13.47,32.75,12.86,1,0,0,0,1,1,0,0,2,0,-0.0671211878458688
407,11/15:30,1h,CLSK,Buy,Down,13.02,13.1,-7.13,0.55,38.21,12.82,12.83,2370900,4291512.7,0.39,13.25,13.94,13.66,13.82,15,43.14,13.47,32.75,12.86,1,0,0,0,1,1,1,1,2,0,-0.0516666643547267
2615,11/12:30,1h,CRM,Sell,Down,358.11,360.0,0.59,1.11,59.62,357.82,359.71,815706,733615.1,3.41,354.47,352.08,330.1,357.59,18,59.98,359.5,38.25,348.3,1,1,1,2,0,1,0,0,0,1,-0.1562120842211243
2616,11/13:30,1h,CRM,Sell,Down,359.8,360.2,0.32,0.75,56.95,358.11,358.45,523420,701683.4,3.32,354.21,352.63,330.4,357.3,17,59.98,359.5,38.25,348.3,1,0,0,2,0,1,0,0,0,1,-0.2874996300899397
