,Datetime,Interval,Ticker,Combined_Signals_65,SMA_65_trend,Open,High,Close_SMA65_Diff_Percent,vol_vs_avrg_vol,RSI,Low,Close,Volume,Avg_Volume_10,ATR,SMA_20,SMA_50,SMA_200,SMA_65,desc_number,rsi_peak_rsi_value,rsi_peak_high_value,rsi_bottom_rsi_value,rsi_bottom_low_value,be_current_rsi_less_than_peak,be_current_price_close_above_rsi_peak,be_pre_signal_1,be_pre_signal_last_10,be_close_below_SMA65,bu_current_rsi_more_than_bottom,bu_current_price_close_below_rsi_bottom,bu_pre_signal_1,bu_pre_signal_last_13,bu_close_above_SMA65,SMA_65_trend_diff
1226,12/11:30,1h,SNOW,Buy,Down,170.61,171.35,-3.99,0.54,35.59,170.11,170.65,384365,712386.4,2.12,174.16,179.04,148.65,177.74,12,46.5,176.3,27.29,170.94,1,0,0,0,1,1,1,1,2,0,-0.4200000184955001
1227,12/12:30,1h,SNOW,Buy,Down,170.65,170.7,-4.08,0.5,34.4,170.0,170.1,299152,595890.8,2.02,173.52,178.98,148.93,177.33,11,46.5,176.3,27.29,170.94,1,0,0,0,1,1,1,1,2,0,-0.4087875828598726
1228,12/13:30,1h,SNOW,Buy,Down,170.04,170.64,-4.07,0.6,33.57,169.65,169.73,352660,583879.8,1.94,172.95,178.9,149.21,176.93,10,46.5,176.3,27.29,170.94,1,0,0,0,1,1,1,1,2,0,-0.4040906501538757
1229,12/14:30,1h,SNOW,Buy,Down,169.67,170.5,-3.74,0.69,34.37,169.66,169.9,399276,580670.9,1.86,172.4,178.82,149.48,176.5,9,46.5,176.3,27.29,170.94,1,0,0,0,1,1,1,1,2,0,-0.4295455470229683
1230,12/15:30,1h,SNOW,Buy,Down,169.94,170.84,-3.43,1.14,35.08,169.87,170.05,666274,583149.6,1.8,172.08,178.71,149.76,176.09,8,46.5,176.3,27.29,170.94,1,0,0,0,1,1,1,1,2,0,-0.4069694750236579
70,12/09:30,1h,TSLA,Sell,Up,424.84,426.92,7.93,2.2,79.64,416.79,425.35,32023065,14540276.4,6.25,405.23,380.92,332.74,394.1,14,79.64,426.92,65.95,400.4,0,0,0,2,0,1,0,0,0,1,1.6469698819246332
71,12/10:30,1h,TSLA,Sell,Up,425.35,429.27,7.14,0.97,77.15,423.2,424.03,14358417,14772312.1,6.24,407.35,382.39,333.58,395.76,13,79.64,426.92,65.95,400.4,1,0,0,2,0,1,0,0,0,1,1.6593942353219973
72,12/11:30,1h,TSLA,Sell,Up,424.15,425.38,5.88,0.62,70.97,418.3,420.61,9349583,15062278.0,6.3,409.05,383.76,334.43,397.25,12,79.64,426.92,65.95,400.4,1,0,0,2,0,1,0,0,0,1,1.4898478190104925
73,12/12:30,1h,TSLA,Sell,Up,420.58,423.85,6.14,0.41,72.86,420.25,423.36,5220578,12867656.3,6.11,410.93,385.24,335.28,398.88,11,79.64,426.92,65.95,400.4,1,0,0,2,0,1,0,0,0,1,1.6277271617541942
74,12/13:30,1h,TSLA,Sell,Up,423.31,423.75,4.39,0.61,63.99,416.6,417.91,7396682,12181570.8,6.18,412.68,386.62,336.11,400.34,10,79.64,426.92,65.95,400.4,1,0,0,2,0,0,0,0,0,1,1.4672731341738086
75,12/14:30,1h,TSLA,Sell,Up,417.88,420.54,3.47,0.69,60.55,415.0,415.55,8239143,11983520.2,6.13,413.96,387.94,336.93,401.6,9,79.64,426.92,60.55,415.0,1,0,0,2,0,0,0,0,0,1,1.2600855971826943
