Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits
AAPL,175.2899932861328,176.6199951171875,175.2823944091797,176.3800048828125,8923173,0.0,0.0
AAPL,176.3800048828125,176.75,175.94000244140625,176.61000061035156,5882339,0.0,0.0
AAPL,176.6199951171875,177.07899475097656,175.5800018310547,175.6999969482422,6590040,0.0,0.0
AAPL,175.67999267578125,175.67999267578125,174.9600067138672,175.1300048828125,5107772,0.0,0.0
AAPL,175.1199951171875,175.99000549316406,174.80999755859375,175.69000244140625,5389547,0.0,0.0
AAPL,175.68499755859375,175.78500366210938,174.6199951171875,174.74000549316406,6325268,0.0,0.0
AAPL,174.1999969482422,175.5500030517578,174.14999389648438,174.47000122070312,10347795,0.0,0.0
AAPL,174.4600067138672,176.5399932861328,174.3699951171875,176.27000427246094,6689826,0.0,0.0
AAPL,176.28799438476562,176.97000122070312,175.8800048828125,176.8800048828125,5521525,0.0,0.0
AAPL,176.88499450683594,176.91000366210938,176.0399932861328,176.1300048828125,4345407,0.0,0.0
AAPL,176.14999389648438,176.3675994873047,175.67999267578125,175.77499389648438,4024629,0.0,0.0
AAPL,175.7700958251953,176.12899780273438,174.97000122070312,175.61050415039062,5475304,0.0,0.0
AAPL,175.61000061035156,176.14999389648438,175.3699951171875,176.08999633789062,4708932,0.0,0.0
AAPL,174.82000732421875,175.1999969482422,172.47999572753906,173.10000610351562,15789905,0.0,0.0
AAPL,173.08999633789062,173.64999389648438,172.4149932861328,172.57000732421875,7904418,0.0,0.0
AAPL,172.5800018310547,173.19000244140625,172.52000427246094,173.00999450683594,5378958,0.0,0.0
AAPL,173.00999450683594,173.52999877929688,172.84500122070312,172.84500122070312,4194456,0.0,0.0
AAPL,172.85499572753906,173.0050048828125,172.22000122070312,172.30020141601562,5275716,0.0,0.0
AAPL,172.30499267578125,172.44000244140625,171.66000366210938,171.74000549316406,7371366,0.0,0.0
AAPL,171.74000549316406,172.3300018310547,171.72000122070312,171.89999389648438,8556952,0.0,0.0
AAPL,172.6199951171875,173.0399932861328,170.30999755859375,171.27000427246094,14619741,0.0,0.0
AAPL,171.25,171.47999572753906,170.27000427246094,170.97500610351562,6917499,0.0,0.0
AAPL,170.97999572753906,171.0800018310547,169.63999938964844,169.83999633789062,6897103,0.0,0.0
AAPL,169.85000610351562,170.1999969482422,169.2899932861328,169.3000030517578,6176660,0.0,0.0
AAPL,169.29989624023438,170.10000610351562,169.0500030517578,170.07000732421875,5755630,0.0,0.0
AAPL,170.06500244140625,170.9600067138672,170.02999877929688,170.16000366210938,8680644,0.0,0.0
AAPL,170.16000366210938,170.47999572753906,169.75999450683594,170.42999267578125,8671175,0.0,0.0
AAPL,169.33999633789062,170.00999450683594,167.6199951171875,169.1300048828125,15189658,0.0,0.0
AAPL,169.13999938964844,170.67999267578125,168.69000244140625,170.5,8618775,0.0,0.0
AAPL,170.5,172.02999877929688,170.47079467773438,171.88999938964844,7088514,0.0,0.0
AAPL,171.88999938964844,171.9149932861328,170.86000061035156,170.88999938964844,4825213,0.0,0.0
AAPL,170.8820037841797,171.1649932861328,170.42999267578125,171.1300048828125,4681956,0.0,0.0
AAPL,171.13499450683594,171.67999267578125,170.30999755859375,171.5800018310547,4835316,0.0,0.0
AAPL,171.5800018310547,171.63999938964844,170.44000244140625,170.69000244140625,5724842,0.0,0.0
AAPL,172.02000427246094,173.07000732421875,171.77000427246094,172.25,11049307,0.0,0.0
AAPL,172.27000427246094,172.77000427246094,172.02000427246094,172.05999755859375,5432567,0.0,0.0
AAPL,172.05999755859375,172.08999633789062,171.5301055908203,171.8350067138672,3810317,0.0,0.0
AAPL,171.83999633789062,171.92999267578125,170.72999572753906,171.22999572753906,3723090,0.0,0.0
AAPL,171.22999572753906,171.3000030517578,170.3800048828125,170.5399932861328,3930145,0.0,0.0
AAPL,170.5449981689453,171.7100067138672,170.34100341796875,171.28990173339844,5505006,0.0,0.0
AAPL,171.27999877929688,171.9199981689453,170.75999450683594,171.22000122070312,6445307,0.0,0.0
AAPL,171.22000122070312,174.0399932861328,170.92999267578125,173.3300018310547,12402556,0.0,0.0
AAPL,173.35000610351562,174.3000030517578,172.83999633789062,174.10459899902344,6937293,0.0,0.0
AAPL,174.1199951171875,174.2100067138672,172.82000732421875,173.35000610351562,5325939,0.0,0.0
AAPL,173.36000061035156,173.47000122070312,172.72999572753906,173.30999755859375,3752202,0.0,0.0
AAPL,173.30999755859375,173.7100067138672,172.77000427246094,172.78990173339844,4113658,0.0,0.0
AAPL,172.78199768066406,173.2100067138672,172.5330047607422,173.0,4726767,0.0,0.0
AAPL,173.0,173.77999877929688,172.75,173.75,6420476,0.0,0.0
AAPL,172.2550048828125,173.6300048828125,170.82000732421875,171.1717987060547,11761888,0.0,0.0
AAPL,171.17999267578125,171.98500061035156,171.07000732421875,171.6300048828125,6639286,0.0,0.0
AAPL,171.63999938964844,172.36500549316406,171.36000061035156,172.26400756835938,4492914,0.0,0.0
AAPL,172.27999877929688,172.80499267578125,171.96490478515625,172.00180053710938,4727540,0.0,0.0
AAPL,172.00999450683594,172.1300048828125,171.55099487304688,171.85000610351562,3774205,0.0,0.0
AAPL,171.85000610351562,172.39999389648438,171.7899932861328,171.86000061035156,4821504,0.0,0.0
AAPL,171.85499572753906,172.52000427246094,171.77999877929688,172.4600067138672,6252137,0.0,0.0
AAPL,171.08999633789062,172.74000549316406,170.97000122070312,172.38999938964844,13074765,0.0,0.0
AAPL,172.39500427246094,173.49000549316406,172.1300048828125,172.86000061035156,8356128,0.0,0.0
AAPL,172.86000061035156,173.2899932861328,172.5,173.1699981689453,4452327,0.0,0.0
AAPL,173.1699981689453,173.25999450683594,172.64500427246094,172.67999267578125,3158072,0.0,0.0
AAPL,172.67999267578125,172.9199981689453,172.35000610351562,172.74000549316406,3835275,0.0,0.0
AAPL,172.74000549316406,173.81500244140625,172.61000061035156,173.7698974609375,5119455,0.0,0.0
AAPL,173.77000427246094,174.2100067138672,173.3699951171875,173.63999938964844,7816168,0.0,0.0
AAPL,173.7899932861328,174.4080047607422,173.07000732421875,173.69000244140625,9578634,0.0,0.0
AAPL,173.69000244140625,173.75619506835938,172.67999267578125,173.60000610351562,6597067,0.0,0.0
AAPL,173.60499572753906,174.02999877929688,173.26499938964844,173.97000122070312,5261407,0.0,0.0
AAPL,173.96009826660156,174.16000366210938,173.6199951171875,174.158203125,4292030,0.0,0.0
AAPL,174.14999389648438,175.1999969482422,173.9600067138672,174.95989990234375,6318028,0.0,0.0
AAPL,174.9499969482422,175.4499969482422,174.8699951171875,175.1199951171875,4890794,0.0,0.0
AAPL,175.1199951171875,175.22000122070312,174.83999633789062,174.97999572753906,4853082,0.0,0.0
AAPL,173.8000030517578,175.05999755859375,173.17999267578125,174.80999755859375,11096512,0.0,0.0
AAPL,174.8000030517578,175.6699981689453,174.72999572753906,175.4499969482422,7955406,0.0,0.0
AAPL,175.4499969482422,177.0500030517578,175.42999267578125,176.67010498046875,7166594,0.0,0.0
AAPL,176.67999267578125,177.36000061035156,176.4499969482422,177.16000366210938,5056666,0.0,0.0
AAPL,177.1699981689453,177.5399932861328,177.10000610351562,177.5290985107422,4054867,0.0,0.0
AAPL,177.52999877929688,177.9550018310547,177.4199981689453,177.94000244140625,5634496,0.0,0.0
AAPL,177.93499755859375,177.99000549316406,177.39999389648438,177.49000549316406,7319309,0.0,0.0
AAPL,176.80999755859375,177.36000061035156,175.8000030517578,176.8699951171875,9359311,0.0,0.0
AAPL,176.8699951171875,177.125,176.19000244140625,177.0850067138672,4686689,0.0,0.0
AAPL,177.0749969482422,178.07000732421875,176.8699951171875,177.61000061035156,4765690,0.0,0.0
AAPL,177.60000610351562,177.97000122070312,177.43499755859375,177.9499969482422,2606059,0.0,0.0
AAPL,177.9600067138672,178.97000122070312,177.94000244140625,178.83999633789062,5257785,0.0,0.0
AAPL,178.84500122070312,179.0500030517578,178.4199981689453,178.89999389648438,5031854,0.0,0.0
AAPL,178.89999389648438,179.0500030517578,178.6649932861328,178.99000549316406,5217876,0.0,0.0
AAPL,178.10000610351562,179.30999755859375,178.10000610351562,179.1851043701172,9164127,0.0,0.0
AAPL,179.1909942626953,179.67999267578125,179.0399932861328,179.47999572753906,5374796,0.0,0.0
AAPL,179.48500061035156,179.72000122070312,179.33999633789062,179.610107421875,3098344,0.0,0.0
AAPL,179.6199951171875,179.69000244140625,178.13999938964844,178.4499969482422,4901581,0.0,0.0
AAPL,178.4600067138672,178.57589721679688,177.9499969482422,178.1699981689453,4369971,0.0,0.0
AAPL,178.19000244140625,178.90989685058594,177.9600067138672,178.7899932861328,4901034,0.0,0.0
AAPL,178.7899932861328,178.8000030517578,178.1199951171875,178.41000366210938,5623523,0.0,0.0
AAPL,178.1999969482422,178.9575958251953,177.60000610351562,178.27999877929688,9911043,0.0,0.0
AAPL,178.27999877929688,179.32000732421875,178.13099670410156,178.5883026123047,6752681,0.0,0.0
AAPL,178.58999633789062,178.9499969482422,178.36500549316406,178.57009887695312,3901012,0.0,0.0
AAPL,178.5800018310547,178.74200439453125,178.27000427246094,178.5906982421875,3560007,0.0,0.0
AAPL,178.58999633789062,179.3800048828125,178.36000061035156,178.9499969482422,3720449,0.0,0.0
AAPL,178.9499969482422,179.2899932861328,178.89999389648438,179.1699981689453,5572352,0.0,0.0
AAPL,179.1699981689453,179.85000610351562,179.13999938964844,179.75,5787619,0.0,0.0
AAPL,180.07000732421875,182.14990234375,179.83999633789062,181.72000122070312,13432759,0.0,0.0
AAPL,181.72999572753906,182.33999633789062,181.4600067138672,181.77000427246094,8055060,0.0,0.0
AAPL,181.76499938964844,182.2899932861328,181.50999450683594,182.27000427246094,5426017,0.0,0.0
AAPL,182.27999877929688,182.27999877929688,180.3300018310547,180.3549041748047,5641539,0.0,0.0
AAPL,180.33999633789062,180.6300048828125,179.0399932861328,179.63999938964844,6607337,0.0,0.0
AAPL,179.63499450683594,180.47999572753906,179.49000549316406,180.39999389648438,4772922,0.0,0.0
AAPL,180.39999389648438,180.81500244140625,180.38999938964844,180.72999572753906,5779607,0.0,0.0
AAPL,181.4199981689453,181.92999267578125,180.36000061035156,180.52999877929688,9761566,0.0,0.0
AAPL,180.52000427246094,180.76499938964844,178.9499969482422,179.19000244140625,6274151,0.0,0.0
AAPL,179.19000244140625,179.3625030517578,178.47000122070312,179.2550048828125,5900854,0.0,0.0
AAPL,179.25999450683594,179.47000122070312,178.22000122070312,178.25999450683594,4418100,0.0,0.0
AAPL,178.26100158691406,179.30999755859375,178.13999938964844,179.24000549316406,5205186,0.0,0.0
AAPL,179.2449951171875,179.74000549316406,178.85000610351562,178.93499755859375,5632908,0.0,0.0
AAPL,178.94000244140625,179.08999633789062,178.52000427246094,178.8699951171875,5735444,0.0,0.0
AAPL,176.75,178.54750061035156,176.50999450683594,178.44500732421875,13685450,0.0,0.0
AAPL,178.44400024414062,178.99000549316406,178.2949981689453,178.50900268554688,6155862,0.0,0.0
AAPL,178.52000427246094,178.69000244140625,177.625,177.82000732421875,4772017,0.0,0.0
AAPL,177.8300018310547,177.94000244140625,176.85000610351562,177.46499633789062,5480319,0.0,0.0
AAPL,177.47000122070312,178.35459899902344,177.4300994873047,178.1300048828125,4678814,0.0,0.0
AAPL,178.125,178.82000732421875,177.89999389648438,178.7899932861328,4680497,0.0,0.0
AAPL,178.7899932861328,179.0,178.39999389648438,178.6750030517578,6982113,0.0,0.0
AAPL,176.64500427246094,176.99000549316406,174.8000030517578,176.4499969482422,15753761,0.0,0.0
AAPL,176.4499969482422,177.25,176.32000732421875,177.08999633789062,7402615,0.0,0.0
AAPL,177.0800018310547,178.30999755859375,177.0800018310547,178.22500610351562,5269444,0.0,0.0
AAPL,178.22999572753906,178.4199981689453,177.66000366210938,177.6678009033203,4501217,0.0,0.0
AAPL,177.66099548339844,177.8300018310547,176.9499969482422,177.09890747070312,5642528,0.0,0.0
AAPL,177.08999633789062,177.33999633789062,176.36500549316406,176.77000427246094,6304509,0.0,0.0
AAPL,176.77999877929688,177.3000030517578,176.44500732421875,177.13999938964844,6288297,0.0,0.0
AAPL,175.5800018310547,177.5749969482422,175.4199981689453,176.6199951171875,11694290,0.0,0.0
AAPL,176.60499572753906,177.1199951171875,175.7550048828125,176.72999572753906,7097323,0.0,0.0
AAPL,176.72999572753906,177.52999877929688,176.63009643554688,176.82000732421875,5348489,0.0,0.0
AAPL,176.82000732421875,177.3699951171875,176.22500610351562,177.1199951171875,5355115,0.0,0.0
AAPL,177.1199951171875,177.1300048828125,176.22000122070312,176.69500732421875,4533374,0.0,0.0
AAPL,176.68499755859375,176.9149932861328,175.77999877929688,175.87989807128906,5250110,0.0,0.0
AAPL,175.8800048828125,176.08999633789062,175.11000061035156,175.781005859375,6442293,0.0,0.0
AAPL,176.0399932861328,177.3300018310547,175.84500122070312,176.2100067138672,11060282,0.0,0.0
AAPL,176.2100067138672,176.8699951171875,175.63499450683594,176.24989318847656,5651756,0.0,0.0
AAPL,176.25,177.5399932861328,176.10000610351562,176.67999267578125,7386700,0.0,0.0
AAPL,176.69000244140625,177.83999633789062,175.4600067138672,177.77999877929688,6868129,0.0,0.0
AAPL,177.8000030517578,177.8300018310547,176.50999450683594,176.58999633789062,5131914,0.0,0.0
AAPL,176.58999633789062,176.58999633789062,175.52000427246094,175.74000549316406,7026256,0.0,0.0
AAPL,175.72999572753906,176.05999755859375,175.19000244140625,175.4499969482422,4705299,0.0,0.0
AAPL,175.30999755859375,175.4199981689453,174.07000732421875,174.24000549316406,13576409,0.0,0.0
AAPL,174.24000549316406,174.25999450683594,172.63999938964844,172.86990356445312,9848621,0.0,0.0
AAPL,172.8800048828125,173.83999633789062,172.6699981689453,173.55999755859375,6364462,0.0,0.0
AAPL,173.57000732421875,174.72000122070312,173.55999755859375,174.17999267578125,6019902,0.0,0.0
AAPL,174.18499755859375,174.38999938964844,173.4600067138672,173.5800018310547,4406928,0.0,0.0
AAPL,173.55999755859375,173.86000061035156,173.125,173.3800048828125,5284310,0.0,0.0
AAPL,173.3699951171875,173.49000549316406,172.8000030517578,172.83999633789062,6774830,0.0,0.0
AAPL,171.58999633789062,171.91000366210938,169.92999267578125,171.58999633789062,15939825,0.0,0.0
AAPL,171.58999633789062,172.91029357910156,171.1699981689453,172.80999755859375,6828633,0.0,0.0
AAPL,172.80999755859375,172.98500061035156,172.27999877929688,172.83999633789062,5567383,0.0,0.0
AAPL,172.86000061035156,173.63999938964844,172.63999938964844,173.30999755859375,4597769,0.0,0.0
AAPL,173.30999755859375,174.00999450683594,173.13900756835938,173.3800048828125,4849773,0.0,0.0
AAPL,173.38999938964844,173.72500610351562,173.0850067138672,173.13299560546875,5131178,0.0,0.0
AAPL,173.14500427246094,173.25999450683594,172.75999450683594,172.9600067138672,5236992,0.0,0.0
AAPL,173.0500030517578,173.30999755859375,171.80999755859375,172.8300018310547,10973848,0.0,0.0
AAPL,172.8249053955078,172.88999938964844,172.1300048828125,172.30499267578125,5390228,0.0,0.0
AAPL,172.30999755859375,173.02000427246094,171.98280334472656,172.0800018310547,4403856,0.0,0.0
AAPL,172.10000610351562,172.1999969482422,171.4499969482422,172.19000244140625,3752948,0.0,0.0
AAPL,172.1999053955078,172.75999450683594,171.9199981689453,172.75999450683594,3410631,0.0,0.0
AAPL,172.75,173.6699981689453,172.67999267578125,173.5850067138672,5963929,0.0,0.0
AAPL,173.5850067138672,173.6649932861328,173.22999572753906,173.38999938964844,4601374,0.0,0.0
AAPL,171.8800048828125,172.24000549316406,170.8300018310547,172.1300048828125,11042020,0.0,0.0
AAPL,172.1300048828125,173.05999755859375,171.8800048828125,172.44500732421875,7738217,0.0,0.0
AAPL,172.44500732421875,172.60000610351562,171.5399932861328,171.76499938964844,4440866,0.0,0.0
AAPL,171.75999450683594,172.0500030517578,171.05999755859375,171.14500427246094,5032990,0.0,0.0
AAPL,171.13999938964844,171.6197967529297,170.77000427246094,171.4199981689453,5060830,0.0,0.0
AAPL,171.42999267578125,171.5399932861328,170.64999389648438,171.1750030517578,4546917,0.0,0.0
AAPL,171.17779541015625,171.42999267578125,170.86000061035156,171.08999633789062,6991582,0.0,0.0
AAPL,170.3699951171875,171.37750244140625,168.1300048828125,168.66000366210938,13990133,0.0,0.0
AAPL,168.64999389648438,168.9499969482422,166.83999633789062,166.94960021972656,10641541,0.0,0.0
AAPL,166.94500732421875,167.52999877929688,165.97000122070312,166.29739379882812,8539868,0.0,0.0
AAPL,166.2899932861328,166.6999969482422,165.72000122070312,165.9499969482422,5923516,0.0,0.0
AAPL,165.9499969482422,167.38290405273438,165.6699981689453,167.17999267578125,6261731,0.0,0.0
AAPL,167.1699981689453,167.94000244140625,166.89999389648438,167.31430053710938,6614410,0.0,0.0
AAPL,167.30999755859375,167.44000244140625,166.375,166.75999450683594,8082422,0.0,0.0
AAPL,166.91000366210938,168.77000427246094,166.19000244140625,168.16000366210938,13125053,0.0,0.0
AAPL,168.16000366210938,168.9600067138672,167.38999938964844,168.73500061035156,6386633,0.0,0.0
AAPL,168.75,168.81809997558594,167.52000427246094,167.75999450683594,3987468,0.0,0.0
AAPL,167.77000427246094,167.96310424804688,166.8300018310547,167.19000244140625,4730969,0.0,0.0
AAPL,167.17999267578125,167.97999572753906,166.92999267578125,167.69500732421875,6106335,0.0,0.0
AAPL,167.6999969482422,168.24000549316406,167.4499969482422,167.99000549316406,6000178,0.0,0.0
AAPL,167.99000549316406,168.33999633789062,167.49000549316406,168.28500366210938,6380136,0.0,0.0
AAPL,169.02000427246094,171.1699981689453,168.8699951171875,169.375,12638771,0.0,0.0
AAPL,169.37989807128906,170.1999969482422,169.2100067138672,169.6699981689453,6708135,0.0,0.0
AAPL,169.6699981689453,170.16000366210938,169.41000366210938,169.46609497070312,3707282,0.0,0.0
AAPL,169.46499633789062,170.0500030517578,169.0500030517578,169.91990661621094,4478492,0.0,0.0
AAPL,169.9199981689453,170.49000549316406,169.8800048828125,170.36000061035156,4232265,0.0,0.0
AAPL,170.35000610351562,170.82000732421875,169.84019470214844,169.85499572753906,6108040,0.0,0.0
AAPL,169.85000610351562,170.47999572753906,169.84500122070312,170.24000549316406,5989283,0.0,0.0
AAPL,169.35000610351562,169.5500030517578,167.89999389648438,169.1300048828125,9517172,0.0,0.0
AAPL,169.14999389648438,169.8699951171875,168.75,169.22999572753906,5158750,0.0,0.0
AAPL,169.22999572753906,169.7899932861328,168.84500122070312,169.5500030517578,4428156,0.0,0.0
AAPL,169.5500030517578,170.2949981689453,169.27000427246094,170.28199768066406,3888208,0.0,0.0
AAPL,170.2899932861328,170.75,169.9499969482422,169.9600067138672,4143238,0.0,0.0
AAPL,169.94000244140625,170.77000427246094,169.93099975585938,170.64500427246094,3494370,0.0,0.0
AAPL,170.63999938964844,170.89999389648438,170.3800048828125,170.7899932861328,4547702,0.0,0.0
AAPL,171.0,171.97000122070312,170.1199951171875,171.8300018310547,10298739,0.0,0.0
AAPL,171.8300018310547,172.0800018310547,171.0,171.42999267578125,6770956,0.0,0.0
AAPL,171.42999267578125,172.0,171.19500732421875,171.89999389648438,3513567,0.0,0.0
AAPL,171.91000366210938,172.3800048828125,171.6300048828125,172.16200256347656,3736963,0.0,0.0
AAPL,172.16000366210938,172.7100067138672,171.94000244140625,172.61000061035156,4819939,0.0,0.0
AAPL,172.625,174.1199951171875,172.10000610351562,173.91000366210938,10052004,0.0,0.0
AAPL,173.91000366210938,174.22999572753906,173.61000061035156,173.9199981689453,7382594,0.0,0.0
AAPL,175.52000427246094,177.08999633789062,175.4600067138672,176.8699951171875,12660603,0.0,0.0
AAPL,176.8800048828125,177.66000366210938,176.6199951171875,176.7740020751953,9566990,0.0,0.0
AAPL,176.77000427246094,177.10000610351562,176.41000366210938,176.97999572753906,6002941,0.0,0.0
AAPL,176.97999572753906,177.31500244140625,176.77999877929688,177.08799743652344,5823586,0.0,0.0
AAPL,177.0800018310547,177.61000061035156,177.0800018310547,177.30999755859375,5561287,0.0,0.0
AAPL,177.30209350585938,177.72000122070312,177.19000244140625,177.22999572753906,7714957,0.0,0.0
AAPL,177.23500061035156,177.77999877929688,177.1699981689453,177.77999877929688,9466400,0.0,0.0
AAPL,174.24000549316406,176.39999389648438,173.35000610351562,174.7100067138672,28550758,0.0,0.0
AAPL,174.6999969482422,175.94000244140625,174.66000366210938,174.8000030517578,9711814,0.0,0.0
AAPL,174.8000030517578,176.49000549316406,174.60000610351562,176.33999633789062,7570993,0.0,0.0
AAPL,176.35000610351562,176.4499969482422,175.7100067138672,175.7678985595703,5533801,0.0,0.0
AAPL,175.76170349121094,175.88999938964844,175.07000732421875,175.78990173339844,6023082,0.0,0.0
AAPL,175.77999877929688,176.46749877929688,175.67999267578125,176.04010009765625,6461456,0.0,0.0
AAPL,176.0399932861328,176.82000732421875,175.9499969482422,176.6300048828125,7080006,0.0,0.0
AAPL,176.3800048828125,178.86000061035156,176.2100067138672,178.25999450683594,19458592,0.0,0.0
AAPL,178.25999450683594,179.42999267578125,178.2100067138672,179.08999633789062,8179075,0.0,0.0
AAPL,179.08999633789062,179.38999938964844,178.7100067138672,178.889892578125,5026147,0.0,0.0
AAPL,178.88499450683594,179.05999755859375,178.00999450683594,178.3300018310547,4910582,0.0,0.0
AAPL,178.3249969482422,178.76499938964844,178.02000427246094,178.75990295410156,4555749,0.0,0.0
AAPL,178.75,179.32000732421875,178.67999267578125,179.10000610351562,5086313,0.0,0.0
AAPL,179.11000061035156,179.3300018310547,178.6999969482422,179.2899932861328,6666486,0.0,0.0
AAPL,179.17999267578125,180.82000732421875,179.00999450683594,180.7100067138672,16268674,0.0,0.0
AAPL,180.69500732421875,181.59500122070312,180.52999877929688,181.4550018310547,8190077,0.0,0.0
AAPL,181.4550018310547,181.63999938964844,180.52000427246094,181.1750030517578,7493420,0.0,0.0
AAPL,181.1750030517578,182.16000366210938,180.93499755859375,182.01499938964844,6208182,0.0,0.0
AAPL,182.01849365234375,182.44000244140625,181.92999267578125,182.3408966064453,5219872,0.0,0.0
AAPL,182.35000610351562,182.42999267578125,181.89999389648438,182.19830322265625,5513486,0.0,0.0
AAPL,182.19500732421875,182.33999633789062,181.5500030517578,181.8800048828125,8142789,0.0,0.0
