Date,Interval,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-12-13 00:00:00-05:00,1d,AAPL,40.909540334185785,41.408642428508394,40.68398419275857,41.01991653442383,127594400,0.0,0.0
2018-12-14 00:00:00-05:00,1d,AAPL,40.55200136986087,40.57119802289353,39.659377141471296,39.707366943359375,162814800,0.0,0.0
2018-12-17 00:00:00-05:00,1d,AAPL,39.70017594469999,40.39604101468614,39.047504267314025,39.33784866333008,177151600,0.0,0.0
2018-12-18 00:00:00-05:00,1d,AAPL,39.68338147197589,40.19927834848805,39.445826964268505,39.84894943237305,135366000,0.0,0.0
2018-12-19 00:00:00-05:00,1d,AAPL,39.83215379387518,40.18008452545971,38.17407952528855,38.605995178222656,196189200,0.0,0.0
2018-12-20 00:00:00-05:00,1d,AAPL,38.48841177026245,38.898732499923504,37.26465519217254,37.63178253173828,259092000,0.0,0.0
2018-12-21 00:00:00-05:00,1d,AAPL,37.63898306304967,37.95092232517279,35.90412595686651,36.16807174682617,382978400,0.0,0.0
2018-12-24 00:00:00-05:00,1d,AAPL,35.548997374226225,36.364838896417666,35.17467168135446,35.232261657714844,148676800,0.0,0.0
2018-12-26 00:00:00-05:00,1d,AAPL,35.584984470118734,37.72776022296242,35.20585878256755,37.71336364746094,234330000,0.0,0.0
2018-12-27 00:00:00-05:00,1d,AAPL,37.394227919660004,37.61738583476295,36.009703475733794,37.46861267089844,212468400,0.0,0.0
2018-12-28 00:00:00-05:00,1d,AAPL,37.79255301875074,38.03730581587031,37.08469323416918,37.48781204223633,169165600,0.0,0.0
2018-12-31 00:00:00-05:00,1d,AAPL,38.03970830451762,38.23886952188122,37.5478044458618,37.85014724731445,140014000,0.0,0.0
2019-01-02 00:00:00-05:00,1d,AAPL,37.16627697999909,38.116491370535655,37.007907304678334,37.893333435058594,148158800,0.0,0.0
2019-01-03 00:00:00-05:00,1d,AAPL,34.548395025962506,34.96591411826012,34.07328961844336,34.11888122558594,365248800,0.0,0.0
2019-01-04 00:00:00-05:00,1d,AAPL,34.680359781229896,35.644970558705374,34.505195353888595,35.575382232666016,234428400,0.0,0.0
2019-01-07 00:00:00-05:00,1d,AAPL,35.680972831737456,35.71216786056614,35.00910440625707,35.49620819091797,219111200,0.0,0.0
2019-01-08 00:00:00-05:00,1d,AAPL,35.887322543809816,36.42961794856448,35.63777336547272,36.17286682128906,164101200,0.0,0.0
2019-01-09 00:00:00-05:00,1d,AAPL,36.30244204712171,37.07989010626394,35.904123351340836,36.787147521972656,180396400,0.0,0.0
2019-01-10 00:00:00-05:00,1d,AAPL,36.59278489463251,36.945515638658975,36.19926263304081,36.90472412109375,143122800,0.0,0.0
2019-01-11 00:00:00-05:00,1d,AAPL,36.68397525624959,36.880734594801424,36.35523751993375,36.54240036010742,108092800,0.0,0.0
2019-01-14 00:00:00-05:00,1d,AAPL,36.1968659207318,36.29764561442193,35.8057418517489,35.99290466308594,129756800,0.0,0.0
2019-01-15 00:00:00-05:00,1d,AAPL,36.05769257247571,36.80634381067754,36.00490268656275,36.72956085205078,114843600,0.0,0.0
2019-01-16 00:00:00-05:00,1d,AAPL,36.73196007497554,37.40382837309907,36.71276341944199,37.17827224731445,122278800,0.0,0.0
2019-01-17 00:00:00-05:00,1d,AAPL,37.000713956857034,37.830952097209114,36.77515778213873,37.3990364074707,119284800,0.0,0.0
2019-01-18 00:00:00-05:00,1d,AAPL,37.79255299222874,37.88373619648904,37.42782383657544,37.62938690185547,135004000,0.0,0.0
2019-01-22 00:00:00-05:00,1d,AAPL,37.53100887327346,37.60779184601069,36.621585939964596,36.78475570678711,121576000,0.0,0.0
2019-01-23 00:00:00-05:00,1d,AAPL,36.98870936974038,37.22626387451501,36.400825953175755,36.93352127075195,92522400,0.0,0.0
2019-01-24 00:00:00-05:00,1d,AAPL,36.979107933214564,37.06788925382355,36.41042124907616,36.64077377319336,101766000,0.0,0.0
2019-01-25 00:00:00-05:00,1d,AAPL,37.307854136051326,37.943731147505545,37.029511716834755,37.85494613647461,134142000,0.0,0.0
2019-01-28 00:00:00-05:00,1d,AAPL,37.382229932664366,37.511806442464945,36.87113316579313,37.504608154296875,104768400,0.0,0.0
2019-01-29 00:00:00-05:00,1d,AAPL,37.49261038010052,37.943722639837965,36.97911173479017,37.115882873535156,166348800,0.0,0.0
2019-01-30 00:00:00-05:00,1d,AAPL,39.1722781344369,39.86813949738487,38.44761995784868,39.652183532714844,244439200,0.0,0.0
2019-01-31 00:00:00-05:00,1d,AAPL,39.85854404966909,40.55200722197999,39.486616623935525,39.93772888183594,162958400,0.0,0.0
2019-02-01 00:00:00-05:00,1d,AAPL,40.06250803657165,40.5472098983337,39.815353364678764,39.95692825317383,130672400,0.0,0.0
2019-02-04 00:00:00-05:00,1d,AAPL,40.170482382630375,41.190281357551605,40.13928735998874,41.09189987182617,125982000,0.0,0.0
2019-02-05 00:00:00-05:00,1d,AAPL,41.47822814394305,42.010923485763165,41.35585357242849,41.79496383666992,144406400,0.0,0.0
2019-02-06 00:00:00-05:00,1d,AAPL,41.90775362492557,42.12851341541241,41.475841528780194,41.80937576293945,112958400,0.0,0.0
2019-02-07 00:00:00-05:00,1d,AAPL,41.36784599825839,41.73737522434747,40.87354399838788,41.01751708984375,126966800,0.0,0.0
2019-02-08 00:00:00-05:00,1d,AAPL,40.72352202197152,41.125961249138996,40.586160609663345,41.06571578979492,95280000,0.1825,0.0
2019-02-11 00:00:00-05:00,1d,AAPL,41.219948632140515,41.25850661293814,40.78618054089586,40.82955551147461,83973600,0.0,0.0
2019-02-12 00:00:00-05:00,1d,AAPL,40.991011011307435,41.20789318883334,40.89461607244741,41.1813850402832,89134000,0.0,0.0
2019-02-13 00:00:00-05:00,1d,AAPL,41.301874044383425,41.56454334607383,40.94763047428725,41.010284423828125,89960800,0.0,0.0
2019-02-14 00:00:00-05:00,1d,AAPL,40.8970329569084,41.2705518971246,40.8175085020939,41.15970230102539,87342800,0.0,0.0
