Report Date,Symbol,Name,Last,Change,% Change,Options Tot Vol,Options OI,Options IV 1y,Options % Change 1m,Call Vol,Put Vol,Put/Call
24-07-17,HUBG,HubGroupInc,46.34,-0.52,-1.11%,3436,4270,44.07%,+1400.44%,3425,11,0.0032
24-07-17,MRCY,MercurySysIn,33.43,-0.35,-1.04%,1640,4372,55.24%,+1123.88%,1640,0,0.0000
24-07-17,WTI,W&TOffshore,2.54,+0.04,1.60%,6184,43625,72.89%,+986.82%,5933,251,0.0423
24-07-17,GXO,GxoLogistics,55.71,-0.10,-0.19%,20407,22684,50.91%,+981.45%,20314,93,0.0046
24-07-17,GIII,G-IIIApparel,26.77,-0.13,-0.46%,2332,4419,27.14%,+979.63%,27,2305,85.3704
24-07-17,AUR,AuroraInnovat,4.34,-0.59,-11.87%,44275,58117,69.48%,+922.99%,23116,21159,0.9153
24-07-17,GFS,Globalfoundrie,58.78,+4.37,8.02%,10550,35580,62.88%,+720.37%,6621,3929,0.5934
24-07-17,J,JacobsEnginee,151.34,+0.60,0.40%,4974,11633,87.92%,+657.08%,4955,19,0.0038
24-07-17,CMPO,ComposecureIn,7.67,-0.19,-2.42%,2670,19584,31.87%,+654.24%,4,2666,666.5000
24-07-17,SSTK,ShutterstockI,41.14,-1.59,-3.72%,2580,18035,64.96%,+620.67%,47,2533,53.8936
24-07-17,TK,TeekayShippin,8.43,-0.10,-1.12%,2012,15573,19.70%,+579.73%,2012,0,0.0000
24-07-17,ALC,AlconInc,90.34,+0.08,0.09%,2136,10035,26.09%,+573.82%,380,1756,4.6211
24-07-17,RWT,RedwoodTrust,7.6,+0.10,1.33%,4283,20273,5.93%,+570.27%,4278,5,0.0012
24-07-17,IMAX,ImaxCorp,17.23,-0.07,-0.42%,5226,23621,61.96%,+526.62%,5226,0,0.0000
24-07-17,FIVE,FiveBelowInc,80.22,-21.85,-21.41%,24677,56910,88.85%,+416.69%,8182,16495,2.0160
24-07-17,OMC,OmnicomGroup,92.11,-3.24,-3.40%,2560,12226,26.33%,+387.62%,1304,1256,0.9632
24-07-17,ALIT,AlightIncCl,7.09,-0.01,-0.07%,9836,74277,67.67%,+355.16%,5800,4036,0.6959
24-07-17,HNST,TheHonestCom,3.98,+0.44,12.45%,4459,14619,20.57%,+351.32%,4276,183,0.0428
24-07-17,ELV,ElevanceHealt,520.29,-32.85,-5.94%,5253,30815,31.24%,+334.85%,2803,2450,0.8741
24-07-17,TGNA,TegnaInc,16.19,+0.17,1.06%,1629,38927,16.19%,+325.33%,1626,3,0.0018
24-07-17,SAGE,SageTherapeut,12.11,-0.05,-0.41%,10390,35130,62.59%,+322.87%,10339,51,0.0049
24-07-17,ALTO,AltoIngredien,1.69,+0.00,0.00%,1990,43679,11.70%,+318.95%,1990,0,0.0000
24-07-17,BC,BrunswickCorp,82.26,-0.09,-0.11%,1747,6918,100.00%,+316.95%,230,1517,6.5957
24-07-17,WM,WasteManageme,223.65,+2.76,1.25%,15700,33866,81.81%,+298.68%,15466,234,0.0151
24-07-17,AEHR,AehrTestSyst,21.16,+4.32,25.65%,19252,56370,25.36%,+297.85%,16795,2457,0.1463
24-07-17,BE,BloomEnergyC,15.93,+0.85,5.64%,28425,223279,71.86%,+292.45%,21822,6603,0.3026
24-07-17,CHK,ChesapeakeEne,83,+0.17,0.21%,9056,94108,46.89%,+289.34%,18,9038,502.1111
24-07-17,IBKR,InteractiveBr,121.27,-2.39,-1.93%,8444,42332,41.67%,+286.98%,5133,3311,0.6450
24-07-17,SCHW,TheCharlesSc,63.48,-3.95,-5.86%,130600,613506,14.80%,+284.22%,74823,55777,0.7455
24-07-17,NBR,NaborsIndustr,88.93,+3.49,4.08%,5017,16258,53.25%,+280.65%,1459,3558,2.4387
24-07-17,GPCR,StructureTher,38.31,-6.35,-14.22%,3089,28376,13.70%,+280.42%,1604,1485,0.9258
24-07-17,CRDO,CredoTechnolo,31.07,-2.76,-8.16%,7842,40282,38.01%,+225.12%,869,6973,8.0242
24-07-17,HLF,HerbalifeLtd,11.32,-0.03,-0.26%,19760,180393,63.18%,+224.04%,1552,18208,11.7320
24-07-17,LQDA,LiquidiaCorp,11.39,-1.44,-11.26%,9787,69288,59.98%,+218.90%,3761,6026,1.6022
24-07-17,NTRS,NorthernTrust,86.05,-4.71,-5.19%,3407,22084,24.73%,+214.88%,1630,1777,1.0902
24-07-17,ANNX,AnnexonInc,5.78,-0.40,-6.47%,2250,56047,11.46%,+211.63%,2135,115,0.0539
24-07-17,BSX,BostonScienti,77.39,-0.75,-0.96%,21452,230086,61.69%,+208.84%,5652,15800,2.7955
24-07-17,HXL,HexcelCorp,68.74,-0.29,-0.43%,1642,13635,72.60%,+204.07%,1571,71,0.0452
24-07-17,JBHT,JBHuntTrans,163.1,-12.90,-7.33%,6877,26117,38.05%,+201.76%,2696,4181,1.5508
24-07-17,CNC,CenteneCorp,67.66,-1.45,-2.10%,12610,76527,69.94%,+179.60%,3116,9494,3.0469
24-07-17,ALTR,AltairEnginee,94.61,-3.06,-3.14%,1869,12331,82.16%,+173.25%,1867,2,0.0011
24-07-17,FUBO,FubotvInc,1.5199,+0.09,6.29%,26683,337099,47.10%,+172.72%,25346,1337,0.0527
24-07-17,EXPI,ExpRealtyInt,14.22,+0.17,1.21%,1956,28826,37.34%,+167.95%,1756,200,0.1139
24-07-17,UPWK,UpworkInc,11.91,-0.06,-0.50%,2823,60684,38.10%,+166.82%,2819,4,0.0014
24-07-17,DOV,DoverCorp,191.38,-0.11,-0.06%,1866,15451,61.14%,+166.57%,1838,28,0.0152
24-07-17,JNJ,Johnson&John,155.44,+4.43,2.93%,87304,384223,41.61%,+163.23%,71286,16018,0.2247
24-07-17,CDNS,CadenceDesign,293.99,-17.74,-5.69%,5475,43790,76.68%,+155.01%,4456,1019,0.2287
24-07-17,ASML,AsmlHoldings,952.31,-115.88,-10.85%,27946,106778,68.33%,+153.92%,13373,14573,1.0897
24-07-17,NFE,NewFortressE,24.03,+1.77,7.97%,13237,151185,100.00%,+153.78%,11931,1306,0.1095
24-07-17,NOK,NokiaCorpADR,3.9,+0.02,0.64%,19079,312579,40.35%,+153.68%,17947,1132,0.0631
24-07-17,GEV,GEVernovaInc,172.32,-10.43,-5.70%,9505,49275,100.00%,+151.59%,2515,6990,2.7793
24-07-17,HUN,HuntsmanCorp,23.69,+0.02,0.08%,8287,66751,66.92%,+150.67%,8265,22,0.0027
24-07-17,MTCH,MatchGroupIn,35.19,+0.78,2.27%,24836,236131,74.07%,+144.83%,19318,5518,0.2856
24-07-17,LBTYA,LibertyGlobal,18.99,-0.04,-0.21%,1884,87231,46.30%,+144.04%,1884,0,0.0000
24-07-17,SAVE,SpiritAirline,2.86,-0.31,-9.65%,36080,671194,31.15%,+140.37%,6731,29349,4.3603
24-07-17,UL,UnileverPlcA,57.92,+0.58,1.01%,2332,55082,77.13%,+137.47%,1399,933,0.6669
24-07-17,VFC,V.F.Corp,15.56,+1.34,9.46%,31046,462944,82.51%,+132.33%,21035,10011,0.4759
24-07-17,LAZR,LuminarTechno,1.87,-0.29,-13.26%,12997,304163,34.71%,+131.92%,7413,5584,0.7533
24-07-17,PLD,PrologisInc,128.45,+6.96,5.73%,8107,72948,18.48%,+127.66%,4117,3990,0.9692
24-07-17,LMND,LemonadeInc,22.7,+0.16,0.69%,18420,139913,61.93%,+121.82%,9320,9100,0.9764
24-07-17,ZETA,ZetaGlobalHo,19.95,-0.22,-1.09%,2214,16267,37.51%,+119.86%,1243,971,0.7812
24-07-17,MCHP,MicrochipTech,95.68,+0.87,0.92%,8148,150270,50.03%,+115.78%,7907,241,0.0305
24-07-17,FMC,FMCCorp,61.41,+2.17,3.66%,1909,48263,75.45%,+114.01%,1579,330,0.2090
24-07-17,GTLB,GitlabIncCl,55.03,+4.38,8.64%,20040,111404,15.66%,+113.60%,16320,3720,0.2279
24-07-17,CTSH,CognizantTech,74.75,+0.96,1.30%,7327,95886,61.28%,+112.69%,7229,98,0.0136
