Report Date,Symbol,Name,Last,Change,% Change,Options Tot Vol,Options OI,Options IV 1y,Options % Change 1m,Call Vol,Put Vol,Put/Call
24-07-29,ATEN,A10NetworksI,14.14,-0.11,-0.77%,2042,2099,69.45%,+1401.47%,2042,0,0.0000
24-07-29,QTWO,Q2HoldingsIn,67.58,-1.42,-2.06%,2403,2311,65.45%,+1257.63%,1225,1178,0.9616
24-07-29,BN,BrookfieldCor,47.18,-0.08,-0.17%,10122,7029,50.34%,+1162.09%,10071,51,0.0051
24-07-29,ESI,ElementSoluti,26.91,-0.02,-0.07%,5101,9988,53.68%,+1120.33%,3937,1164,0.2957
24-07-29,FNF,FidelityNatio,54.4,-0.05,-0.09%,3061,5630,45.63%,+769.60%,368,2693,7.3179
24-07-29,ARLP,AllianceResou,24.26,-1.53,-5.93%,6415,27125,39.45%,+726.68%,5251,1164,0.2217
24-07-29,BBD,BancoBradesco,2.23,+0.01,0.45%,5958,134593,34.08%,+712.82%,52,5906,113.5769
24-07-29,AUPH,AuriniaPharm,5.61,-0.07,-1.32%,12049,37612,17.51%,+697.95%,7009,5040,0.7191
24-07-29,OTEX,OpenTextCorp,31.04,-0.46,-1.46%,2306,10852,74.54%,+681.69%,164,2142,13.0610
24-07-29,OWL,BlueOwlCapit,19.27,-0.47,-2.38%,26999,58769,33.26%,+670.30%,25866,1133,0.0438
24-07-29,INFA,InformaticaIn,24.25,-0.02,-0.06%,3247,3250,60.19%,+602.81%,3192,55,0.0172
24-07-29,PRCT,ProceptBiorob,61.77,-0.10,-0.16%,5350,9990,100.00%,+599.35%,260,5090,19.5769
24-07-29,RRX,RegalRexnord,155.21,-0.28,-0.18%,2201,4143,90.09%,+579.32%,1,2200,2200.0000
24-07-29,WCC,WescoInternat,172.11,+1.61,0.94%,4715,41044,91.06%,+578.42%,4259,456,0.1071
24-07-29,FFIV,F5Inc,178.47,+1.13,0.64%,2226,5317,85.79%,+570.48%,1569,657,0.4187
24-07-29,NGD,NewGoldInc,2.06,+0.04,1.98%,10212,62685,22.02%,+561.40%,185,10027,54.2000
24-07-29,AMRN,AmarinCorpAD,0.7868,-0.01,-1.19%,3238,44319,32.42%,+516.76%,3118,120,0.0385
24-07-29,ALXO,AlxOncologyH,5.78,-0.27,-4.46%,4490,13098,86.41%,+509.23%,84,4406,52.4524
24-07-29,ECL,EcolabInc,247.8,+2.56,1.04%,2354,8439,65.91%,+498.98%,1849,505,0.2731
24-07-29,HWM,HowmetAerospa,82.61,-0.07,-0.09%,7171,17446,90.52%,+487.79%,2439,4732,1.9401
24-07-29,TAL,TalEducation,10.8,+0.06,0.56%,14435,90194,37.13%,+474.64%,10979,3456,0.3148
24-07-29,PHG,KoninklijkePh,29.19,+3.43,13.32%,2896,23853,28.37%,+447.45%,2253,643,0.2854
