Report Date,Symbol,Name,Last,Change,% Change,Options Tot Vol,Options OI,Options IV 1y,Options % Change 1m,Call Vol,Put Vol,Put/Call
24-07-24,FTAI,FtaiAviation,108.61,+0.77,0.71%,4500,47858,82.02%,-7.64%,3887,613,0.1577
24-07-24,SYY,SyscoCorp,70.7,-2.48,-3.39%,935,46242,60.07%,-11.46%,25,910,36.4000
24-07-24,V,VisaInc,255.74,-9.05,-3.42%,31269,307303,49.70%,-12.49%,18686,12583,0.6734
24-07-24,KTOS,KratosDefns,22.32,-0.22,-0.98%,918,22983,37.18%,-13.40%,914,4,0.0044
24-07-24,EW,EdwardsLifesc,86.88,-0.17,-0.20%,1480,72006,56.91%,-13.60%,397,1083,2.7280
24-07-24,PINS,PinterestInc,39.24,-1.58,-3.87%,13819,378654,72.64%,-14.26%,7442,6377,0.8569
24-07-24,RF,RegionsFinanc,22.24,-0.15,-0.69%,3042,86289,22.58%,-14.50%,2997,45,0.0150
24-07-24,SAGE,SageTherapeut,10.81,-2.27,-17.35%,1417,20520,34.00%,-14.54%,619,798,1.2892
24-07-24,BBWI,Bath&BodyWo,35.02,-2.01,-5.43%,3294,74675,36.75%,-14.86%,505,2789,5.5228
24-07-24,TUP,TupperwareCor,1.27,-0.02,-1.55%,5023,103671,3.75%,-17.60%,190,4833,25.4368
24-07-24,LSXMK,LibertySirius,22.66,-0.17,-0.74%,3016,83068,73.59%,-17.62%,3016,0,0.0000
24-07-24,ALAB,AsteraLabsIn,48.81,-3.80,-7.22%,2819,51319,45.15%,-18.97%,312,2507,8.0353
24-07-24,ALTM,ArcadiumLithi,3.31,-0.14,-4.20%,1115,60317,19.68%,-19.78%,1091,24,0.0220
24-07-24,VFC,V.F.Corp,15.97,-0.31,-1.87%,11605,492738,62.50%,-20.15%,3470,8135,2.3444
24-07-24,CRS,CarpenterTech,124.67,-0.21,-0.17%,511,18331,97.80%,-20.53%,185,326,1.7622
24-07-24,HSBC,HSBCHoldings,43.11,-0.12,-0.28%,931,68113,53.12%,-21.57%,571,360,0.6305
24-07-24,THC,TenetHealthca,147.71,+9.04,6.52%,1527,63917,16.51%,-22.72%,1256,271,0.2158
24-07-24,RY,RoyalBankof,109.85,-0.66,-0.60%,823,19686,24.54%,-23.73%,8,815,101.8750
24-07-24,SPGI,S&PGlobalInc,486.51,-9.05,-1.83%,1048,31466,60.05%,-24.33%,52,996,19.1538
24-07-24,TTD,TradeDeskInc,93.46,-7.44,-7.37%,17392,266543,75.79%,-24.74%,10217,7175,0.7023
24-07-24,SPWR,SunpowerCorp,0.9899,+0.05,5.35%,24324,316145,76.42%,-24.83%,18038,6286,0.3485
24-07-24,BYON,BeyondInc,13.26,+0.06,0.45%,7410,113064,87.94%,-25.35%,6931,479,0.0691
24-07-24,HBI,HanesbrandsIn,5.39,+0.03,0.56%,1199,127871,6.44%,-25.39%,68,1131,16.6324
24-07-24,LOGI,LogitechIntS,90.2,+0.80,0.89%,607,35396,19.09%,-26.51%,47,560,11.9149
24-07-24,TRIP,TripadvisorIn,17.88,-0.32,-1.76%,1415,161207,78.29%,-27.70%,345,1070,3.1014
24-07-24,PNR,PentairLtd,85.87,-1.32,-1.51%,1038,21509,26.37%,-28.07%,359,679,1.8914
24-07-24,KMB,Kimberly-Clark,136.94,+1.06,0.78%,1581,50982,25.18%,-31.47%,481,1100,2.2869
24-07-24,MAT,MattelInc,18.41,+1.17,6.76%,1500,40551,43.96%,-32.55%,1076,424,0.3941
24-07-24,UPS,UnitedParcel,125.01,-2.67,-2.09%,22480,406182,58.06%,-34.38%,14868,7612,0.5120
24-07-24,TIGR,UpFintechHol,4.2,-0.07,-1.53%,581,67094,6.09%,-35.37%,569,12,0.0211
24-07-24,CRWD,CrowdstrikeHo,265.48,-3.40,-1.26%,75289,636111,55.81%,-35.75%,40056,35233,0.8796
24-07-24,GE,GEAerospace,168.14,-3.86,-2.24%,13844,394364,45.79%,-37.79%,10353,3491,0.3372
24-07-24,PAA,PlainsAllAme,18.6,-0.38,-2.00%,1896,211012,53.74%,-38.64%,1853,43,0.0232
24-07-24,EXPE,ExpediaGroup,128.18,-4.49,-3.38%,3072,102410,89.68%,-39.08%,760,2312,3.0421
24-07-24,ZION,ZionsBancorp,51.61,-0.92,-1.75%,2216,86261,18.87%,-39.57%,151,2065,13.6755
24-07-24,QSR,RestaurantBra,69.53,-1.68,-2.36%,731,34144,97.49%,-39.74%,98,633,6.4592
24-07-24,VLY,ValleyNationa,8,-0.17,-2.08%,1533,207207,27.44%,-39.76%,223,1310,5.8744
24-07-24,MAR,MarriotIntCl,236.09,-6.22,-2.57%,995,54594,54.73%,-40.38%,144,851,5.9097
24-07-24,FSLY,FastlyInc,7.91,-0.07,-0.94%,3589,138931,100.00%,-40.85%,1639,1950,1.1897
24-07-24,DG,DollarGeneral,117.79,-2.61,-2.17%,4814,150153,37.55%,-40.90%,3132,1682,0.5370
24-07-24,SMAR,SmartsheetInc,48.03,-0.42,-0.88%,630,31827,27.07%,-41.29%,616,14,0.0227
24-07-24,SWN,SouthwesternE,6.46,-0.13,-1.97%,659,117705,0.00%,-41.42%,653,6,0.0092
24-07-24,CYH,CommunityHeal,4.24,+0.18,4.57%,807,68971,53.05%,-42.27%,778,29,0.0373
24-07-24,GILD,GileadScience,72.15,+0.98,1.38%,8460,255803,82.46%,-42.49%,8101,359,0.0443
24-07-24,WDC,WesternDigita,74.22,+1.26,1.73%,10915,375236,95.83%,-42.99%,10013,902,0.0901
24-07-24,CME,CMEGroupInc,198.47,+1.03,0.52%,1102,41437,41.57%,-43.31%,405,697,1.7210
24-07-24,BJ,BWholesale,89.36,-1.78,-1.96%,652,30609,32.89%,-44.37%,628,24,0.0382
24-07-24,SONY,SonyGroupCor,90.01,-1.66,-1.81%,1328,43761,66.88%,-44.57%,219,1109,5.0639
24-07-24,ACB,AuroraCannabi,5.92,-0.21,-3.43%,3437,245412,4.36%,-44.62%,3157,280,0.0887
24-07-24,FLEX,FlextronicsIn,32.77,+3.05,10.26%,796,46723,58.06%,-44.95%,482,314,0.6515
24-07-24,PLCE,ChildrePla,7.39,-0.25,-3.27%,1053,33819,50.05%,-46.00%,978,75,0.0767
24-07-24,NEM,NewmontMining,47.63,+0.56,1.19%,16783,860767,64.73%,-46.17%,13876,2907,0.2095
24-07-24,TSLA,TeslaInc,218.27,-28.11,-11.41%,1447859,7523833,41.86%,-46.24%,751743,696116,0.9260
24-07-24,EQT,EqtCorp,35.37,+0.32,0.90%,2798,240516,32.41%,-46.40%,2047,751,0.3669
24-07-24,AMC,AMCEntertainm,4.8,-0.28,-5.51%,94226,1538615,6.20%,-46.52%,69053,25173,0.3645
24-07-24,F,FordMotorCom,13.7,-0.13,-0.94%,77649,2583968,94.76%,-47.20%,42442,35207,0.8295
24-07-24,DBX,DropboxInc,23.49,-0.17,-0.72%,969,88074,100.00%,-49.00%,281,688,2.4484
24-07-24,HL,HeclaMiningC,6.07,+0.13,2.10%,4161,242822,12.02%,-49.32%,4069,92,0.0226
24-07-24,WEN,WendysCompany,16.66,-0.09,-0.54%,757,47170,100.00%,-49.80%,503,254,0.5050
24-07-24,DRI,DardenRestaur,139.09,-1.11,-0.79%,562,29590,38.14%,-49.87%,79,483,6.1139
24-07-24,JBLU,JetblueAirway,5.83,-0.09,-1.52%,2846,323303,0.00%,-50.05%,2654,192,0.0723
24-07-24,IP,International,46.71,+0.79,1.71%,4561,204838,31.82%,-50.56%,3840,721,0.1878
24-07-24,JOBY,JobyAviation,6.55,-0.13,-1.95%,4279,184387,49.71%,-50.77%,2360,1919,0.8131
24-07-24,EBAY,EbayInc,53.51,+0.27,0.52%,3573,126292,79.27%,-51.03%,2922,651,0.2228
24-07-24,FCX,Freeport-Mcmor,45,-0.27,-0.60%,20697,977525,40.10%,-52.01%,15451,5246,0.3395
24-07-24,BROS,DutchBrosInc,37.1,-1.91,-4.90%,2024,52879,82.70%,-52.62%,1901,123,0.0647
24-07-24,SYM,SymboticInc,38.11,-1.64,-4.13%,1262,57224,48.09%,-52.72%,1223,39,0.0319
24-07-24,HNST,TheHonestCom,3.74,-0.08,-1.96%,535,17461,12.72%,-53.23%,535,0,0.0000
24-07-24,CGC,CanopyGrowth,7.7,-0.50,-6.10%,10532,511958,7.73%,-54.52%,8680,1852,0.2134
24-07-24,IBM,International,183.39,-0.71,-0.39%,9281,312302,85.27%,-54.87%,5364,3917,0.7302
24-07-24,GEV,GEVernovaInc,168.08,-2.41,-1.41%,2069,41559,50.40%,-54.92%,1831,238,0.1300
24-07-24,SNAP,SnapInc,13.89,-0.44,-3.11%,30374,1291862,67.56%,-55.23%,14976,15398,1.0282
24-07-24,USB,U.S.Bancorp,45.13,-0.42,-0.92%,5690,237365,54.05%,-55.57%,4690,1000,0.2132
24-07-24,BMY,Bristol-Myers,43.74,+0.76,1.77%,16538,808891,94.13%,-55.62%,13522,3016,0.2230
24-07-24,GM,GeneralMotors,45.44,-0.94,-2.02%,24618,1351109,32.20%,-55.93%,19758,4860,0.2460
24-07-24,COF,CapitalOneFi,145.99,+0.49,0.34%,2931,100970,18.47%,-56.80%,1037,1894,1.8264
24-07-24,IGT,International,20.26,-0.38,-1.84%,523,28858,59.34%,-57.06%,407,116,0.2850
24-07-24,AVTR,AvantorInc,22.28,+1.11,5.24%,1675,87176,48.83%,-57.08%,79,1596,20.2025
24-07-24,BX,BlackstoneInc,140.95,-2.67,-1.86%,8991,375067,4.64%,-57.65%,2504,6487,2.5907
24-07-24,S,SentineloneIn,24,-0.43,-1.78%,4879,233366,23.58%,-57.79%,3903,976,0.2501
24-07-24,TMO,ThermoFisher,563.37,+11.13,2.02%,1375,53768,41.86%,-58.17%,583,792,1.3585
24-07-24,STLA,StellantisN.V,19.81,-0.29,-1.44%,1459,206475,57.92%,-58.39%,876,583,0.6655
24-07-24,TLRY,TilrayBrands,1.825,-0.07,-3.44%,13086,744972,14.28%,-58.41%,12876,210,0.0163
24-07-24,ABR,ArborRealtyT,13.12,-0.17,-1.28%,11810,504227,41.12%,-58.95%,10944,866,0.0791
24-07-24,MP,MPMaterialsC,14.1,+0.00,0.00%,1154,172760,79.87%,-59.25%,1115,39,0.0350
24-07-24,CVS,CVSCorp,58.08,+0.11,0.19%,12583,575843,100.00%,-59.29%,11537,1046,0.0907
24-07-24,ROKU,RokuInc,56.68,-5.41,-8.71%,16001,253659,83.74%,-59.41%,10125,5876,0.5803
24-07-24,AVGO,BroadcomLtd,157.54,-6.23,-3.80%,81347,2793538,40.64%,-59.45%,47381,33966,0.7169
24-07-24,NOC,NorthropGrumm,438.72,-3.58,-0.81%,604,37935,60.20%,-59.71%,310,294,0.9484
24-07-24,UNP,UnionPacific,237.49,-2.01,-0.84%,1406,97928,66.82%,-59.76%,158,1248,7.8987
24-07-24,LI,LiAutoIncAD,18.77,-0.98,-4.94%,7112,388851,72.41%,-59.79%,6102,1010,0.1655
24-07-24,MA,MastercardInc,431.38,-10.34,-2.34%,5584,152062,82.96%,-60.08%,1796,3788,2.1091
24-07-24,HON,HoneywellInte,214.54,-2.84,-1.31%,1500,92439,55.68%,-60.18%,459,1041,2.2680
24-07-24,CCL,CarnivalCorp,18.67,-0.40,-2.10%,42561,1577143,16.89%,-60.35%,36745,5816,0.1583
24-07-24,MCD,McDonalCor,250.04,-4.01,-1.58%,12031,228237,100.00%,-61.03%,7465,4566,0.6117
24-07-24,PLAY,Dave&Buster,36.6,-1.42,-3.75%,577,27408,44.15%,-61.09%,53,524,9.8868
24-07-24,CLS,CelesticaInc,55.68,-2.20,-3.80%,1640,72808,58.51%,-61.24%,1364,276,0.2023
24-07-24,FUBO,FubotvInc,1.395,-0.07,-4.45%,4553,342776,53.49%,-61.28%,4167,386,0.0926
24-07-24,ALLY,AllyFinancial,42.12,-0.16,-0.38%,1547,123330,18.39%,-61.37%,1442,105,0.0728
24-07-24,AGNC,AgncInvestmen,10.16,-0.15,-1.50%,14583,851426,19.60%,-61.49%,2296,12287,5.3515
24-07-24,JWN,Nordstrom,20.8,-1.02,-4.67%,1151,131642,17.42%,-62.15%,701,450,0.6419
24-07-24,PCT,PurecycleTech,6.99,-0.18,-2.44%,1864,236399,0.00%,-62.22%,1020,844,0.8275
24-07-24,CB,ChubbLtd,260.06,-3.19,-1.21%,878,47331,44.00%,-62.29%,541,337,0.6229
24-07-24,NOW,ServicenowInc,744.8,-20.72,-2.71%,3479,86712,88.53%,-62.36%,1016,2463,2.4242
24-07-24,ACMR,AcmResearchI,20.16,-0.85,-4.02%,871,37206,70.02%,-62.39%,311,560,1.8006
24-07-24,SU,SuncorEnergy,37.94,-0.15,-0.39%,1090,128102,58.68%,-62.66%,264,826,3.1288
24-07-24,TSM,TaiwanSemicon,163.63,-6.19,-3.65%,68822,1737284,68.61%,-62.80%,41414,27408,0.6618
24-07-24,NEP,NexteraEnergy,27.33,-0.43,-1.57%,1278,88350,35.74%,-62.96%,892,386,0.4327
24-07-24,DIS,WaltDisneyCo,89.69,-1.25,-1.37%,40100,1053845,89.41%,-63.01%,30825,9275,0.3009
24-07-24,BP,BPPlcADR,34.93,-0.02,-0.05%,6560,485119,53.69%,-63.11%,5503,1057,0.1921
24-07-24,NXPI,NxpSemiconduc,258.86,-3.44,-1.31%,1602,73017,48.56%,-63.27%,803,799,0.9950
24-07-24,SYF,SynchronyFina,50.06,-0.75,-1.47%,1045,72797,20.44%,-63.72%,348,697,2.0029
24-07-24,CZR,CaesarsEntert,35.53,-1.25,-3.40%,4793,209506,66.30%,-63.83%,2803,1990,0.7100
24-07-24,LPSN,LivepersonInc,1.4199,-0.04,-2.75%,951,36650,21.28%,-64.41%,854,97,0.1136
24-07-24,HA,HawaiianHlds,12.86,-0.17,-1.30%,2052,242710,100.00%,-64.57%,1160,892,0.7690
24-07-24,CCK,CrownCork&S,84.63,+0.26,0.31%,628,35884,30.68%,-64.58%,583,45,0.0772
24-07-24,NXT,NextrackerInc,47.23,+0.09,0.19%,1148,63551,53.48%,-65.25%,74,1074,14.5135
24-07-24,PLTR,PalantirTechn,27.7,-1.11,-3.85%,133852,2595489,55.92%,-65.26%,85674,48178,0.5623
24-07-24,BKNG,BookingHoldin,3823.68,-95.52,-2.44%,972,39524,64.34%,-65.31%,743,229,0.3082
24-07-24,CMG,ChipotleMexic,51.77,-0.78,-1.48%,54848,2551199,97.96%,-65.74%,34901,19947,0.5715
24-07-24,OWL,BlueOwlCapit,19.38,-0.41,-2.05%,687,57937,37.86%,-65.94%,304,383,1.2599
24-07-24,T,AT&TInc,18.91,+0.70,3.84%,31251,1202564,34.94%,-66.06%,20617,10634,0.5158
24-07-24,XOM,ExxonMobilCo,113.39,-0.02,-0.02%,24991,929412,40.94%,-66.08%,21834,3157,0.1446
24-07-24,JCI,JohnsonContro,68.07,-1.06,-1.53%,965,104845,72.04%,-66.39%,39,926,23.7436
24-07-24,ASML,AsmlHoldings,905.42,-27.39,-2.94%,4839,102408,54.93%,-66.60%,2740,2099,0.7661
24-07-24,META,MetaPlatforms,471.48,-17.21,-3.52%,126143,2173351,88.49%,-67.51%,67322,58821,0.8737
24-07-24,KLAC,KLA-TencorC,783.58,-24.08,-2.98%,680,25393,75.41%,-67.53%,183,497,2.7158
24-07-24,TECK,TeckResources,44.78,-1.02,-2.23%,2202,105888,50.21%,-67.65%,1217,985,0.8094
24-07-24,APO,ApolloAssetM,123.92,-0.92,-0.74%,1697,198937,65.92%,-68.04%,1325,372,0.2808
24-07-24,HAL,HalliburtonCo,32.99,-0.51,-1.51%,6459,362110,0.00%,-68.18%,3609,2850,0.7897
24-07-24,CMCSA,ComcastCorpA,37.6,-0.91,-2.36%,7786,519512,38.39%,-68.48%,2225,5561,2.4993
24-07-24,ALGN,AlignTechnolo,246.78,-3.87,-1.54%,803,31643,88.99%,-68.51%,453,350,0.7726
24-07-24,ANVS,AnnovisBioIn,11.38,+0.73,6.85%,2907,33845,6.41%,-68.57%,533,2374,4.4540
24-07-24,AAL,AmericanAirli,10.35,-0.13,-1.24%,40085,3640426,98.86%,-68.60%,16106,23979,1.4888
24-07-24,YUMC,YumChinaHold,29.38,-0.50,-1.67%,523,35712,66.06%,-68.63%,293,230,0.7850
24-07-24,AXP,AmericanExpre,242.17,-4.73,-1.92%,4756,287773,24.52%,-68.81%,1926,2830,1.4694
24-07-24,SOFI,SofiTechnolog,7.24,-0.19,-2.56%,65968,2804263,49.58%,-69.02%,53690,12278,0.2287
24-07-24,TGT,TargetCorp,148.43,-1.85,-1.23%,8339,349175,68.86%,-69.22%,7387,952,0.1289
24-07-24,ARM,ArmHoldingsP,160.36,-11.34,-6.60%,35939,740303,30.16%,-69.34%,16851,19088,1.1328
24-07-24,BA,BoeingCompany,182.93,-3.55,-1.90%,25114,858301,68.14%,-69.39%,17455,7659,0.4388
24-07-24,NIO,NioIncADR,4.34,-0.14,-3.01%,35073,2429878,23.84%,-69.40%,27045,8028,0.2968
24-07-24,COIN,CoinbaseGloba,256.45,-1.18,-0.46%,53686,770403,40.44%,-69.45%,40677,13009,0.3198
24-07-24,VNO,VornadoRealty,28.95,-0.33,-1.13%,534,61566,26.88%,-69.52%,531,3,0.0056
24-07-24,CROX,CrocsInc,130.11,-1.19,-0.91%,1534,84317,77.16%,-69.78%,1156,378,0.3270
24-07-24,MGNI,MagniteInc,14.55,-0.82,-5.34%,540,61100,47.76%,-69.87%,152,388,2.5526
24-07-24,AAPL,AppleInc,220.74,-4.27,-1.90%,335577,6404989,82.72%,-70.24%,205974,129603,0.6292
24-07-24,NFLX,NetflixInc,643.22,+0.46,0.07%,29183,519651,40.78%,-70.39%,17118,12065,0.7048
24-07-24,SBUX,StarbucksCorp,74.5,-1.76,-2.30%,24280,931841,80.78%,-70.51%,17193,7087,0.4122
24-07-24,DELL,DellTechnolog,121.02,-4.83,-3.84%,27290,608528,41.27%,-70.58%,15368,11922,0.7758
24-07-24,DHI,D.R.Horton,172.88,-3.68,-2.08%,2828,101998,33.28%,-70.62%,631,2197,3.4818
24-07-24,JMIA,JumiaTechnolo,12.62,-1.18,-8.55%,7519,205328,94.27%,-70.68%,5187,2332,0.4496
24-07-24,NUE,NucorCorp,158.33,-3.22,-1.99%,1367,99622,65.78%,-70.97%,746,621,0.8324
24-07-24,ALK,AlaskaAirGro,38.19,+0.13,0.34%,826,55935,45.93%,-71.03%,595,231,0.3882
24-07-24,AGI,AlamosGoldIn,17.34,+0.20,1.17%,798,109426,52.44%,-71.25%,508,290,0.5709
24-07-24,MRNA,ModernaInc,116.24,-5.01,-4.13%,10212,331000,78.26%,-71.27%,4459,5753,1.2902
24-07-24,CLF,Cleveland-Clif,15.47,-0.41,-2.61%,7947,645302,33.25%,-71.57%,5672,2275,0.4011
24-07-24,FTNT,FortinetInc,57.53,-0.41,-0.71%,2508,177288,76.39%,-71.67%,312,2196,7.0385
24-07-24,OHI,OmegaHealthca,36.68,-0.27,-0.73%,576,55905,71.68%,-71.74%,464,112,0.2414
24-07-24,TSEM,TowerSemicond,39.71,-1.58,-3.81%,964,84242,14.12%,-71.81%,642,322,0.5016
24-07-24,KO,Coca-ColaComp,65.1,+0.14,0.21%,8932,517012,19.59%,-71.86%,5675,3257,0.5739
24-07-24,MTCH,MatchGroupIn,33.39,-0.96,-2.79%,2792,244186,79.09%,-71.89%,1648,1144,0.6942
24-07-24,DDOG,DatadogIncCl,120.58,-2.63,-2.13%,4835,289733,65.93%,-72.07%,3289,1546,0.4701
24-07-24,IRBT,IrobotCorp,11.42,-0.53,-4.47%,536,76384,14.90%,-72.16%,491,45,0.0916
24-07-24,ARRY,ArrayTechnolo,10.79,-0.16,-1.46%,658,63679,74.27%,-72.24%,152,506,3.3289
24-07-24,DLTR,DollarTreeIn,105.29,-1.72,-1.60%,2401,183448,48.64%,-72.40%,689,1712,2.4848
24-07-24,DPZ,DominPizza,422.36,-0.58,-0.14%,1634,38028,27.00%,-72.43%,868,766,0.8825
24-07-24,BTI,BritishAmeric,33.22,-0.13,-0.39%,1642,186816,90.87%,-72.77%,1195,447,0.3741
