Report Date,Symbol,Name,Last,Change,% Change,Options Tot Vol,Options OI,Options IV 1y,Options % Change 1m,Call Vol,Put Vol,Put/Call
24-07-12,CAH,CardinalHealt,94.46,-1.13,-1.18%,6977,41773,41.56%,+200.22%,5300,1677,0.3164
24-07-12,BXP,BxpInc,65.23,+3.40,5.50%,4855,46491,25.18%,+192.65%,4169,686,0.1645
24-07-12,RF,RegionsFinanc,20.71,+0.52,2.58%,5728,89360,28.42%,+191.80%,979,4749,4.8509
24-07-12,BLK,BlackrockInc,824.87,+12.87,1.58%,6546,42379,47.25%,+187.23%,3688,2858,0.7749
24-07-12,AEM,Agnico-EagleM,74.62,+1.34,1.83%,9833,156006,45.53%,+184.36%,8097,1736,0.2144
24-07-12,VSCO,VictoriasSecr,19.88,+1.15,6.14%,10548,55286,17.22%,+183.70%,3705,6843,1.8470
24-07-12,SLG,SLGreenRealt,60.88,+3.65,6.38%,5266,107166,28.74%,+183.42%,1775,3491,1.9668
24-07-12,MGM,MGMResortsIn,45.84,+1.93,4.40%,32304,149524,40.72%,+182.08%,26578,5726,0.2154
24-07-12,PEP,PepsicoInc,163.95,+0.36,0.22%,83937,312697,36.09%,+181.05%,46016,37921,0.8241
24-07-12,DQ,DaqoNewEnerg,16.42,+0.52,3.27%,4616,41369,92.43%,+180.95%,3863,753,0.1949
24-07-12,LUNR,IntuitiveMach,4.19,+0.27,6.89%,7128,56022,26.86%,+178.00%,6752,376,0.0557
24-07-12,JD,Jd.comIncADR,28.63,+1.87,6.99%,174938,1005605,14.02%,+177.87%,153697,21241,0.1382
24-07-12,EVGO,EvgoInc,3.37,+0.17,5.31%,4872,71775,69.38%,+177.61%,4005,867,0.2165
24-07-12,BTG,B2GoldCorp,2.98,+0.14,4.93%,5153,221486,32.50%,+176.75%,4697,456,0.0971
24-07-12,XPEV,XpengIncADR,8.69,+0.62,7.68%,62117,366623,21.69%,+176.27%,43533,18584,0.4269
24-07-12,SG,SweetgreenInc,24.83,+0.84,3.50%,12144,83795,82.25%,+170.41%,10054,2090,0.2079
24-07-12,CLMT,CalumetInc,16.97,-0.35,-2.02%,7143,93074,83.05%,+168.43%,6063,1080,0.1781
24-07-12,SONY,SonyGroupCor,95.63,+2.90,3.13%,7084,55863,78.63%,+166.42%,4747,2337,0.4923
24-07-12,INMD,InmodeLtd,16.82,-0.73,-4.16%,6723,78316,55.69%,+164.89%,2014,4709,2.3381
24-07-12,O,RealtyIncome,55,+1.42,2.65%,12244,116875,33.29%,+164.74%,8408,3836,0.4562
24-07-12,CMA,ComericaInc,55.77,+3.31,6.31%,18492,122254,10.56%,+162.41%,13659,4833,0.3538
24-07-12,KVUE,KenvueInc,17.92,+0.22,1.24%,11725,272460,41.75%,+161.84%,8671,3054,0.3522
24-07-12,TOL,TollBrothers,121.47,+8.18,7.22%,12986,60484,28.75%,+160.76%,7929,5057,0.6378
24-07-12,WFC,WellsFargo&,60.16,+0.44,0.74%,151552,1288755,48.66%,+160.51%,96034,55518,0.5781
24-07-12,GOLD,BarrickGoldC,18.13,+0.35,1.97%,121148,1293251,90.29%,+159.08%,74950,46198,0.6164
24-07-12,CFLT,ConfluentInc,25.04,-0.75,-2.91%,9248,164574,50.33%,+158.69%,6633,2615,0.3942
24-07-12,AAL,AmericanAirli,10.73,-0.42,-3.77%,313470,3625586,83.24%,+157.89%,160108,153362,0.9579
24-07-12,SNY,Sanofi-Aventis,51.21,+0.18,0.35%,7630,50025,56.99%,+156.47%,7510,120,0.0160
24-07-12,BLDR,BuildersFirst,146.89,+10.17,7.44%,6435,42553,56.08%,+154.65%,4456,1979,0.4441
24-07-12,LCID,LucidGroupIn,3.4,+0.25,7.94%,133239,1729827,44.32%,+153.95%,93239,40000,0.4290
24-07-12,FIVE,FiveBelowInc,104.23,+3.29,3.26%,10541,58539,41.29%,+150.44%,951,9590,10.0841
24-07-12,AAP,AdvanceAutoP,61.73,+2.99,5.09%,12455,119023,17.06%,+147.37%,2781,9674,3.4786
24-07-12,NVS,NovartisAgAD,110.5,+0.56,0.51%,6078,63115,59.48%,+145.68%,985,5093,5.1706
24-07-12,NEM,NewmontMining,47.17,+1.71,3.76%,73081,873220,63.28%,+144.36%,45182,27899,0.6175
24-07-12,PSEC,ProspectCapit,5.58,-0.02,-0.36%,7161,87085,30.08%,+143.90%,2139,5022,2.3478
24-07-12,PAAS,PanAmerSilve,24,+1.33,5.87%,18662,204602,54.53%,+143.88%,15762,2900,0.1840
24-07-12,KGC,KinrossGoldC,9.18,+0.23,2.57%,18546,222589,9.11%,+142.27%,15828,2718,0.1717
24-07-12,UBER,UberTechnolog,73.53,+4.26,6.15%,184701,1181823,63.84%,+139.66%,128909,55792,0.4328
24-07-12,UPST,UpstartHoldin,26.92,+2.10,8.46%,102647,394894,41.04%,+137.35%,82446,20201,0.2450
24-07-12,U,UnitySoftware,16.52,+1.14,7.41%,104436,673408,96.87%,+137.26%,82764,21672,0.2619
24-07-12,DHI,D.R.Horton,149.73,+10.14,7.26%,13245,77158,66.76%,+137.11%,8564,4681,0.5466
24-07-12,VRNA,VeronaPharma,21.22,+3.29,18.35%,9082,32975,26.57%,+136.08%,7750,1332,0.1719
24-07-12,EL,EsteeLauderC,101.61,-0.60,-0.59%,45045,195393,36.86%,+136.00%,6824,38221,5.6010
24-07-12,GIS,GeneralMills,63.17,+0.51,0.81%,11948,71205,22.11%,+135.57%,1425,10523,7.3846
24-07-12,XRX,XeroxCorp,10.83,+0.32,3.04%,8712,105953,97.74%,+134.00%,4558,4154,0.9114
24-07-12,OPEN,OpendoorTechn,2.06,+0.16,8.42%,25445,372886,28.38%,+133.42%,23442,2003,0.0854
24-07-12,RKT,RocketCompani,14.16,+0.64,4.73%,18311,126521,56.24%,+132.93%,16878,1433,0.0849
24-07-12,TECK,TeckResources,49.51,-0.16,-0.32%,13732,128510,70.19%,+130.21%,9780,3952,0.4041
24-07-12,IREN,IrisEnergyLt,11.2,-1.70,-13.18%,126553,586636,40.39%,+128.68%,83008,43545,0.5246
24-07-12,MMM,3MCompany,103.23,+1.56,1.53%,26019,215153,68.77%,+128.16%,22247,3772,0.1696
24-07-12,IRM,IronMountain,94.52,-0.63,-0.66%,5863,43677,49.67%,+125.33%,4652,1211,0.2603
24-07-12,RITM,RithmCapital,11.05,+0.24,2.22%,3560,97603,8.33%,+123.62%,1255,2305,1.8367
24-07-12,BLNK,BlinkCharging,3.3,+0.23,7.49%,15779,133255,14.81%,+122.46%,11070,4709,0.4254
24-07-12,SABR,SabreCorp,3.04,+0.07,2.36%,4575,240006,53.81%,+122.20%,2960,1615,0.5456
24-07-12,PHM,Pultegroup,113.84,+6.69,6.24%,4252,60733,56.33%,+122.04%,2460,1792,0.7285
24-07-12,TFC,TruistFinanci,40.39,+1.13,2.88%,25544,244872,31.28%,+121.37%,23300,2244,0.0963
24-07-12,RUN,SunrunInc,16.07,+2.15,15.45%,76973,584369,50.59%,+121.06%,47361,29612,0.6252
24-07-12,EXK,EndeavourSilv,4.84,+0.21,4.54%,5787,58548,41.02%,+121.05%,5234,553,0.1057
24-07-12,IONQ,IonqInc,8.02,-0.43,-5.09%,15459,154756,30.53%,+119.43%,11990,3469,0.2893
24-07-12,DUK,DukeEnergyCo,104.46,+1.63,1.59%,6210,104740,30.00%,+117.28%,5228,982,0.1878
24-07-12,ALLY,AllyFinancial,42.3,+1.05,2.55%,8147,113899,37.90%,+116.45%,6456,1691,0.2619
24-07-12,BNTX,BiontechSeAD,84.7,+3.40,4.18%,6509,57111,44.66%,+109.63%,5989,520,0.0868
24-07-12,NNOX,Nano-XImaging,8.51,+0.77,9.95%,6015,90930,21.52%,+108.42%,3985,2030,0.5094
24-07-12,ACB,AuroraCannabi,6.12,+0.43,7.56%,10459,239857,22.13%,+106.78%,8870,1589,0.1791
24-07-12,DLR,DigitalRealty,157.73,+2.10,1.35%,6141,62004,30.46%,+106.70%,4715,1426,0.3024
24-07-12,HLF,HerbalifeLtd,10.59,+0.68,6.86%,7158,163697,93.99%,+106.64%,1475,5683,3.8529
24-07-12,OHI,OmegaHealthca,34.41,+0.37,1.09%,4960,52599,52.58%,+105.38%,4254,706,0.1660
24-07-12,TGTX,TgTherapeutic,21.39,+0.89,4.34%,9513,104584,45.19%,+105.07%,9077,436,0.0480
24-07-12,FIS,FidelityNatio,75.58,+1.66,2.25%,4107,57352,45.02%,+104.63%,3756,351,0.0935
24-07-12,KKR,KKR&Company,108.85,-0.60,-0.55%,11396,91798,68.49%,+104.49%,10542,854,0.0810
24-07-12,BSX,BostonScienti,76.89,-0.22,-0.29%,8381,204305,35.52%,+103.87%,7890,491,0.0622
24-07-12,STWD,StarwoodPrope,19.7,+0.41,2.13%,4928,144413,14.86%,+103.05%,4486,442,0.0985
24-07-12,BIG,BigLots,1.12,+0.09,8.74%,9297,128721,75.78%,+102.64%,7897,1400,0.1773
24-07-12,KBH,KBHome,73.79,+6.90,10.32%,6800,87871,20.16%,+100.59%,4200,2600,0.6190
24-07-12,CSIQ,CanadianSolar,17.41,+1.28,7.94%,6573,116181,55.34%,+99.85%,4836,1737,0.3592
24-07-12,HELE,HelenofTroy,64.47,+2.72,4.40%,3815,19761,28.82%,+99.84%,2043,1772,0.8674
24-07-12,HE,HawaiianElect,10.94,+0.59,5.70%,16633,103765,37.07%,+98.25%,12605,4028,0.3196
24-07-12,CCI,CrownCastleI,102.34,+4.54,4.64%,5243,63988,43.17%,+95.56%,3585,1658,0.4625
24-07-12,BYON,BeyondInc,13.45,+1.05,8.47%,11900,103219,82.63%,+91.29%,10020,1880,0.1876
24-07-12,URI,UnitedRentals,666.29,+21.10,3.27%,5365,36781,64.80%,+91.20%,2235,3130,1.4004
24-07-12,CDE,CoeurMiningI,6.77,+0.37,5.78%,3795,94341,61.05%,+89.66%,3255,540,0.1659
24-07-12,HL,HeclaMiningC,5.93,+0.41,7.43%,16402,258917,28.09%,+89.29%,14998,1404,0.0936
24-07-12,RDFN,RedfinCorp,7.03,+0.58,8.99%,15228,255710,57.58%,+89.29%,13742,1486,0.1081
24-07-12,ENPH,EnphaseEnergy,111.68,+4.93,4.62%,109831,340906,76.57%,+88.70%,77356,32475,0.4198
24-07-12,TSLA,TeslaInc,241.03,-22.23,-8.44%,4988333,8353242,83.43%,+87.33%,2704826,2283507,0.8442
24-07-12,PCT,PurecycleTech,5.69,+0.52,10.06%,10556,229245,18.57%,+87.30%,6239,4317,0.6919
24-07-12,AMT,AmericanTower,207.2,+10.43,5.30%,4028,52980,26.34%,+85.71%,2954,1074,0.3636
24-07-12,NTR,NutrienLtd,49.67,+1.38,2.86%,8440,95635,41.86%,+82.29%,2275,6165,2.7099
24-07-12,PR,PermianResour,16.57,+0.37,2.28%,3648,112425,33.38%,+80.68%,2969,679,0.2287
24-07-12,SBUX,StarbucksCorp,73.3,+0.79,1.09%,136501,1041149,98.24%,+80.60%,50602,85899,1.6975
24-07-12,GS,GoldmanSachs,479.23,+0.34,0.07%,51391,268956,54.93%,+80.42%,38905,12486,0.3209
24-07-12,SNDL,SndlInc,2.18,+0.14,6.86%,7676,168759,13.83%,+80.40%,7167,509,0.0710
24-07-12,FOUR,Shift4Payment,69.77,+2.34,3.47%,3939,62524,42.03%,+79.78%,3642,297,0.0815
24-07-12,AG,FirstMajestic,6.66,+0.14,2.15%,26583,585807,48.91%,+78.09%,18532,8051,0.4344
24-07-12,PLUG,PlugPowerInc,2.93,+0.24,8.92%,56856,1056485,47.24%,+76.51%,47984,8872,0.1849
24-07-12,SOFI,SofiTechnolog,6.77,+0.20,3.04%,296775,2819637,43.64%,+75.55%,244067,52708,0.2160
24-07-12,CRSP,CrisprTherape,56.81,+1.25,2.25%,8817,80188,34.02%,+74.63%,7005,1812,0.2587
24-07-12,NRG,NRGEnergy,79.63,+0.47,0.59%,6532,167652,96.56%,+70.91%,4861,1671,0.3438
24-07-12,JWN,Nordstrom,23.39,+1.49,6.80%,4076,146429,23.97%,+70.19%,2787,1289,0.4625
24-07-12,CLOV,CloverHealth,1.46,+0.12,8.96%,14067,147971,25.44%,+69.46%,13278,789,0.0594
24-07-12,ESPR,EsperionThera,2.49,+0.13,5.51%,5110,99984,20.94%,+67.32%,5030,80,0.0159
24-07-12,HUBS,HubspotInc,489.77,-2.54,-0.52%,6081,47854,43.32%,+66.47%,2995,3086,1.0304
24-07-12,BKR,BakerHughesC,34.51,+0.67,1.98%,5064,107729,29.26%,+66.09%,4889,175,0.0358
24-07-12,SE,SeaLtdADR,73.9,-0.81,-1.08%,24609,449951,10.44%,+64.72%,11746,12863,1.0951
24-07-12,MCD,McDonalCor,254.8,+4.31,1.72%,55399,245803,75.36%,+64.14%,35892,19507,0.5435
24-07-12,IBRX,ImmunitybioIn,6.7,+0.12,1.82%,11585,207971,15.57%,+64.07%,1232,10353,8.4034
24-07-12,GNRC,GeneracHoldin,148.45,+6.33,4.45%,6396,64158,48.39%,+63.96%,4741,1655,0.3491
24-07-12,PFE,PfizerInc,28.66,+0.31,1.09%,206890,2839786,59.30%,+63.03%,141713,65177,0.4599
24-07-12,TGT,TargetCorp,151.4,+5.29,3.62%,58102,377954,15.87%,+62.98%,36898,21204,0.5747
24-07-12,DE,Deere&Compan,361.6,+10.07,2.86%,15046,104401,26.42%,+62.96%,8978,6068,0.6759
24-07-12,OLLI,OlliesBargain,101.05,+2.25,2.28%,6783,31984,4.55%,+62.90%,6079,704,0.1158
24-07-12,LYFT,LyftIncClA,13.53,+0.60,4.64%,67873,522483,55.07%,+62.57%,56075,11798,0.2104
24-07-12,ABNB,AirbnbIncCl,146,-5.84,-3.85%,43062,363960,52.89%,+62.50%,19360,23702,1.2243
24-07-12,FUBO,FubotvInc,1.27,+0.07,5.83%,11551,324676,86.93%,+61.62%,11317,234,0.0207
24-07-12,MS,MorganStanley,104.64,+1.18,1.14%,45491,736398,43.01%,+61.12%,27961,17530,0.6269
24-07-12,MRNA,ModernaInc,122.82,+5.38,4.58%,58911,403368,57.62%,+60.93%,30686,28225,0.9198
24-07-12,C,CitigroupInc,65.71,-1.27,-1.90%,179947,2275500,29.49%,+60.32%,121331,58616,0.4831
24-07-12,LAZR,LuminarTechno,1.74,+0.06,3.57%,6134,298528,29.66%,+59.95%,5481,653,0.1191
24-07-12,ROKU,RokuInc,60.67,-0.70,-1.14%,63127,296923,71.79%,+57.63%,56311,6816,0.1210
24-07-12,NOVA,SunnovaEnergy,7.25,+1.16,19.05%,9064,285582,47.59%,+57.53%,5960,3104,0.5208
24-07-12,MA,MastercardInc,436.42,+2.78,0.64%,22144,170745,63.13%,+57.33%,13378,8766,0.6553
24-07-12,GEHC,GEHealthcare,79.94,+0.80,1.01%,4733,89187,100.00%,+55.23%,2325,2408,1.0357
24-07-12,NEE,NexteraEnergy,74.7,+1.80,2.47%,36440,479823,40.96%,+55.04%,30163,6277,0.2081
24-07-12,ABT,AbbottLaborat,104.18,+1.13,1.10%,18004,226993,70.54%,+54.79%,15509,2495,0.1609
24-07-12,STNE,StonecoLtdCl,13.42,+0.21,1.59%,7395,215330,17.61%,+54.77%,5166,2229,0.4315
24-07-12,HD,HomeDepot,353.79,+9.61,2.79%,40412,246318,38.38%,+54.30%,29800,10612,0.3561
24-07-12,FGEN,FibrogenIncC,0.9793,+0.08,8.40%,4008,58151,26.17%,+53.92%,3468,540,0.1557
24-07-12,ACI,AlbertsonsCom,19.58,+0.24,1.24%,11600,238941,52.31%,+53.91%,11547,53,0.0046
24-07-12,UEC,UraniumEnergy,6.62,+0.14,2.16%,8077,213251,60.84%,+53.12%,5040,3037,0.6026
24-07-12,LOW,LowCompani,229.75,+9.01,4.08%,11465,121103,26.48%,+53.09%,8271,3194,0.3862
24-07-12,F,FordMotorCom,13.47,+0.30,2.28%,169208,2516837,67.59%,+53.07%,119973,49235,0.4104
24-07-12,BMY,Bristol-Myers,40.75,-0.37,-0.90%,55934,812748,100.00%,+53.00%,18922,37012,1.9560
24-07-12,JCI,JohnsonContro,69.7,+1.90,2.80%,5135,120950,61.04%,+52.83%,4770,365,0.0765
24-07-12,SMR,NuscalePower,13.06,-0.47,-3.47%,13227,149001,40.46%,+52.49%,11278,1949,0.1728
24-07-12,CSX,CSXCorp,33.74,+0.82,2.49%,5239,131630,53.65%,+51.94%,4589,650,0.1416
24-07-12,DHR,DanaherCorp,246.27,+4.07,1.68%,10517,110026,70.04%,+51.28%,8462,2055,0.2429
24-07-12,INTC,IntelCorp,33.5,-1.37,-3.93%,418544,3501581,71.33%,+51.05%,265975,152569,0.5736
24-07-12,ZIM,ZimIntegrated,17.87,-1.96,-9.88%,34786,571258,39.62%,+50.58%,23755,11031,0.4644
24-07-12,BEKE,KeHoldingsIn,15.32,-0.17,-1.10%,10480,344527,41.22%,+50.53%,9978,502,0.0503
24-07-12,NOK,NokiaCorpADR,3.94,-0.02,-0.51%,7728,301789,63.92%,+49.80%,6853,875,0.1277
24-07-12,TMC,TmcTheMetals,1.43,+0.00,0.00%,3926,125501,45.49%,+49.79%,2308,1618,0.7010
24-07-12,BABA,AlibabaGroup,78.52,+2.51,3.30%,226832,2351287,29.95%,+49.71%,168816,58016,0.3437
24-07-12,SQ,BlockInc,66.49,+2.15,3.34%,76638,688308,47.44%,+49.39%,55587,21051,0.3787
24-07-12,TXN,TexasInstrume,199.99,-3.63,-1.78%,17839,294483,82.49%,+49.13%,14237,3602,0.2530
24-07-12,JMIA,JumiaTechnolo,12.08,+0.33,2.81%,30972,161210,88.04%,+48.87%,25039,5933,0.2370
24-07-12,NVAX,NovavaxInc,12.96,+1.02,8.54%,32736,391248,51.83%,+48.75%,22608,10128,0.4480
24-07-12,NYCB,NewYorkCommu,3.68,+0.21,6.05%,24091,1013441,17.83%,+48.21%,21073,3018,0.1432
24-07-12,META,MetaPlatforms,512.7,-21.99,-4.11%,505215,2202021,80.40%,+48.05%,316338,188877,0.5971
24-07-12,EOSE,EosEnergyEnt,2.12,+0.06,2.91%,26637,376285,11.74%,+47.76%,24991,1646,0.0659
24-07-12,NFLX,NetflixInc,652.75,-24.90,-3.67%,133845,498954,88.01%,+47.49%,76885,56960,0.7408
24-07-12,MTCH,MatchGroupIn,31.55,+0.70,2.27%,12662,244392,56.68%,+47.44%,5620,7042,1.2530
24-07-12,SIRI,SiriusXMHold,3.61,+0.10,2.85%,245510,2060140,72.90%,+46.57%,139911,105599,0.7548
24-07-12,ZION,ZionsBancorp,47.42,+2.06,4.54%,3858,98528,29.15%,+45.69%,2550,1308,0.5129
24-07-12,JPM,JPMorganChas,207.45,-0.35,-0.17%,137212,884116,51.28%,+44.44%,74964,62248,0.8304
24-07-12,KEY,Keycorp,15.13,+0.46,3.14%,13161,214610,20.10%,+43.90%,10897,2264,0.2078
24-07-12,AEHR,AehrTestSyst,15.11,-0.28,-1.82%,4248,45918,27.25%,+42.84%,3245,1003,0.3091
24-07-12,UAL,UnitedAirline,45.64,-1.51,-3.20%,55156,797434,83.35%,+42.36%,31128,24028,0.7719
24-07-12,WAL,WesternAllian,67,+3.22,5.05%,4048,66530,31.94%,+41.19%,2029,2019,0.9951
24-07-12,SCHW,TheCharlesSc,76.08,+1.45,1.94%,23260,506269,29.33%,+40.33%,11828,11432,0.9665
24-07-12,GRPN,GrouponClA,15.28,+0.70,4.80%,8260,113412,52.61%,+40.14%,5379,2881,0.5356
24-07-12,CCJ,CamecoCorp,53.72,+0.00,0.00%,31005,335530,66.42%,+39.50%,24223,6782,0.2800
24-07-12,HUM,HumanaInc,379.73,+0.56,0.15%,6153,108060,63.43%,+39.08%,2508,3645,1.4533
24-07-12,CZR,CaesarsEntert,38.96,+2.35,6.42%,22726,201325,44.98%,+38.34%,13263,9463,0.7135
24-07-12,NLY,AnnalyCapital,19.93,+0.55,2.84%,8791,195379,19.84%,+37.88%,7640,1151,0.1507
24-07-12,CAR,AvisBudgetGr,103.68,+4.67,4.72%,4958,51177,73.60%,+37.00%,2452,2506,1.0220
24-07-12,AEO,AmericanEagle,21.21,+1.04,5.16%,5766,65439,11.55%,+35.29%,3297,2469,0.7489
