Report Date,Symbol,Name,Last,Change,% Change,Options Tot Vol,Options OI,Options IV 1y,Options % Change 1m,Call Vol,Put Vol,Put/Call
24-07-30,ESI,ElementSoluti,26.92,-0.01,-0.04%,6622,9988,55.40%,+1240.49%,5084,1538,0.3025
24-07-30,BN,BrookfieldCor,47.52,+0.26,0.55%,10338,7029,47.37%,+1171.59%,10275,63,0.0061
24-07-30,FLS,FlowserveCorp,50.89,+0.20,0.39%,3595,3771,56.51%,+1078.69%,362,3233,8.9309
24-07-30,FFIV,F5Inc,177.59,+0.25,0.14%,4603,5317,100.00%,+922.89%,2561,2042,0.7973
24-07-30,FNF,FidelityNatio,54.53,+0.08,0.15%,3156,5630,47.88%,+784.03%,463,2693,5.8164
24-07-30,ARLP,AllianceResou,24.65,-1.14,-4.42%,6620,27125,59.86%,+741.17%,5401,1219,0.2257
24-07-30,AUPH,AuriniaPharm,5.68,+0.00,0.00%,12096,37612,15.66%,+700.00%,7056,5040,0.7143
24-07-30,LSCC,LatticeSemico,54.96,-0.11,-0.20%,9430,27763,60.12%,+680.63%,5217,4213,0.8076
24-07-30,SFM,SproutsFarmer,84.66,-2.04,-2.35%,7562,17386,100.00%,+675.59%,3366,4196,1.2466
24-07-30,OWL,BlueOwlCapit,19.35,-0.39,-1.98%,27239,58769,39.60%,+674.50%,25972,1267,0.0488
24-07-30,HWM,HowmetAerospa,82.85,+0.17,0.21%,10212,17446,96.47%,+644.31%,3892,6320,1.6238
24-07-30,INFA,InformaticaIn,24.37,+0.10,0.41%,3524,3250,64.94%,+640.34%,3262,262,0.0803
24-07-30,CR,CraneCompany,159.12,+0.25,0.16%,4057,6410,98.00%,+629.68%,2889,1168,0.4043
24-07-30,ECL,EcolabInc,247.92,+2.68,1.09%,3112,8439,64.83%,+623.72%,2224,888,0.3993
24-07-30,PRCT,ProceptBiorob,62.38,+0.51,0.82%,5613,9990,100.00%,+621.47%,315,5298,16.8190
24-07-30,ALXO,AlxOncologyH,5.85,-0.20,-3.31%,5456,13098,77.15%,+595.03%,835,4621,5.5341
24-07-30,WCC,WescoInternat,172.23,+1.73,1.01%,4719,41044,90.84%,+578.99%,4260,459,0.1077
24-07-30,VRNS,VaronisSystem,48.49,+0.02,0.04%,5688,8590,96.75%,+569.96%,2478,3210,1.2954
24-07-30,NGD,NewGoldInc,2.08,+0.06,2.97%,10411,62685,41.82%,+569.95%,276,10135,36.7210
24-07-30,AMRN,AmarinCorpAD,0.78,-0.02,-2.05%,3562,44319,51.54%,+558.41%,3441,121,0.0352
24-07-30,TAL,TalEducation,10.68,-0.06,-0.56%,16173,90194,33.50%,+522.28%,12485,3688,0.2954
24-07-30,CORT,CorceptTherap,36.53,+0.93,2.61%,6059,24532,37.12%,+512.02%,4383,1676,0.3824
24-07-30,AMKR,AmkorTechnolo,37.6,-0.55,-1.44%,10370,23065,100.00%,+506.43%,9345,1025,0.1097
24-07-30,UMC,UnitedMicroel,7.55,-0.15,-1.95%,5022,32137,22.50%,+502.16%,4991,31,0.0062
24-07-30,RMBS,RambusInc,55.83,-3.17,-5.37%,5567,18523,100.00%,+481.71%,2394,3173,1.3254
24-07-30,PHG,KoninklijkePh,29.15,+3.39,13.16%,3103,23853,27.79%,+475.70%,2407,696,0.2892
24-07-30,COMM,CommscopeHold,2.31,+0.39,20.31%,7155,105651,60.20%,+459.42%,5677,1478,0.2603
24-07-30,SN,SharkninjaInc,76.66,+2.92,3.96%,3179,27797,55.19%,+440.65%,983,2196,2.2340
24-07-30,MGA,MagnaInternat,43.76,+0.23,0.53%,7720,33072,99.91%,+435.74%,7566,154,0.0204
24-07-30,SYM,SymboticInc,35.63,-3.17,-8.17%,20596,64341,68.16%,+426.48%,9817,10779,1.0980
