Report Date,Symbol,Name,Last,Change,% Change,Options Tot Vol,Options OI,Options IV 1y,Options % Change 1m,Call Vol,Put Vol,Put/Call
24-07-17,FLYW,FlywireCorpV,18.91,+1.30,7.38%,9716,7140,100.00%,+1679.49%,9518,198,0.0208
24-07-17,ENTG,EntegrisInc,146.48,+1.28,0.88%,29643,31242,52.55%,+1657.14%,4441,25202,5.6748
24-07-17,CGEM,CullinanThera,19.08,+2.49,15.01%,5217,3115,31.06%,+1556.19%,5115,102,0.0199
24-07-17,EB,EventbriteInc,5.7,+1.06,22.84%,16093,10814,100.00%,+1405.43%,15445,648,0.0420
24-07-17,TBLA,Taboola.comLt,3.46,+0.17,5.17%,7175,30313,36.08%,+1358.33%,7085,90,0.0127
24-07-17,ALIT,AlightIncCl,7.09,-0.26,-3.54%,22351,54441,74.38%,+1230.42%,9038,13313,1.4730
24-07-17,NTGR,NetgearInc,15.62,+0.49,3.24%,4280,32922,82.45%,+1229.19%,1579,2701,1.7106
24-07-17,EOG,EogResources,131.52,-1.13,-0.85%,88391,176734,63.59%,+958.45%,86376,2015,0.0233
24-07-17,CRTO,CriteoS.A.AD,40.17,+0.02,0.05%,39292,61772,89.13%,+937.82%,39248,44,0.0011
24-07-17,PACB,PacificBiosci,2.175,+0.56,34.26%,19640,97179,69.82%,+911.33%,17465,2175,0.1245
24-07-17,OMC,OmnicomGroup,95.35,+1.60,1.71%,3855,10515,61.18%,+866.17%,2386,1469,0.6157
24-07-17,HESM,HessMidstream,38.61,+0.28,0.73%,5169,9077,44.27%,+806.84%,5158,11,0.0021
24-07-17,CCCC,C4Therapeutic,7.38,+0.89,13.71%,5739,16310,29.95%,+780.21%,5735,4,0.0007
24-07-17,IBKR,InteractiveBr,123.66,-1.00,-0.80%,15728,33399,84.16%,+773.78%,9359,6369,0.6805
24-07-17,MIDD,MiddlebyCorp,135.43,+8.39,6.60%,5352,14323,49.25%,+750.87%,196,5156,26.3061
24-07-17,CNM,Core&MainIn,54.22,+2.68,5.20%,4073,25176,27.36%,+722.83%,3945,128,0.0324
24-07-17,WKHS,WorkhorseGrp,2.08,+0.43,26.06%,6786,129942,13.64%,+715.62%,6079,707,0.1163
24-07-17,HMY,HarmonyGoldM,10.97,+1.52,16.08%,13773,40082,37.96%,+709.22%,12291,1482,0.1206
24-07-17,OPK,OpkoHealthIn,1.44,+0.01,0.70%,12966,450056,21.04%,+697.91%,12630,336,0.0266
24-07-17,SLS,SellasLifeSc,1.14,+0.05,4.59%,51567,163638,5.12%,+653.46%,51567,0,0.0000
24-07-17,SABR,SabreCorp,3.4,+0.27,8.63%,23405,241977,72.85%,+636.47%,7144,16261,2.2762
24-07-17,JBHT,JBHuntTrans,176,+6.38,3.76%,14320,17383,100.00%,+630.61%,7833,6487,0.8282
24-07-17,MULN,MullenAutomot,1.85,-0.14,-7.04%,7047,375742,0.00%,+614.71%,7000,47,0.0067
24-07-17,NAK,NorthernDynas,0.414,+0.03,8.38%,3935,70757,14.44%,+592.78%,3802,133,0.0350
24-07-17,BZFD,BuzzfeedInc,2.95,+0.14,4.98%,14812,33842,15.62%,+545.12%,13605,1207,0.0887
24-07-17,JEF,JefferiesFina,56.77,+1.79,3.26%,21055,21295,18.20%,+543.69%,14116,6939,0.4916
24-07-17,APPS,DigitalTurbin,2.47,+0.40,19.32%,4701,61718,32.42%,+541.34%,4419,282,0.0638
24-07-17,EYPT,EyepointPharm,10.54,+0.00,0.00%,8021,33095,17.61%,+527.62%,7615,406,0.0533
24-07-17,OPEN,OpendoorTechn,2.92,+0.38,14.96%,106799,384989,64.69%,+484.18%,101166,5633,0.0557
24-07-17,SNBR,SleepNumberC,10.28,+1.65,19.12%,8400,19296,97.04%,+473.77%,931,7469,8.0226
24-07-17,NBR,NaborsIndustr,85.45,+6.87,8.74%,6147,13732,84.31%,+473.41%,893,5254,5.8835
24-07-17,STNE,StonecoLtdCl,13.66,+0.25,1.86%,34793,219250,37.70%,+465.92%,3726,31067,8.3379
24-07-17,NE,NobleCorpPlc,48.26,+0.65,1.37%,5984,24561,33.72%,+463.47%,100,5884,58.8400
24-07-17,SCHW,TheCharlesSc,67.43,-7.64,-10.18%,156559,554039,7.00%,+453.23%,76170,80389,1.0554
24-07-17,BAX,BaxterInterna,35.54,+1.57,4.62%,21597,89980,60.46%,+444.97%,3681,17916,4.8672
24-07-17,FVRR,FiverrInterna,25.26,+1.26,5.25%,6617,27147,50.01%,+444.61%,5859,758,0.1294
24-07-17,RUM,RumbleInc,7.11,-0.06,-0.84%,45640,154373,38.79%,+415.24%,27247,18393,0.6750
24-07-17,ELV,ElevanceHealt,553.14,+22.48,4.24%,5061,29093,50.98%,+411.73%,2528,2533,1.0020
24-07-17,AUR,AuroraInnovat,4.93,+0.32,6.94%,10830,54322,58.88%,+408.69%,8243,2587,0.3138
24-07-17,STT,StateStreetC,84.82,+5.88,7.45%,10654,54050,3.73%,+407.09%,4688,5966,1.2726
24-07-17,ALLY,AllyFinancial,44.46,+0.68,1.55%,18235,120348,39.94%,+393.10%,9017,9218,1.0223
24-07-17,ACHR,ArcherAviatio,5.39,+0.34,6.73%,124037,336929,24.80%,+383.71%,121971,2066,0.0169
24-07-17,LILM,LiliumN.V.,1.02,+0.08,8.05%,4331,22478,18.47%,+378.04%,4166,165,0.0396
24-07-17,FHN,FirstHorizon,17.45,+0.54,3.19%,6795,43225,25.24%,+367.65%,3493,3302,0.9453
24-07-17,WM,WasteManageme,220.89,+4.89,2.26%,15104,28249,76.06%,+357.14%,14334,770,0.0537
24-07-17,HBAN,HuntingtonBan,14.27,+0.54,3.93%,6348,106397,34.59%,+356.03%,4131,2217,0.5367
24-07-17,PRU,PrudentialFin,126.52,+0.98,0.78%,9509,136386,38.65%,+353.24%,5295,4214,0.7958
