Report Date,Time,Stock Symbol,Stock Last Price,Type,Strike Price,Volume,Expiration Date,Days To Expiration,Bid Price,Midpoint,Ask Price,Last Price,Open Interest,VOI Ratio,Volatility
24-07-23,2024-07-2314:09 EST,NVDA,122.32,Call,0.5,994,2025-01-17,178,122.35,122.5,122.65,122.6,48530,0.02,519.17%
24-07-23,2024-07-2314:09 EST,SPWR,1.065,Put,0.5,2385,2024-08-16,24,0.08,0.1,0.11,0.11,2246,1.06,438.09%
24-07-23,2024-07-2313:41 EST,SPWR,1.065,Call,1.5,609,2024-08-09,17,0.16,0.18,0.2,0.2,855,0.71,345.93%
24-07-23,2024-07-2314:09 EST,SPWR,1.065,Put,1,2503,2024-08-16,24,0.29,0.32,0.34,0.29,3827,0.65,319.38%
24-07-23,2024-07-2313:39 EST,FGEN,1.33,Call,1.5,764,2024-08-16,24,0.25,0.3,0.35,0.35,2305,0.33,303.61%
24-07-23,2024-07-2314:06 EST,SPWR,1.065,Call,2,702,2024-08-16,24,0.08,0.11,0.13,0.13,612,1.15,299.29%
24-07-23,2024-07-2314:10 EST,SPWR,1.065,Call,1.5,627,2024-08-16,24,0.19,0.21,0.22,0.23,1059,0.59,295.39%
24-07-23,2024-07-2314:10 EST,SIRI,3.77,Put,5,17502,2024-08-16,24,1.8,1.9,2,1.99,124848,0.14,294.78%
24-07-23,2024-07-2314:01 EST,GME,25.55,Call,125,2166,2024-08-16,24,0.15,0.16,0.16,0.15,38859,0.06,272.90%
24-07-23,2024-07-2314:01 EST,SPWR,1.065,Call,1.5,3732,2024-09-20,59,0.27,0.32,0.37,0.34,7165,0.52,266.02%
24-07-23,2024-07-2313:04 EST,IREN,11.08,Call,2.5,500,2024-11-15,115,8.6,8.9,9.2,9.2,1679,0.3,263.00%
24-07-23,2024-07-2311:38 EST,PCT,7.13,Call,5.5,691,2024-08-16,24,1.6,2.1,2.6,1.6,5088,0.14,262.09%
24-07-23,2024-07-2314:02 EST,MAXN,0.21,Call,0.5,533,2025-01-17,178,0.05,0.08,0.1,0.1,6096,0.09,260.54%
24-07-23,2024-07-2312:01 EST,SANA,6.25,Put,2.5,525,2024-08-16,24,0.1,0.13,0.15,0.1,5674,0.09,258.34%
24-07-23,2024-07-2313:40 EST,ALXO,6.69,Put,5,706,2024-08-16,24,0.7,0.8,0.9,0.75,2178,0.32,249.23%
24-07-23,2024-07-2314:01 EST,SPWR,1.065,Call,1,536,2024-09-20,59,0.38,0.44,0.5,0.44,1709,0.31,247.16%
24-07-23,2024-07-2313:59 EST,FGEN,1.33,Put,1,1027,2024-08-16,24,0.15,0.18,0.2,0.15,8292,0.12,246.21%
24-07-23,2024-07-2313:34 EST,SIRI,3.77,Put,5,2385,2024-09-20,59,1.86,2.08,2.3,2.25,92641,0.03,233.61%
24-07-23,2024-07-2314:01 EST,SANA,6.25,Put,5,2128,2024-08-16,24,0.7,0.75,0.8,0.75,3141,0.68,221.76%
24-07-23,2024-07-2314:06 EST,SIRI,3.77,Put,4,1333,2024-08-16,24,0.97,0.99,1,1.01,27013,0.05,220.32%
24-07-23,2024-07-2313:52 EST,FFIE,0.3905,Call,0.5,559,2024-11-15,115,0.14,0.16,0.17,0.15,16238,0.03,212.27%
24-07-23,2024-07-2314:01 EST,MAXN,0.21,Call,0.5,816,2026-01-16,542,0.1,0.13,0.15,0.15,8657,0.09,211.19%
24-07-23,2024-07-2314:09 EST,LPSN,1.495,Call,1.5,563,2024-08-16,24,0.25,0.3,0.35,0.32,894,0.63,209.70%
24-07-23,2024-07-2314:07 EST,JMIA,13.7,Call,25,522,2024-08-16,24,0.45,0.65,0.85,0.6,242,2.16,207.33%
24-07-23,2024-07-2314:06 EST,JMIA,13.7,Call,20,1011,2024-08-16,24,1.1,1.15,1.2,1.15,1379,0.73,205.40%
24-07-23,2024-07-2313:48 EST,GOEV,2.11,Put,2,3716,2024-08-16,24,0.33,0.37,0.4,0.36,1849,2.01,203.67%
24-07-23,2024-07-2312:44 EST,FGEN,1.33,Put,1,550,2024-12-20,150,0.3,0.35,0.4,0.4,402,1.37,203.45%
24-07-23,2024-07-2314:03 EST,DJT,32.8,Put,2.5,899,2025-01-17,178,0.11,0.11,0.12,0.12,32934,0.03,198.28%
24-07-23,2024-07-2314:06 EST,JMIA,13.7,Call,15,878,2024-08-16,24,2.05,2.13,2.2,2.1,3241,0.27,189.79%
24-07-23,2024-07-2313:39 EST,MAXN,0.21,Call,0.5,566,2025-06-20,332,0.1,0.13,0.15,0.1,1842,0.31,189.56%
24-07-23,2024-07-2312:47 EST,FGEN,1.33,Put,1.5,710,2025-01-17,178,0.7,0.75,0.8,0.75,3577,0.2,186.57%
24-07-23,2024-07-2313:47 EST,GME,25.55,Call,110,502,2024-10-18,87,0.81,0.9,0.98,0.91,3351,0.15,182.23%
24-07-23,2024-07-2314:07 EST,GME,25.55,Call,50,714,2024-08-16,24,0.51,0.53,0.54,0.53,11195,0.06,180.71%
24-07-23,2024-07-2313:49 EST,SAVE,2.82,Put,2,26436,2024-12-20,150,0.63,0.66,0.68,0.66,335,78.91,179.68%
24-07-23,2024-07-2313:57 EST,SPWR,1.065,Call,1,985,2025-01-17,178,0.45,0.5,0.55,0.53,660,1.49,176.82%
24-07-23,2024-07-2314:06 EST,SIRI,3.77,Put,3.5,1942,2024-08-16,24,0.5,0.51,0.52,0.52,48280,0.04,174.79%
24-07-23,2024-07-2313:27 EST,SAVE,2.82,Put,2,712,2025-01-17,178,0.66,0.7,0.74,0.7,4062,0.18,173.35%
24-07-23,2024-07-2314:10 EST,AMC,5.09,Call,9.5,728,2024-08-16,24,0.11,0.11,0.12,0.11,246,2.96,172.40%
24-07-23,2024-07-2311:34 EST,GME,25.55,Call,90,503,2024-10-18,87,1.06,1.13,1.2,1.1,3297,0.15,172.32%
24-07-23,2024-07-2313:36 EST,LPSN,1.495,Call,2,825,2025-01-17,178,0.45,0.5,0.55,0.55,825,1,166.57%
24-07-23,2024-07-2313:25 EST,SAVE,2.82,Put,2.5,1527,2025-01-17,178,0.87,0.93,0.99,0.98,68189,0.02,166.50%
24-07-23,2024-07-2314:08 EST,GME,25.55,Call,125,995,2025-01-17,178,1.87,1.93,1.98,1.97,18597,0.05,160.98%
24-07-23,2024-07-2312:51 EST,VERI,3.2,Call,5,1002,2024-08-16,24,0.05,0.08,0.1,0.1,6808,0.15,158.72%
24-07-23,2024-07-2309:56 EST,FULC,8.94,Call,20,1006,2025-01-17,178,1.5,1.7,1.9,1.85,5682,0.18,156.86%
24-07-23,2024-07-2313:16 EST,SAVE,2.82,Put,3.5,1150,2024-09-20,59,0.95,1.08,1.2,1.15,10022,0.11,155.81%
24-07-23,2024-07-2313:32 EST,BYND,6.22,Put,5,693,2024-08-16,24,0.36,0.38,0.4,0.4,10775,0.06,155.42%
24-07-23,2024-07-2313:35 EST,ALT,6.43,Call,10,1581,2024-09-20,59,0.35,0.4,0.45,0.41,1660,0.95,153.40%
24-07-23,2024-07-2314:03 EST,LPSN,1.495,Call,2,3238,2024-10-18,87,0.3,0.35,0.4,0.3,6388,0.51,152.72%
24-07-23,2024-07-2311:20 EST,APLT,5.3,Call,7.5,2020,2024-08-16,24,0.2,0.25,0.3,0.15,171,11.81,151.87%
24-07-23,2024-07-2314:08 EST,GME,25.55,Call,40,1265,2024-08-16,24,0.74,0.77,0.8,0.75,19526,0.06,151.56%
24-07-23,2024-07-2313:17 EST,TSHA,2.29,Call,2.5,588,2024-10-18,87,0.55,0.58,0.6,0.6,1643,0.36,151.32%
24-07-23,2024-07-2310:44 EST,AVTE,1.84,Call,2.5,501,2024-08-16,24,0.05,0.08,0.1,0.1,1804,0.28,150.85%
24-07-23,2024-07-2314:04 EST,GRPN,17.72,Call,30,4505,2024-08-16,24,0.3,0.35,0.4,0.35,1950,2.31,149.40%
