Report Date,Symbol,Name,Last,Change,% Change,Options Tot Vol,Options OI,Options IV 1y,Options % Change 1m,Call Vol,Put Vol,Put/Call
24-07-25,NEM,NewmontMining,46.15,-1.55,-3.24%,16907,887428,45.69%,-49.20%,11784,5123,0.4347
24-07-25,CMG,ChipotleMexic,50.76,-1.02,-1.97%,89640,2691081,58.45%,-49.49%,53457,36183,0.6769
24-07-25,LVS,LasVegasSand,39.63,-0.69,-1.72%,9271,289201,52.35%,-50.08%,5578,3693,0.6621
24-07-25,JD,Jd.comIncADR,27.03,+1.27,4.93%,30064,1024262,29.82%,-50.47%,22073,7991,0.3620
24-07-25,ETN,EatonCorp,292.17,-7.43,-2.48%,1732,62682,100.00%,-51.11%,350,1382,3.9486
24-07-25,CCI,CrownCastleI,108.88,+3.41,3.23%,1202,56526,17.41%,-51.14%,1038,164,0.1580
24-07-25,VZ,VerizonCommun,40.63,+0.96,2.41%,29884,864411,45.99%,-51.49%,26759,3125,0.1168
24-07-25,WM,WasteManageme,206.52,-10.86,-5.00%,2351,30816,59.33%,-51.51%,1112,1239,1.1142
24-07-25,IAG,IamgoldCorp,3.9,-0.10,-2.51%,408,43395,57.35%,-51.72%,272,136,0.5000
24-07-25,HAS,HasbroInc,62.46,+3.04,5.11%,744,58670,22.41%,-52.28%,559,185,0.3309
24-07-25,HIMX,HimaxTechnolo,7.12,-0.19,-2.60%,642,45756,36.39%,-52.34%,642,0,0.0000
24-07-25,GM,GeneralMotors,44.59,-1.90,-4.09%,27384,1383497,34.12%,-53.17%,16235,11149,0.6867
24-07-25,LPSN,LivepersonInc,1.2901,+0.03,2.39%,1333,36692,24.70%,-53.55%,1302,31,0.0238
24-07-25,NYCB,NewYorkCommu,9.76,-1.18,-10.83%,5837,706206,0.00%,-53.58%,3653,2184,0.5979
24-07-25,TMO,ThermoFisher,593.89,+19.16,3.33%,1543,54624,39.41%,-53.79%,823,720,0.8748
24-07-25,KLAC,KLA-TencorC,758.22,+2.45,0.32%,1001,29182,72.97%,-53.81%,385,616,1.6000
24-07-25,HSBC,HSBCHoldings,42.84,-0.03,-0.07%,518,69499,55.01%,-54.28%,335,183,0.5463
24-07-25,MVIS,Microvision,1.0933,+0.02,2.18%,1062,68956,5.12%,-54.54%,569,493,0.8664
24-07-25,NXPI,NxpSemiconduc,247.74,-6.66,-2.62%,2135,74106,59.80%,-54.67%,723,1412,1.9530
24-07-25,WDC,WesternDigita,67.51,-4.50,-6.24%,8751,381042,99.63%,-55.10%,3993,4758,1.1916
24-07-25,PSTG,PureStorageI,56.91,-1.41,-2.42%,946,61224,51.47%,-55.12%,211,735,3.4834
24-07-25,FLEX,FlextronicsIn,30.66,-1.10,-3.46%,672,47217,58.04%,-55.14%,100,572,5.7200
24-07-25,SABR,SabreCorp,3.18,+0.03,1.11%,1728,172559,69.35%,-55.50%,1725,3,0.0017
24-07-25,AU,AnglogoldAsha,26.59,-1.08,-3.90%,894,99825,73.03%,-55.68%,18,876,48.6667
24-07-25,UAL,UnitedAirline,47.29,+1.27,2.75%,24258,737569,24.47%,-55.87%,22269,1989,0.0893
24-07-25,LILM,LiliumN.V.,0.8902,-0.01,-1.09%,526,20693,14.79%,-55.91%,526,0,0.0000
24-07-25,ARM,ArmHoldingsP,144.09,-13.59,-8.62%,51298,751019,35.75%,-56.21%,20159,31139,1.5447
24-07-25,KDP,KeurigDrPepp,34.55,+1.78,5.43%,1188,97611,38.75%,-56.24%,1050,138,0.1314
24-07-25,EQT,EqtCorp,34.54,-0.56,-1.60%,2485,245797,30.61%,-56.35%,1068,1417,1.3268
24-07-25,NAT,NordicAmerica,3.73,-0.01,-0.27%,555,65107,0.90%,-56.47%,549,6,0.0109
24-07-25,CEG,Constellation,168.36,-6.72,-3.84%,2024,65296,100.00%,-57.57%,1846,178,0.0964
24-07-25,SRPT,SareptaTherap,148.3,+2.30,1.58%,858,52725,6.01%,-58.06%,858,0,0.0000
24-07-25,XRX,XeroxCorp,10.77,-1.01,-8.62%,1830,110508,52.08%,-58.41%,241,1589,6.5934
24-07-25,IREN,IrisEnergyLt,9.59,-0.62,-6.05%,22002,646662,40.85%,-59.24%,11873,10129,0.8531
24-07-25,CRWD,CrowdstrikeHo,256.1,-2.04,-0.79%,50700,670079,57.67%,-60.05%,29580,21120,0.7140
24-07-25,DOW,DowInc,52.21,-1.11,-2.09%,3017,263474,43.57%,-60.28%,1838,1179,0.6415
24-07-25,DB,DeutscheBank,15.59,+0.15,1.00%,501,78069,15.00%,-60.43%,19,482,25.3684
24-07-25,JBHT,JBHuntTrans,174.16,+10.36,6.33%,918,16230,41.01%,-61.12%,790,128,0.1620
24-07-25,SHW,Sherwin-Willia,343.8,+11.78,3.55%,399,19352,22.06%,-61.15%,91,308,3.3846
24-07-25,MSTR,Microstrategy,1518.57,-154.12,-9.21%,16502,202232,37.47%,-61.15%,9353,7149,0.7644
24-07-25,XOM,ExxonMobilCo,115.24,+0.23,0.20%,29011,944037,53.11%,-61.26%,20861,8150,0.3907
24-07-25,TRU,Transunion,81.17,+3.54,4.56%,514,14814,45.68%,-61.35%,10,504,50.4000
24-07-25,HL,HeclaMiningC,5.72,-0.16,-2.81%,3186,246447,14.01%,-61.36%,2433,753,0.3095
24-07-25,CME,CMEGroupInc,199.17,+1.92,0.97%,750,41678,52.63%,-61.79%,712,38,0.0534
24-07-25,URI,UnitedRentals,734.18,+18.36,2.56%,1158,37981,61.52%,-61.83%,735,423,0.5755
24-07-25,GSAT,Globalstar,1.22,+0.03,2.52%,455,146252,15.98%,-62.77%,445,10,0.0225
24-07-25,PAYX,PaychexInc,126.54,+3.30,2.68%,746,36277,35.28%,-63.00%,716,30,0.0419
24-07-25,WYNN,WynnResortsL,80.37,-0.60,-0.74%,5385,270696,71.18%,-63.02%,2528,2857,1.1301
24-07-25,CZR,CaesarsEntert,33.91,-0.30,-0.88%,5127,220738,77.05%,-63.03%,2541,2586,1.0177
24-07-25,AZN,AstrazenecaPl,76.83,-2.88,-3.61%,2386,120208,30.11%,-63.11%,1485,901,0.6067
24-07-25,MA,MastercardInc,434.68,+2.23,0.52%,5309,153698,87.78%,-63.11%,297,5012,16.8754
24-07-25,JNJ,Johnson&John,158.58,+2.30,1.47%,12637,339619,48.92%,-63.81%,10407,2230,0.2143
24-07-25,GLNG,GolarLngLtd,35.44,-0.10,-0.28%,1073,116258,100.00%,-63.81%,1060,13,0.0123
24-07-25,T,AT&TInc,19.61,+0.45,2.37%,34686,1230951,42.67%,-63.97%,23078,11608,0.5030
24-07-25,FSLY,FastlyInc,7.7,+0.02,0.26%,2172,143465,93.15%,-64.26%,2150,22,0.0102
24-07-25,ARR,ArmourResiden,20.48,-0.20,-0.98%,438,23359,38.97%,-64.33%,338,100,0.2959
24-07-25,HMY,HarmonyGoldM,8.49,-0.44,-4.98%,666,41444,35.89%,-64.37%,507,159,0.3136
24-07-25,TRIP,TripadvisorIn,17.28,-0.15,-0.83%,658,162978,80.31%,-64.70%,187,471,2.5187
24-07-25,GOOGL,AlphabetClA,169.38,-3.25,-1.88%,71553,2524051,47.84%,-65.10%,41654,29899,0.7178
24-07-25,MGA,MagnaInternat,43.11,+0.41,0.96%,414,32432,91.64%,-65.24%,327,87,0.2661
24-07-25,ALLY,AllyFinancial,43.14,+0.90,2.13%,1365,124660,23.96%,-65.28%,1273,92,0.0723
24-07-25,PM,PhilipMorris,113.08,+1.64,1.47%,2710,182877,43.54%,-65.42%,1999,711,0.3557
24-07-25,ANF,Abercrombie&,149.98,-4.07,-2.64%,2650,95660,52.95%,-65.45%,879,1771,2.0148
24-07-25,OPTT,OceanPowerTe,0.3543,+0.01,1.49%,421,10111,17.99%,-65.58%,421,0,0.0000
24-07-25,NEP,NexteraEnergy,26.52,-0.96,-3.49%,1203,90404,34.70%,-65.76%,1045,158,0.1512
24-07-25,GD,GeneralDynami,291.7,+7.02,2.47%,567,43865,35.10%,-65.80%,405,162,0.4000
24-07-25,CHTR,CharterCommun,319.77,+7.11,2.27%,1104,70873,100.00%,-66.00%,758,346,0.4565
24-07-25,SMCI,SuperMicroCo,677.5,-34.06,-4.79%,65322,401745,46.49%,-66.27%,32220,33102,1.0274
24-07-25,CDE,CoeurMiningI,6.17,-0.21,-3.29%,616,92705,59.87%,-66.34%,559,57,0.1020
24-07-25,AEM,Agnico-EagleM,73.08,-1.55,-2.08%,1168,155733,64.44%,-66.71%,1024,144,0.1406
24-07-25,SM,SmEnergyComp,44.26,-0.24,-0.54%,399,28412,50.08%,-66.81%,12,387,32.2500
24-07-25,BKNG,BookingHoldin,3700,-105.78,-2.78%,949,40451,69.67%,-66.84%,589,360,0.6112
24-07-25,GL,GlobeLifeInc,89.46,+1.18,1.34%,395,35835,10.26%,-66.89%,140,255,1.8214
24-07-25,SA,SeabridgeGold,14.48,+0.23,1.61%,453,52698,45.68%,-67.22%,200,253,1.2650
24-07-25,HE,HawaiianElect,16.58,-0.17,-1.01%,5468,132196,36.02%,-67.25%,4216,1252,0.2970
24-07-25,NTES,NeteaseIncAD,96.19,+1.76,1.86%,595,46318,57.78%,-67.50%,543,52,0.0958
24-07-25,AG,FirstMajestic,5.76,-0.16,-2.78%,4610,506320,62.30%,-67.60%,3854,756,0.1962
24-07-25,CVS,CVSCorp,59.4,+0.85,1.46%,9811,585924,97.18%,-67.77%,5081,4730,0.9309
24-07-25,LAZR,LuminarTechno,1.63,+0.01,0.62%,1767,283522,14.52%,-67.80%,1344,423,0.3147
24-07-25,NVDA,NvidiaCorp,109.5,-4.75,-4.16%,1296209,27914231,78.30%,-68.17%,762897,533312,0.6991
24-07-25,GOOG,AlphabetClC,171.24,-3.13,-1.80%,39191,1412789,42.65%,-68.38%,23379,15812,0.6763
24-07-25,SBSW,SibanyeGoldL,4.3,-0.15,-3.37%,1454,228690,33.48%,-68.57%,1247,207,0.1660
24-07-25,AMLX,AmylyxPharmac,1.95,+0.03,1.56%,452,46348,39.01%,-68.61%,442,10,0.0226
24-07-25,BMY,Bristol-Myers,45.66,+1.00,2.24%,12424,828586,88.85%,-68.90%,9348,3076,0.3291
24-07-25,GENI,GeniusSports,6.66,-0.06,-0.89%,402,27445,75.99%,-69.12%,402,0,0.0000
24-07-25,CLS,CelesticaInc,51.3,-2.09,-3.91%,1420,75980,43.44%,-69.56%,911,509,0.5587
24-07-25,NVS,NovartisAgAD,110.14,+0.85,0.78%,945,48429,37.26%,-69.74%,66,879,13.3182
24-07-25,WDAY,WorkdayInc,228.04,+7.52,3.41%,1758,118205,52.21%,-69.76%,1508,250,0.1658
24-07-25,BHC,BauschHealth,5.7,-0.11,-1.98%,1698,297380,69.60%,-69.82%,892,806,0.9036
24-07-25,MSFT,MicrosoftCorp,422.18,-6.72,-1.57%,81813,2313173,84.62%,-70.20%,46598,35215,0.7557
24-07-25,AMD,AdvMicroDevi,140.04,-4.59,-3.17%,223224,2825214,100.00%,-70.30%,115903,107321,0.9260
24-07-25,ACMR,AcmResearchI,18.58,-0.74,-3.86%,634,38335,80.17%,-70.33%,382,252,0.6597
24-07-25,WPM,WheatonPrecio,58.61,-1.33,-2.22%,1026,86937,53.90%,-70.34%,353,673,1.9065
24-07-25,LLY,EliLillyand,830.05,-29.83,-3.47%,12824,294012,96.15%,-70.60%,6208,6616,1.0657
24-07-25,LEN,LennarCorp,171.56,+2.77,1.64%,2482,118979,44.11%,-70.61%,235,2247,9.5617
24-07-25,BMBL,BumbleInc,8.77,+0.06,0.69%,2745,219839,73.06%,-70.64%,295,2450,8.3051
24-07-25,GE,GEAerospace,164.1,+1.80,1.11%,6910,403648,54.93%,-70.76%,4453,2457,0.5518
24-07-25,VRT,VertivHolding,74.72,-3.87,-4.92%,10713,341480,56.48%,-70.77%,8328,2385,0.2864
24-07-25,GOLD,BarrickGoldC,17.92,-0.54,-2.95%,14261,1293441,41.19%,-70.97%,10944,3317,0.3031
24-07-25,TXN,TexasInstrume,195.51,-2.77,-1.40%,4858,295773,75.40%,-71.17%,2656,2202,0.8291
24-07-25,ANET,AristaNetwork,316.67,-9.20,-2.82%,2648,108091,72.11%,-71.44%,1771,877,0.4952
24-07-25,PAAS,PanAmerSilve,21.74,-0.97,-4.27%,2285,193554,72.22%,-71.47%,1697,588,0.3465
24-07-25,D,DominionEnerg,53.05,+0.92,1.76%,593,94014,23.39%,-71.76%,500,93,0.1860
24-07-25,ASML,AsmlHoldings,865.13,-7.62,-0.87%,4208,106135,64.91%,-71.82%,2020,2188,1.0832
24-07-25,META,MetaPlatforms,451.83,-9.44,-2.05%,110313,2254262,99.72%,-71.88%,52728,57585,1.0921
24-07-25,CCL,CarnivalCorp,17.48,-0.72,-3.93%,25377,1591006,30.24%,-72.19%,18598,6779,0.3645
24-07-25,IP,International,45.89,-0.39,-0.84%,2698,218270,59.84%,-72.31%,2384,314,0.1317
24-07-25,ZETA,ZetaGlobalHo,19.74,+0.05,0.25%,565,26620,95.08%,-72.45%,328,237,0.7226
24-07-25,PDD,PddHoldingsI,132.85,+0.99,0.75%,14105,1195116,22.82%,-72.49%,12929,1176,0.0910
24-07-25,PLCE,ChildrePla,7.18,+0.05,0.63%,531,33530,11.75%,-72.70%,456,75,0.1645
24-07-25,LYV,LiveNationEn,93.26,+0.59,0.64%,602,89737,57.32%,-73.16%,583,19,0.0326
24-07-25,LUMN,LumenTechnolo,1.555,+0.04,2.30%,1678,575125,23.53%,-73.44%,1583,95,0.0600
24-07-25,PG,Procter&Gamb,169.98,+1.98,1.18%,4505,260517,54.13%,-73.44%,3147,1358,0.4315
24-07-25,AEP,AmericanElect,96.84,+1.82,1.92%,387,63424,30.14%,-73.46%,306,81,0.2647
24-07-25,AVGO,BroadcomLtd,147.83,-3.51,-2.32%,54823,2847394,60.52%,-73.51%,30277,24546,0.8107
24-07-25,CROX,CrocsInc,126.23,-3.15,-2.43%,1363,87546,85.02%,-73.54%,391,972,2.4859
24-07-25,APP,ApplovinCorp,74.82,-3.86,-4.91%,2002,129898,87.20%,-73.70%,1095,907,0.8283
24-07-25,TSM,TaiwanSemicon,155.95,-3.85,-2.41%,51367,1813442,78.73%,-73.77%,37022,14345,0.3875
24-07-25,PYPL,PaypalHolding,58.44,+0.37,0.64%,23181,1640300,77.17%,-73.82%,19349,3832,0.1980
24-07-25,IOVA,IovanceBiothe,9.46,+0.33,3.64%,1123,171134,17.00%,-73.90%,1086,37,0.0341
24-07-25,EQX,EquinoxGoldC,5.3,-0.17,-3.20%,738,134221,9.64%,-74.38%,380,358,0.9421
24-07-25,STWD,StarwoodPrope,19.66,+0.08,0.41%,642,151986,43.06%,-74.46%,512,130,0.2539
24-07-25,COIN,CoinbaseGloba,234.49,-10.57,-4.31%,45485,786477,40.97%,-74.49%,33492,11993,0.3581
24-07-25,AMGN,AmgenInc,343.19,+7.58,2.26%,2256,172820,86.64%,-74.61%,1937,319,0.1647
24-07-25,WHR,WhirlpoolCorp,99.64,+0.89,0.90%,1382,83432,54.66%,-74.99%,709,673,0.9492
24-07-25,APH,AmphenolCorp,60.95,-1.04,-1.68%,1670,133184,56.68%,-75.10%,1193,477,0.3998
24-07-25,NDAQ,NasdaqInc,66.41,+3.68,5.87%,624,44557,15.35%,-75.13%,470,154,0.3277
24-07-25,NFLX,NetflixInc,627.26,-8.73,-1.37%,24921,532265,44.16%,-75.47%,11354,13567,1.1949
24-07-25,CARR,CarrierGlobal,63.67,-2.32,-3.52%,703,110819,53.44%,-75.68%,298,405,1.3591
24-07-25,TSLA,TeslaInc,218.56,+2.57,1.19%,659673,7761510,45.43%,-75.91%,371489,288184,0.7758
24-07-25,DELL,DellTechnolog,111.57,-4.55,-3.92%,22505,636682,52.05%,-76.34%,9724,12781,1.3144
24-07-25,MGM,MGMResortsIn,42.43,-0.01,-0.02%,2915,149929,62.18%,-76.36%,1620,1295,0.7994
24-07-25,MU,MicronTechnol,106.93,-3.35,-3.04%,63710,1376502,48.04%,-76.43%,45775,17935,0.3918
24-07-25,AMC,AMCEntertainm,4.82,+0.13,2.88%,41729,1608189,5.41%,-76.45%,31419,10310,0.3281
24-07-25,AMAT,AppliedMateri,203.11,-3.42,-1.66%,5523,242757,93.23%,-76.53%,2480,3043,1.2270
24-07-25,KGC,KinrossGoldC,8.47,-0.38,-4.29%,2142,229311,22.08%,-76.56%,1693,449,0.2652
24-07-25,PLTR,PalantirTechn,25.93,-0.67,-2.52%,91641,2636639,58.21%,-76.83%,54057,37584,0.6953
24-07-25,O,RealtyIncome,57.88,+0.63,1.09%,1067,111542,39.91%,-76.90%,634,433,0.6830
24-07-25,SHAK,ShakeShackIn,79.99,+0.84,1.06%,381,34811,100.00%,-77.01%,61,320,5.2459
24-07-25,CLSK,CleansparkInc,15.82,-0.75,-4.53%,25040,669439,36.83%,-77.07%,18070,6970,0.3857
