Report Date,Symbol,Name,Last,Change,% Change,Options Tot Vol,Options OI,Options IV 1y,Options % Change 1m,Call Vol,Put Vol,Put/Call
24-07-17,HUBG,HubGroupInc,46.34,-0.52,-1.11%,3436,4270,44.88%,+1400.44%,3425,11,0.0032
24-07-17,MRCY,MercurySysIn,33.43,-0.35,-1.04%,1640,4372,51.45%,+1123.88%,1640,0,0.0000
24-07-17,TBBK,TheBancorpIn,49.21,+1.05,2.17%,1484,1993,69.31%,+1015.79%,473,1011,2.1374
24-07-17,WTI,W&TOffshore,2.53,+0.03,1.20%,6164,43625,72.86%,+985.21%,5913,251,0.0424
24-07-17,GXO,GxoLogistics,55.71,-0.10,-0.19%,20245,22684,47.77%,+977.43%,20185,60,0.0030
24-07-17,GIII,G-IIIApparel,26.77,-0.13,-0.46%,2292,4419,24.71%,+971.03%,2,2290,1145.0000
24-07-17,AUR,AuroraInnovat,4.35,-0.58,-11.76%,44154,58117,67.03%,+921.61%,23033,21121,0.9170
24-07-17,GFS,Globalfoundrie,58.78,+4.37,8.02%,9997,35580,65.33%,+694.04%,6152,3845,0.6250
24-07-17,CMPO,ComposecureIn,7.68,-0.18,-2.35%,2670,19584,66.50%,+654.24%,4,2666,666.5000
24-07-17,J,JacobsEnginee,151.34,+0.60,0.40%,4920,11633,86.72%,+652.29%,4911,9,0.0018
24-07-17,SSTK,ShutterstockI,41.19,-1.54,-3.60%,2560,18035,69.42%,+617.09%,35,2525,72.1429
24-07-17,TK,TeekayShippin,8.38,-0.14,-1.64%,2012,15573,27.39%,+579.73%,2012,0,0.0000
24-07-17,RWT,RedwoodTrust,7.6,+0.10,1.33%,4278,20273,4.25%,+569.48%,4273,5,0.0012
24-07-17,ALC,AlconInc,90.23,-0.03,-0.03%,2109,10035,27.67%,+567.41%,353,1756,4.9745
24-07-17,IMAX,ImaxCorp,17.23,-0.07,-0.42%,5181,23621,72.83%,+522.72%,5181,0,0.0000
24-07-17,FIVE,FiveBelowInc,80.22,-21.85,-21.41%,23656,56910,90.59%,+400.66%,7714,15942,2.0666
24-07-17,OMC,OmnicomGroup,92.11,-3.24,-3.40%,2433,12226,23.90%,+368.79%,1182,1251,1.0584
24-07-17,ALIT,AlightIncCl,7.14,+0.05,0.78%,9831,74277,64.18%,+354.93%,5796,4035,0.6962
24-07-17,HNST,TheHonestCom,3.98,+0.44,12.45%,4245,14619,22.03%,+334.05%,4064,181,0.0445
24-07-17,TGNA,TegnaInc,16.13,+0.11,0.69%,1626,38927,18.69%,+324.54%,1623,3,0.0018
24-07-17,ALTO,AltoIngredien,1.685,-0.01,-0.30%,1990,43679,11.70%,+318.95%,1990,0,0.0000
24-07-17,BC,BrunswickCorp,82.45,+0.10,0.12%,1747,6918,100.00%,+316.95%,230,1517,6.5957
24-07-17,ELV,ElevanceHealt,520.29,-32.85,-5.94%,4669,30815,30.43%,+296.35%,2460,2209,0.8980
24-07-17,WM,WasteManageme,223.14,+2.25,1.02%,15453,33866,83.78%,+293.61%,15246,207,0.0136
24-07-17,CHK,ChesapeakeEne,83.17,+0.34,0.41%,9056,94108,36.58%,+289.34%,18,9038,502.1111
24-07-17,NBR,NaborsIndustr,88.93,+3.49,4.08%,5015,16258,54.77%,+280.50%,1457,3558,2.4420
24-07-17,GPCR,StructureTher,38.31,-6.35,-14.22%,3074,28376,11.84%,+279.04%,1602,1472,0.9189
24-07-17,IBKR,InteractiveBr,121.27,-2.39,-1.93%,8212,42332,42.76%,+278.26%,4971,3241,0.6520
24-07-17,SCHW,TheCharlesSc,63.48,-3.95,-5.86%,125295,613506,15.29%,+271.51%,70760,54535,0.7707
24-07-17,BE,BloomEnergyC,16.61,+1.53,10.15%,26224,223279,75.26%,+267.64%,20068,6156,0.3068
24-07-17,AEHR,AehrTestSyst,20.97,+4.13,24.52%,17021,56370,21.46%,+260.00%,14833,2188,0.1475
24-07-17,LQDA,LiquidiaCorp,11.39,-1.44,-11.26%,9603,69288,57.82%,+213.93%,3621,5982,1.6520
24-07-17,HLF,HerbalifeLtd,11.32,-0.03,-0.26%,18768,180393,64.38%,+210.27%,707,18061,25.5460
24-07-17,NTRS,NorthernTrust,86.05,-4.71,-5.19%,3283,22084,28.22%,+205.11%,1508,1775,1.1771
24-07-17,ANNX,AnnexonInc,5.84,-0.34,-5.50%,2140,56047,11.84%,+198.88%,2125,15,0.0071
24-07-17,JBHT,JBHuntTrans,163.1,-12.90,-7.33%,6603,26117,38.18%,+191.39%,2607,3996,1.5328
24-07-17,CNC,CenteneCorp,67.68,-1.43,-2.08%,12525,76527,69.30%,+177.96%,3079,9446,3.0679
24-07-17,ALTR,AltairEnginee,94.77,-2.90,-2.97%,1869,12331,85.74%,+173.25%,1867,2,0.0011
24-07-17,DOV,DoverCorp,191.38,-0.11,-0.06%,1865,15451,62.89%,+166.81%,1837,28,0.0152
24-07-17,UPWK,UpworkInc,11.9,-0.07,-0.63%,2782,60684,42.41%,+163.45%,2778,4,0.0014
24-07-17,EXPI,ExpRealtyInt,14.22,+0.17,1.21%,1914,28826,37.15%,+162.91%,1748,166,0.0950
24-07-17,BSX,BostonScienti,77.46,-0.68,-0.87%,17644,230086,62.97%,+161.16%,4386,13258,3.0228
24-07-17,JNJ,Johnson&John,155.44,+4.43,2.93%,84311,384223,41.61%,+155.36%,69494,14817,0.2132
24-07-17,CRDO,CredoTechnolo,30.76,-3.07,-9.09%,5787,40282,37.56%,+150.63%,862,4925,5.7135
24-07-17,FUBO,FubotvInc,1.5199,+0.09,6.29%,24121,337099,48.64%,+149.80%,22983,1138,0.0495
24-07-17,NFE,NewFortressE,24.03,+1.77,7.97%,12960,151185,100.00%,+149.13%,11707,1253,0.1070
24-07-17,LBTYA,LibertyGlobal,18.99,-0.04,-0.21%,1884,87231,35.53%,+144.04%,1884,0,0.0000
24-07-17,CDNS,CadenceDesign,293.07,-18.66,-5.99%,5181,43790,73.43%,+142.90%,4196,985,0.2347
24-07-17,CCOI,CogentCommHl,68.82,-0.46,-0.66%,1396,17414,87.92%,+141.52%,36,1360,37.7778
24-07-17,ASML,AsmlHoldings,954.18,-114.01,-10.67%,25987,106778,68.26%,+138.24%,12388,13599,1.0978
24-07-17,UL,UnileverPlcA,57.93,+0.59,1.03%,2322,55082,77.13%,+136.46%,1390,932,0.6705
24-07-17,MTCH,MatchGroupIn,35.19,+0.78,2.27%,23456,236131,77.82%,+132.81%,18391,5065,0.2754
24-07-17,GEV,GEVernovaInc,172.32,-10.43,-5.70%,8630,49275,100.00%,+131.06%,2085,6545,3.1391
24-07-17,VFC,V.F.Corp,15.32,+1.10,7.77%,30539,462944,81.46%,+128.96%,20625,9914,0.4807
24-07-17,LAZR,LuminarTechno,1.87,-0.29,-13.26%,12603,304163,34.53%,+125.70%,7062,5541,0.7846
24-07-17,PLD,PrologisInc,128.45,+6.96,5.73%,7866,72948,22.78%,+121.64%,3907,3959,1.0133
24-07-17,ZETA,ZetaGlobalHo,19.99,-0.18,-0.89%,2185,16267,37.07%,+117.41%,1214,971,0.7998
24-07-17,SAVE,SpiritAirline,2.86,-0.31,-9.65%,32115,671194,30.75%,+116.83%,6104,26011,4.2613
24-07-17,LMND,LemonadeInc,22.7,+0.16,0.69%,17433,139913,63.09%,+111.18%,8573,8860,1.0335
24-07-17,CTSH,CognizantTech,74.85,+1.06,1.44%,7246,95886,59.16%,+110.58%,7153,93,0.0130
24-07-17,GTLB,GitlabIncCl,55.03,+4.38,8.64%,19546,111404,18.35%,+108.89%,15944,3602,0.2259
24-07-17,KEY,Keycorp,16.27,+0.28,1.78%,19921,231941,26.49%,+103.38%,5813,14108,2.4270
24-07-17,NOK,NokiaCorpADR,3.9,+0.02,0.64%,14766,312579,39.29%,+102.11%,13923,843,0.0605
24-07-17,K,Kellanova,58.63,+1.58,2.77%,2714,70676,60.72%,+100.89%,2501,213,0.0852
24-07-17,HPP,HudsonPacific,5.49,-0.08,-1.45%,2128,61348,42.76%,+92.23%,2128,0,0.0000
24-07-17,USB,U.S.Bancorp,45.11,+1.82,4.20%,21151,251121,44.20%,+89.70%,16100,5051,0.3137
24-07-17,UNP,UnionPacific,244.39,+1.33,0.55%,6649,95633,64.51%,+89.43%,3256,3393,1.0421
24-07-17,BALL,BallCorporati,62.53,+0.43,0.69%,4847,50818,50.30%,+88.82%,3858,989,0.2564
24-07-17,SOFI,SofiTechnolog,7.78,+0.03,0.45%,363618,2961206,58.33%,+86.96%,190541,173077,0.9083
24-07-17,FLR,FluorCorp,50.24,-0.02,-0.04%,5218,68861,56.02%,+86.09%,4965,253,0.0510
24-07-17,WKHS,WorkhorseGrp,1.97,-0.11,-5.32%,1553,133875,12.74%,+84.66%,1410,143,0.1014
24-07-17,GPRE,GreenPlainsI,17.12,+0.43,2.58%,3124,63436,80.62%,+84.42%,2966,158,0.0533
24-07-17,VLO,ValeroEnergy,149.59,+0.76,0.51%,24668,218167,56.58%,+83.61%,23043,1625,0.0705
24-07-17,PGY,PagayaTechnol,14.44,-0.65,-4.31%,1735,65978,44.72%,+80.92%,1711,24,0.0140
24-07-17,SNPS,SynopsysInc,580.37,-32.64,-5.32%,3106,38819,38.03%,+76.58%,2543,563,0.2214
24-07-17,XPO,XpoInc,114.97,-3.70,-3.12%,2464,50508,48.75%,+74.63%,1335,1129,0.8457
24-07-17,ZBH,ZimmerBiomet,111.38,+3.92,3.65%,1517,21941,57.19%,+73.37%,444,1073,2.4167
24-07-17,ACMR,AcmResearchI,23.11,-0.80,-3.35%,3239,40990,68.68%,+71.92%,2746,493,0.1795
24-07-17,HDB,HdfcBankLtd,60.17,-0.76,-1.26%,1756,34453,52.41%,+70.49%,893,863,0.9664
24-07-17,MO,AltriaGroup,48.85,+0.82,1.70%,30477,395180,58.12%,+69.28%,22257,8220,0.3693
24-07-17,PCAR,PaccarInc,109.15,+0.26,0.24%,1407,32373,85.85%,+65.92%,1218,189,0.1552
24-07-17,UNH,UnitedhealthG,565.11,+16.24,2.96%,48131,254038,49.16%,+61.43%,36547,11584,0.3170
24-07-17,AVGO,BroadcomLtd,160.79,-8.58,-5.07%,253723,3788553,35.85%,+59.90%,166949,86774,0.5198
