Report Date,Symbol,Name,Last,Change,% Change,Options Tot Vol,Options OI,Options IV 1y,Options % Change 1m,Call Vol,Put Vol,Put/Call
24-08-07,AMPS,AltusPowerIn,3.59,+0.12,3.46%,8017,12397,41.22%,+1850.61%,7857,160,0.0204
24-08-07,BDTX,BlackDiamond,5.01,-0.30,-5.57%,5161,3742,16.21%,+1603.30%,5136,25,0.0049
24-08-07,DVAX,DynavaxTechno,10.05,-0.02,-0.20%,4616,9318,69.59%,+1203.95%,3123,1493,0.4781
24-08-07,BBD,BancoBradesco,2.5,+0.11,4.60%,22635,138202,20.49%,+1118.25%,4913,17722,3.6072
24-08-07,DT,DynatraceInc,40.49,-0.59,-1.44%,44315,76656,100.00%,+978.49%,37222,7093,0.1906
24-08-07,PK,ParkHotels&,13.8,+0.16,1.17%,5107,12376,92.98%,+938.01%,5087,20,0.0039
24-08-07,ROIV,RoivantScienc,10.34,+0.03,0.34%,15277,44920,36.99%,+932.93%,7735,7542,0.9750
24-08-07,EVH,EvolentHealth,21.78,+0.75,3.57%,6041,32334,87.61%,+890.33%,6035,6,0.0010
24-08-07,FREY,FreyrBattery,1.39,-0.08,-5.44%,3737,34927,50.67%,+846.08%,3640,97,0.0266
24-08-07,GOGO,GogoInc,8.04,+0.03,0.37%,3602,28219,70.05%,+818.88%,2138,1464,0.6848
24-08-07,CART,MaplebearInc,31.43,+0.32,1.03%,31690,58575,42.84%,+780.03%,26601,5089,0.1913
24-08-07,HRB,H&RBlock,54.54,-0.28,-0.51%,4213,14068,80.15%,+779.54%,790,3423,4.3329
24-08-07,DVA,DavitaHealthc,136.99,+1.58,1.17%,9006,24037,80.40%,+773.52%,8311,695,0.0836
24-08-07,SSTK,ShutterstockI,36.73,-1.24,-3.27%,4092,20480,55.39%,+685.41%,129,3963,30.7209
24-08-07,ML,MoneylionInc,48.99,-10.71,-17.94%,3790,5500,77.98%,+684.68%,732,3058,4.1776
24-08-07,JNPR,JuniperNetwor,38.12,+0.15,0.40%,5901,49985,26.02%,+672.38%,542,5359,9.8875
24-08-07,ESTA,Establishment,36.53,+2.13,6.19%,6661,10881,99.91%,+655.22%,2642,4019,1.5212
24-08-07,AMBC,AmbacFinancia,10.4,-1.27,-10.88%,5616,52344,61.06%,+648.80%,4244,1372,0.3233
24-08-07,CRBP,CorbusPharmac,52.94,-2.09,-3.80%,5424,12806,47.50%,+546.48%,3400,2024,0.5953
24-08-07,YOU,ClearSecureI,24.18,+4.71,24.19%,12360,49359,65.09%,+538.43%,9584,2776,0.2896
24-08-07,LUMN,LumenTechnolo,5,+2.41,93.05%,411172,848159,64.24%,+535.86%,263649,147523,0.5595
24-08-07,NN,NextnavInc,8.06,+1.00,14.16%,16936,94253,100.00%,+519.23%,15938,998,0.0626
24-08-07,CTXR,CitiusPharmac,1.02,+0.09,9.40%,9297,28342,18.17%,+517.74%,8427,870,0.1032
24-08-07,FIGS,FigsIncClA,5.67,-0.11,-1.90%,7098,28639,71.81%,+515.08%,7071,27,0.0038
24-08-07,BRBR,BellringBrand,52.73,+3.41,6.91%,10997,25013,27.80%,+492.51%,890,10107,11.3562
24-08-07,FYBR,FrontierCommu,27.68,+1.65,6.34%,17912,80434,48.86%,+490.38%,1461,16451,11.2601
24-08-07,VFC,V.F.Corp,16.44,+0.37,2.30%,121919,508576,90.74%,+444.72%,53327,68592,1.2863
24-08-07,GPRE,GreenPlainsI,14.13,-2.05,-12.67%,10823,67329,67.88%,+432.89%,5870,4953,0.8438
24-08-07,FE,FirstenergyCo,42.14,+0.26,0.62%,10684,37196,21.28%,+432.60%,10360,324,0.0313
24-08-07,TDW,TidewaterInc,88.15,+3.56,4.21%,9668,24600,87.96%,+426.01%,6716,2952,0.4395
24-08-07,WEC,WisconsinEner,88.47,+0.28,0.32%,3169,17025,36.90%,+422.08%,335,2834,8.4597
24-08-07,GPN,GlobalPayment,93.02,+0.36,0.39%,18855,89174,88.67%,+420.43%,16125,2730,0.1693
24-08-07,BMRN,BiomarinPharm,86.87,+6.40,7.95%,7156,44737,57.13%,+410.41%,3620,3536,0.9768
24-08-07,SGMO,SangamoTherap,0.99,+0.22,28.92%,17838,47163,22.19%,+394.13%,15450,2388,0.1546
24-08-07,HROW,HarrowInc,22.72,-0.07,-0.31%,3204,15567,56.48%,+389.91%,34,3170,93.2353
24-08-07,TOST,ToastIncClA,24.19,+0.27,1.13%,48547,177729,63.37%,+388.06%,22086,26461,1.1981
24-08-07,ATNM,ActiniumPharm,2.87,+0.39,15.73%,3432,11362,100.00%,+382.02%,2360,1072,0.4542
24-08-07,BAX,BaxterInterna,36.92,+2.28,6.58%,26385,90545,60.02%,+381.13%,7340,19045,2.5947
24-08-07,CNQ,CanadianNatur,33.25,+0.33,1.00%,8731,129154,66.87%,+370.67%,3401,5330,1.5672
24-08-07,NTGR,NetgearInc,14.62,+0.03,0.21%,4274,34074,57.04%,+364.06%,4258,16,0.0038
24-08-07,ARLP,AllianceResou,23.32,+0.30,1.30%,4159,28622,59.22%,+351.57%,3933,226,0.0575
24-08-07,EQNR,EquinorASAAD,25.73,+0.30,1.18%,3998,30417,77.09%,+347.70%,3878,120,0.0309
24-08-07,MBI,MBIAInc,4.06,-0.10,-2.40%,6117,46775,68.28%,+344.55%,100,6017,60.1700
24-08-07,CHGG,CheggInc,2.28,-0.65,-22.18%,6874,60093,59.59%,+342.91%,2770,4104,1.4816
24-08-07,GO,GroceryOutlet,18.54,+0.26,1.42%,4225,16560,90.36%,+341.95%,3887,338,0.0870
24-08-07,UNIT,UnitiGroupIn,4.13,+0.45,12.23%,8726,74463,39.19%,+323.18%,8620,106,0.0123
