Report Date,Symbol,Name,Last,Change,% Change,Options Tot Vol,Options OI,Options IV 1y,Options % Change 1m,Call Vol,Put Vol,Put/Call
24-07-16,IBKR,InteractiveBr,123.21,-1.46,-1.17%,2313,33399,76.83%,+104.87%,1571,742,0.4723
24-07-16,AQST,AquestiveTher,2.9,+0.13,4.87%,1016,20701,7.83%,+96.90%,321,695,2.1651
24-07-16,BIRK,BirkenstockHo,55,+0.34,0.62%,2667,20347,11.84%,+95.67%,2665,2,0.0008
24-07-16,EPAM,EpamSystemsI,209.18,+9.46,4.73%,1104,10965,78.32%,+95.05%,993,111,0.1118
24-07-16,PRU,PrudentialFin,127.28,+1.74,1.39%,3446,136386,40.26%,+91.98%,471,2975,6.3163
24-07-16,CHGG,CheggInc,3.64,+0.47,14.83%,2916,73417,100.00%,+91.97%,2730,186,0.0681
24-07-16,SHOP,ShopifyInc,67.62,+3.41,5.31%,139745,771807,76.42%,+91.88%,118333,21412,0.1809
24-07-16,CNP,CenterpointEn,28.58,+0.30,1.08%,1467,15549,58.44%,+88.08%,455,1012,2.2242
24-07-16,NKLA,NikolaCorp,9.88,+0.23,2.38%,112180,1441730,25.04%,+86.06%,7788,104392,13.4042
24-07-16,TRV,TheTravelers,216.92,+3.52,1.65%,1635,18867,71.34%,+76.19%,1565,70,0.0447
24-07-16,CRGY,CrescentEnerg,12.41,-0.09,-0.72%,2227,24735,26.36%,+75.08%,99,2128,21.4949
24-07-16,HPP,HudsonPacific,5.5,+0.01,0.18%,1727,62213,68.63%,+69.65%,1727,0,0.0000
24-07-16,STT,StateStreetC,81.46,+2.52,3.19%,2904,54050,5.91%,+69.53%,1547,1357,0.8772
24-07-16,U,UnitySoftware,17.51,+0.58,3.43%,75132,702946,100.00%,+68.70%,72089,3043,0.0422
24-07-16,MCRB,SeresTherapeu,1.295,+0.10,8.82%,2915,55469,24.64%,+60.43%,2882,33,0.0115
24-07-16,AHCO,AdapthealthCo,11.16,+0.42,3.91%,1035,56161,43.56%,+58.26%,1035,0,0.0000
24-07-16,HAS,HasbroInc,61.17,+1.66,2.79%,1802,73890,38.75%,+58.21%,725,1077,1.4855
24-07-16,NBR,NaborsIndustr,79.44,+0.86,1.09%,1303,13732,64.64%,+56.99%,1,1302,1302.0000
24-07-16,LEGN,LegendBiotech,57.51,+3.52,6.52%,1125,18491,80.74%,+55.82%,1077,48,0.0446
24-07-16,GERN,GeronCorp,5.01,+0.11,2.14%,3378,106780,12.27%,+54.25%,3252,126,0.0387
24-07-16,JBHT,JBHuntTrans,172.71,+3.10,1.82%,2063,17383,100.00%,+53.16%,870,1193,1.3713
24-07-16,SNBR,SleepNumberC,9.08,+0.45,5.21%,1679,19296,89.97%,+48.85%,179,1500,8.3799
24-07-16,IRBT,IrobotCorp,11.03,+0.35,3.28%,2342,75791,37.62%,+48.60%,2201,141,0.0641
24-07-16,SYY,SyscoCorp,72.46,+0.66,0.92%,1312,46612,49.56%,+48.25%,1291,21,0.0163
24-07-16,AZN,AstrazenecaPl,78.22,+0.10,0.13%,7301,122673,54.01%,+46.64%,289,7012,24.2630
24-07-16,HUMA,HumacyteInc,8.4,+0.00,0.00%,5457,49892,86.01%,+46.46%,4678,779,0.1665
24-07-16,BAC,BankofAmeric,43.89,+2.00,4.77%,254014,3201319,18.10%,+45.44%,168883,85131,0.5041
24-07-16,BTG,B2GoldCorp,3.09,+0.06,1.82%,3254,219712,62.05%,+45.07%,3181,73,0.0229
24-07-16,AGL,AgilonHealth,6.99,+0.45,6.88%,1067,63288,52.82%,+43.99%,561,506,0.9020
24-07-16,DOCN,DigitaloceanH,33.35,-0.27,-0.80%,3659,111007,53.36%,+43.32%,3538,121,0.0342
24-07-16,CRSP,CrisprTherape,61,+3.54,6.16%,5819,80822,40.33%,+35.80%,5283,536,0.1015
24-07-16,RY,RoyalBankof,110.72,-0.08,-0.08%,1143,28740,12.76%,+34.15%,42,1101,26.2143
24-07-16,CAPR,CapricorThera,4.84,+0.18,3.86%,1004,20695,0.79%,+34.05%,1001,3,0.0030
24-07-16,AMSC,AmerSupercond,32.52,+1.33,4.26%,3933,43337,24.97%,+32.20%,3422,511,0.1493
24-07-16,EA,ElectronicArt,146.48,+1.48,1.02%,6627,79065,74.83%,+31.91%,6281,346,0.0551
24-07-16,MS,MorganStanley,107.02,+1.76,1.67%,44863,772763,10.46%,+30.54%,31320,13543,0.4324
24-07-16,CNC,CenteneCorp,67.74,+1.74,2.64%,4391,70205,62.64%,+29.15%,4297,94,0.0219
24-07-16,RUM,RumbleInc,6.89,-0.28,-3.91%,8932,154373,47.97%,+27.18%,7269,1663,0.2288
24-07-16,AA,AlcoaCorp,37.71,-1.59,-4.06%,22601,270406,48.95%,+26.68%,19344,3257,0.1684
24-07-16,CORT,CorceptTherap,33.47,+1.12,3.45%,1688,35816,2.39%,+26.44%,1682,6,0.0036
24-07-16,ELV,ElevanceHealt,548.76,+18.10,3.41%,988,29093,47.70%,+25.86%,491,497,1.0122
24-07-16,TOL,TollBrothers,129.39,+5.91,4.79%,6643,62972,43.54%,+22.97%,1828,4815,2.6340
24-07-16,WEN,WendysCompany,17.72,+0.53,3.08%,1170,46190,75.50%,+22.90%,1032,138,0.1337
24-07-16,BMRN,BiomarinPharm,85,+0.41,0.48%,1650,48967,35.50%,+17.77%,1586,64,0.0404
24-07-16,HBI,HanesbrandsIn,5.2,+0.16,3.08%,1309,140517,43.36%,+17.50%,504,805,1.5972
24-07-16,MGNI,MagniteInc,15.67,+0.36,2.35%,1977,59866,48.96%,+13.95%,1951,26,0.0133
24-07-16,OUST,OusterInc,16.41,+0.39,2.40%,1359,22023,56.34%,+12.13%,913,446,0.4885
24-07-16,BLDR,BuildersFirst,159.21,+6.04,3.95%,3118,45616,57.14%,+11.56%,1982,1136,0.5732
24-07-16,ROOT,RootInc,78.47,+2.36,3.10%,1176,16244,60.24%,+8.79%,838,338,0.4033
24-07-16,AEHR,AehrTestSyst,16.33,-0.10,-0.61%,3751,50950,44.64%,+8.79%,3337,414,0.1241
24-07-16,UL,UnileverPlcA,57.12,+0.16,0.28%,930,54395,68.38%,+8.64%,152,778,5.1184
24-07-16,RDDT,RedditIncCl,68.25,-4.73,-6.48%,27060,164310,34.19%,+7.31%,8716,18344,2.1046
24-07-16,DHI,D.R.Horton,159.7,+7.54,4.95%,6411,80700,54.98%,+3.67%,3660,2751,0.7516
24-07-16,TERN,TernsPharmace,9.85,-0.14,-1.35%,972,16384,31.03%,+2.64%,868,104,0.1198
24-07-16,RSI,RushStreetIn,9.95,+0.23,2.31%,1365,27559,35.92%,+1.34%,1365,0,0.0000
24-07-16,MTCH,MatchGroupIn,34.31,+2.29,7.15%,8874,223380,87.67%,-0.59%,7212,1662,0.2304
24-07-16,GS,GoldmanSachs,504.18,+11.95,2.43%,32507,271898,26.39%,-1.76%,20749,11758,0.5667
24-07-16,AVGO,BroadcomLtd,168.71,-2.71,-1.58%,142207,3774947,31.83%,-3.46%,92185,50022,0.5426
24-07-16,SCCO,SouthernCoppe,109.61,-2.97,-2.64%,994,35549,92.86%,-3.87%,853,141,0.1653
24-07-16,PHM,Pultegroup,121.78,+5.54,4.77%,2087,63091,56.04%,-4.35%,1775,312,0.1758
24-07-16,SBLK,StarBulkCarr,23.98,+0.01,0.04%,1462,46969,29.74%,-4.76%,1424,38,0.0267
24-07-16,CORZ,CoreScientifi,11.56,+0.55,5.04%,42730,714129,22.67%,-5.36%,38500,4230,0.1099
24-07-16,TDOC,TeladocHealth,9.67,+0.41,4.43%,10559,203282,80.68%,-5.66%,9200,1359,0.1477
24-07-16,RF,RegionsFinanc,21.58,+0.58,2.79%,2013,95051,20.35%,-6.24%,1894,119,0.0628
24-07-16,BGS,B&GFoodsHold,8.18,+0.20,2.56%,1009,53551,42.85%,-6.75%,998,11,0.0110
24-07-16,CEG,Constellation,209.34,-3.54,-1.66%,3737,84934,85.19%,-8.16%,291,3446,11.8419
24-07-16,QS,QuantumscapeC,8.78,+0.16,1.86%,41112,492244,60.92%,-8.20%,34546,6566,0.1901
24-07-16,COF,CapitalOneFi,147.49,+2.88,2.00%,5474,115681,46.34%,-8.48%,2753,2721,0.9884
24-07-16,TOST,ToastIncClA,26.43,+0.51,1.99%,9549,192706,71.76%,-9.98%,8992,557,0.0619
24-07-16,HUM,HumanaInc,393,+8.79,2.29%,4116,110160,57.13%,-10.13%,2954,1162,0.3934
24-07-16,HTZ,HertzGlobalH,4.35,+0.08,1.87%,8369,353733,91.26%,-11.30%,7769,600,0.0772
24-07-16,CLOV,CloverHealth,1.625,+0.04,2.85%,8747,158263,19.41%,-12.09%,7364,1383,0.1878
24-07-16,ALLY,AllyFinancial,44.02,+0.24,0.55%,2551,120348,34.36%,-12.43%,1177,1374,1.1674
24-07-16,CAT,CaterpillarIn,353.76,+7.99,2.31%,16867,232894,61.25%,-13.31%,11586,5281,0.4558
24-07-16,KD,KyndrylHldgs,27.13,+0.39,1.46%,1085,47440,80.88%,-13.75%,1053,32,0.0304
24-07-16,LXRX,LexiconPharma,2.26,+0.14,6.37%,1419,51736,7.84%,-14.62%,844,575,0.6813
24-07-16,EQT,EqtCorp,36.06,-0.77,-2.08%,3592,209804,46.59%,-16.13%,724,2868,3.9613
24-07-16,NN,NextnavInc,9.41,+0.21,2.28%,956,94944,59.89%,-17.23%,756,200,0.2646
24-07-16,BE,BloomEnergyC,14.55,+0.01,0.07%,4715,222223,64.90%,-18.27%,3828,887,0.2317
24-07-16,ACHR,ArcherAviatio,5.16,+0.11,2.28%,16460,336929,28.75%,-18.77%,16249,211,0.0130
24-07-16,AI,C3.AiIncClA,29.97,-0.61,-2.01%,40731,523135,7.41%,-20.57%,36526,4205,0.1151
24-07-16,GEO,GeoGroupInc,17.95,+0.52,2.98%,5565,193670,24.29%,-20.91%,5271,294,0.0558
24-07-16,JNJ,Johnson&John,150.47,+1.23,0.82%,21004,346196,55.69%,-21.27%,17860,3144,0.1760
24-07-16,HCA,HcaHoldingsI,319.32,+2.33,0.74%,1549,48243,71.49%,-22.20%,126,1423,11.2937
24-07-16,UWMC,UwmHldgCorp,8.02,+0.13,1.71%,923,74852,33.76%,-22.24%,746,177,0.2373
24-07-16,BZFD,BuzzfeedInc,2.69,-0.12,-4.09%,1242,33842,14.01%,-23.24%,1240,2,0.0016
24-07-16,IONS,IonisPharmace,50.04,+2.47,5.19%,952,35107,18.54%,-23.29%,850,102,0.1200
24-07-16,ABNB,AirbnbIncCl,149.98,+2.76,1.87%,19956,360056,53.00%,-24.75%,17978,1978,0.1100
24-07-16,BCRX,BiocrystPharm,7.34,+0.16,2.30%,884,48856,33.66%,-25.65%,862,22,0.0255
24-07-16,PAAS,PanAmerSilve,23.73,+0.52,2.24%,6361,212157,44.64%,-26.19%,3645,2716,0.7451
24-07-16,HOG,Harley-Davidso,35.63,+0.44,1.25%,1687,48319,83.46%,-26.36%,139,1548,11.1367
24-07-16,BRK.B,BerkshireHath,436.95,+2.53,0.58%,15800,393679,49.79%,-26.40%,13384,2416,0.1805
24-07-16,RDFN,RedfinCorp,8.25,-0.02,-0.24%,6647,264617,77.64%,-27.98%,4795,1852,0.3862
24-07-16,BCS,BarclaysPlcA,11.77,+0.03,0.30%,1018,127399,39.94%,-28.01%,1014,4,0.0039
24-07-16,UPST,UpstartHoldin,29.84,-0.11,-0.38%,34651,420204,51.04%,-28.25%,26235,8416,0.3208
24-07-16,NTNX,NutanixInc,50.66,-1.08,-2.09%,1666,88041,23.50%,-28.50%,896,770,0.8594
24-07-16,FSLY,FastlyInc,7.8,+0.20,2.70%,3572,132353,93.82%,-28.79%,3359,213,0.0634
24-07-16,CTSH,CognizantTech,73.1,+0.67,0.93%,2290,96428,62.46%,-28.82%,2169,121,0.0558
24-07-16,ZION,ZionsBancorp,49.95,+1.71,3.54%,1798,98580,31.54%,-30.17%,1600,198,0.1237
24-07-16,ONON,OnHoldingAg,38.81,+1.22,3.23%,9430,369915,57.51%,-30.49%,7318,2112,0.2886
24-07-16,FUTU,FutuHoldings,67.32,-0.29,-0.44%,4709,106108,26.51%,-30.57%,648,4061,6.2670
24-07-16,NVAX,NovavaxInc,15.99,+0.87,5.75%,16650,399595,57.11%,-30.67%,14493,2157,0.1488
24-07-16,CIFR,CipherMining,6.45,+0.47,7.86%,18679,353097,20.72%,-30.80%,16989,1690,0.0995
24-07-16,RIO,RioTintoPlc,65.3,-2.25,-3.33%,4253,179693,64.78%,-31.40%,1901,2352,1.2372
24-07-16,MGM,MGMResortsIn,46.62,+0.47,1.02%,8273,162212,33.91%,-31.68%,7590,683,0.0900
24-07-16,MNKD,MannkindCorp,5.97,+0.14,2.40%,1357,83296,4.44%,-31.88%,1357,0,0.0000
24-07-16,DJT,TrumpMedia&,37.26,-3.32,-8.17%,77639,528283,30.26%,-32.64%,48239,29400,0.6095
24-07-16,VFS,VinfastAutoL,4.71,+0.07,1.53%,3248,101542,14.87%,-33.35%,292,2956,10.1233
24-07-16,NWL,NewellRubberm,6.58,+0.30,4.78%,1307,99787,57.22%,-33.76%,967,340,0.3516
24-07-16,JOBY,JobyAviation,6.93,-0.02,-0.36%,4480,200083,50.92%,-33.96%,4223,257,0.0609
24-07-16,LNTH,LantheusHoldi,122.86,-0.33,-0.27%,1668,45858,48.78%,-34.25%,263,1405,5.3422
24-07-16,ASAN,AsanaIncClA,14.64,+0.73,5.21%,2142,71126,13.72%,-34.48%,1970,172,0.0873
24-07-16,SWKS,SkyworksSolut,119.34,+3.46,2.99%,3313,89550,72.35%,-34.63%,2912,401,0.1377
24-07-16,SYF,SynchronyFina,51.37,+0.65,1.28%,2252,108516,39.89%,-34.80%,130,2122,16.3231
24-07-16,INFY,InfosysLtdAD,20.55,+0.24,1.18%,1445,65139,50.46%,-36.46%,507,938,1.8501
24-07-16,CGC,CanopyGrowth,7.05,-0.09,-1.26%,11456,576674,8.16%,-36.71%,9914,1542,0.1555
24-07-16,BURL,BurlingtonSto,250.2,+5.40,2.20%,2651,46533,4.30%,-36.72%,127,2524,19.8740
24-07-16,ZS,ZscalerInc,198.68,-5.79,-2.83%,8956,198769,10.02%,-36.98%,6808,2148,0.3155
24-07-16,CLSK,CleansparkInc,18.85,+0.56,3.03%,59063,596513,29.33%,-37.17%,48471,10592,0.2185
24-07-16,CART,MaplebearInc,35.56,+0.83,2.39%,1348,84256,19.18%,-37.68%,771,577,0.7484
24-07-16,CB,ChubbLtd,263.22,+3.02,1.16%,1215,55157,60.00%,-37.82%,971,244,0.2513
24-07-16,KBH,KBHome,80.28,+3.67,4.78%,2313,95629,29.98%,-37.92%,1660,653,0.3934
24-07-16,UBER,UberTechnolog,73.69,+1.40,1.94%,44557,1207880,70.79%,-38.09%,35997,8560,0.2378
24-07-16,PYPL,PaypalHolding,61.33,+0.86,1.42%,58373,1685272,62.26%,-38.39%,53390,4983,0.0933
24-07-16,MNDY,Monday.comLtd,234.85,-1.68,-0.71%,911,21230,50.78%,-38.61%,288,623,2.1632
24-07-16,EQX,EquinoxGoldC,6.07,+0.13,2.27%,1499,165921,16.66%,-38.97%,1269,230,0.1812
24-07-16,NVS,NovartisAgAD,110.45,+0.12,0.11%,1640,67763,72.89%,-38.99%,1538,102,0.0663
24-07-16,PNC,PNCBank,174.46,+5.44,3.22%,4574,82941,0.00%,-39.35%,2218,2356,1.0622
24-07-16,WFC,WellsFargo&,59.13,+1.40,2.42%,45295,1365188,16.15%,-39.49%,34209,11086,0.3241
24-07-16,EXPE,ExpediaGroup,135.53,+3.01,2.27%,2499,107263,88.17%,-40.00%,1490,1009,0.6772
24-07-16,WM,WasteManageme,219.67,+3.67,1.70%,1565,28249,73.69%,-40.43%,1268,297,0.2342
24-07-16,WBD,DiscoveryInc,7.76,+0.34,4.56%,20610,905129,76.66%,-40.64%,14322,6288,0.4390
24-07-16,IMPP,ImperialPetro,3.85,+0.02,0.45%,1046,105451,4.56%,-40.80%,1046,0,0.0000
24-07-16,HD,HomeDepot,364.91,+6.45,1.80%,14840,230787,60.16%,-40.81%,11225,3615,0.3220
24-07-16,MAR,MarriotIntCl,250.8,+4.13,1.68%,1044,60767,42.58%,-40.82%,661,383,0.5794
24-07-16,IBN,IciciBankLtd,29.38,+0.20,0.70%,868,54471,0.00%,-41.43%,864,4,0.0046
24-07-16,SNDL,SndlInc,2.19,-0.01,-0.23%,2607,168829,15.52%,-41.56%,2182,425,0.1948
24-07-16,ASML,AsmlHoldings,1064.77,+1.14,0.11%,5195,93795,90.36%,-41.92%,2615,2580,0.9866
24-07-16,GFI,GoldFieldsLt,16.8,+0.84,5.26%,918,140074,36.03%,-42.01%,874,44,0.0503
24-07-16,ON,OnSemiconduct,77.04,+0.67,0.88%,10660,237826,68.49%,-42.29%,9606,1054,0.1097
24-07-16,CMA,ComericaInc,57.22,+1.08,1.92%,3820,122071,11.64%,-42.86%,506,3314,6.5494
24-07-16,TLRY,TilrayBrands,1.9121,+0.00,0.11%,14568,731537,11.84%,-42.88%,13168,1400,0.1063
24-07-16,JMIA,JumiaTechnolo,14.15,+0.95,7.20%,11241,154501,86.31%,-43.28%,7518,3723,0.4952
24-07-16,AAL,AmericanAirli,11.05,+0.42,3.95%,68100,3721941,75.63%,-43.29%,49368,18732,0.3794
24-07-16,S,SentineloneIn,21.83,+0.11,0.48%,3171,197434,7.26%,-44.14%,2723,448,0.1645
24-07-16,FITB,FifthThirdBa,39.99,+0.83,2.13%,1130,62343,17.89%,-45.01%,383,747,1.9504
24-07-16,ROKU,RokuInc,64.09,+1.65,2.64%,20867,289830,80.68%,-45.24%,18356,2511,0.1368
24-07-16,OCGN,OcugenInc,1.971,+0.06,3.19%,1364,77201,10.32%,-45.37%,1294,70,0.0541
24-07-16,TGTX,TgTherapeutic,22.1,+0.83,3.93%,2749,106041,48.49%,-45.46%,2610,139,0.0533
24-07-16,CL,Colgate-Palmol,97.54,+0.29,0.30%,2304,97894,52.67%,-46.13%,364,1940,5.3297
24-07-16,MSFT,MicrosoftCorp,448.38,-5.58,-1.23%,145502,2417239,61.52%,-46.32%,101522,43980,0.4332
24-07-16,WAL,WesternAllian,72.19,+2.35,3.36%,1541,63083,30.95%,-46.46%,1293,248,0.1918
24-07-16,MARA,MarathonDigit,24.75,+0.17,0.69%,153050,1240245,11.51%,-46.73%,101178,51872,0.5127
24-07-16,KEY,Keycorp,15.87,+0.37,2.39%,4499,220835,10.30%,-46.98%,2270,2229,0.9819
24-07-16,M,MacInc,16.78,-0.07,-0.42%,11152,331808,42.30%,-47.10%,8876,2276,0.2564
24-07-16,CRBG,CorebridgeFin,30.29,+0.39,1.29%,3157,146171,38.26%,-47.53%,1606,1551,0.9658
24-07-16,CFG,CitizensFinan,39.51,+0.85,2.21%,1865,90816,23.07%,-48.32%,364,1501,4.1236
24-07-16,FGEN,FibrogenIncC,1.08,+0.02,1.89%,1598,68477,21.20%,-48.47%,1026,572,0.5575
24-07-16,PCRX,PaciraPharmI,21.7,+0.40,1.88%,939,33869,94.37%,-48.58%,902,37,0.0410
24-07-16,SOFI,SofiTechnolog,7.42,+0.09,1.23%,87795,2855557,48.04%,-48.66%,74257,13538,0.1823
24-07-16,NEGG,NeweggCommerc,1.14,+0.12,11.76%,942,30417,17.33%,-48.69%,930,12,0.0129
24-07-16,RIOT,RiotPlatforms,11.42,-0.06,-0.52%,54171,1021418,21.12%,-49.75%,41709,12462,0.2988
24-07-16,RKT,RocketCompani,15.03,+0.47,3.26%,3361,133070,51.77%,-49.87%,3144,217,0.0690
24-07-16,BYON,BeyondInc,14.07,+0.60,4.42%,4217,117255,83.47%,-50.25%,3398,819,0.2410
24-07-16,DUK,DukeEnergyCo,106.72,+1.40,1.33%,1458,107538,34.83%,-50.53%,895,563,0.6291
24-07-16,EVGO,EvgoInc,3.75,-0.26,-6.48%,1300,75956,66.15%,-50.59%,733,567,0.7735
24-07-16,NTES,NeteaseIncAD,92.72,-1.01,-1.08%,944,43693,32.78%,-50.83%,527,417,0.7913
24-07-16,TMO,ThermoFisher,552.79,+8.11,1.49%,1360,51906,67.47%,-51.06%,462,898,1.9437
24-07-16,XPEV,XpengIncADR,8.66,+0.26,3.10%,12255,381638,40.86%,-52.07%,7731,4524,0.5852
24-07-16,ETSY,EtsyInc,63.76,+2.19,3.56%,5814,242659,65.10%,-52.22%,3620,2194,0.6061
24-07-16,TSCO,TractorSupply,277.3,+6.46,2.39%,1030,26512,70.69%,-52.42%,379,651,1.7177
24-07-16,IBM,International,185.81,+2.93,1.60%,10575,351535,81.38%,-52.44%,8892,1683,0.1893
24-07-16,MMM,3MCompany,103.36,+0.64,0.63%,5070,216105,68.13%,-52.79%,4455,615,0.1380
24-07-16,PLUG,PlugPowerInc,3.13,-0.08,-2.52%,15076,1088236,55.26%,-53.09%,13620,1456,0.1069
24-07-16,AFRM,AffirmHolding,32.59,+0.49,1.53%,29055,482950,11.83%,-53.09%,23513,5542,0.2357
24-07-16,WSM,Williams-Sonom,158.85,+3.98,2.57%,1098,83969,75.33%,-53.10%,106,992,9.3585
24-07-16,BP,BPPlcADR,34.57,-0.46,-1.31%,8439,551500,50.89%,-53.14%,5975,2464,0.4124
24-07-16,JWN,Nordstrom,23.48,+0.68,2.98%,1212,147673,25.32%,-53.65%,589,623,1.0577
24-07-16,TGT,TargetCorp,153.6,+2.30,1.52%,14922,366961,18.30%,-53.77%,12059,2863,0.2374
24-07-16,HON,HoneywellInte,218.34,+2.62,1.21%,1743,87490,47.85%,-53.84%,950,793,0.8347
24-07-16,HAL,HalliburtonCo,35.77,+0.54,1.52%,7108,414967,36.66%,-54.16%,4653,2455,0.5276
24-07-16,LCID,LucidGroupIn,3.76,+0.15,4.15%,37672,1843681,73.46%,-54.38%,27563,10109,0.3668
24-07-16,HOOD,RobinhoodMark,23.74,-0.20,-0.84%,51733,1313429,93.95%,-54.40%,39311,12422,0.3160
24-07-16,AXP,AmericanExpre,246.37,+2.37,0.97%,4926,290364,66.61%,-54.52%,3394,1532,0.4514
24-07-16,FDX,FedexCorp,312.61,+7.59,2.49%,19603,230157,8.24%,-54.73%,10961,8642,0.7884
24-07-16,KHC,KraftHeinzCo,32.76,+0.47,1.47%,5488,304821,61.40%,-54.84%,4033,1455,0.3608
24-07-16,RXRX,RecursionPhar,8.35,+0.15,1.83%,2477,118566,36.04%,-54.85%,1325,1152,0.8694
24-07-16,BK,BankofNewYo,65.74,+0.03,0.04%,1038,78955,6.18%,-54.99%,764,274,0.3586
24-07-16,NUE,NucorCorp,165.55,+0.68,0.42%,1795,102909,82.46%,-55.00%,1044,751,0.7193
24-07-16,FCX,Freeport-Mcmor,49.02,-1.40,-2.78%,20432,1051412,71.68%,-55.21%,10687,9745,0.9119
24-07-16,STLA,StellantisN.V,20.1,-0.13,-0.64%,1848,212174,39.34%,-55.46%,258,1590,6.1628
24-07-16,CI,TheCignaGrou,340.7,+9.28,2.80%,1208,67814,64.49%,-55.64%,582,626,1.0756
24-07-16,GEHC,GEHealthcare,82.74,+2.55,3.18%,1546,96256,99.61%,-55.99%,1392,154,0.1106
24-07-16,UAL,UnitedAirline,45.77,+1.45,3.27%,16066,838831,71.11%,-56.15%,10948,5118,0.4675
24-07-16,LMND,LemonadeInc,21.39,+0.75,3.61%,3338,134171,46.92%,-56.58%,3014,324,0.1075
24-07-16,AAOI,AppliedOptoel,10.74,+0.54,5.29%,1416,55677,51.05%,-56.76%,1184,232,0.1959
24-07-16,HE,HawaiianElect,11.01,+0.43,4.06%,4170,107655,36.26%,-56.78%,3855,315,0.0817
24-07-16,META,MetaPlatforms,491.12,-5.04,-1.02%,151679,2253744,85.91%,-56.81%,94337,57342,0.6078
24-07-16,BIG,BigLots,1.2983,+0.18,15.92%,1871,137112,75.84%,-57.06%,1585,286,0.1804
