Report Date,Symbol,Name,Last,Change,% Change,Options Tot Vol,Options OI,Options IV 1y,Options % Change 1m,Call Vol,Put Vol,Put/Call
24-07-11,UROY,UraniumRoyalt,2.51,+0.25,11.06%,14959,23532,34.60%,+1263.63%,14306,653,0.0456
24-07-11,PSMT,PricesmartInc,78.3,+0.08,0.10%,2404,1515,100.00%,+1243.02%,1018,1386,1.3615
24-07-11,RGTI,RigettiComput,1.08,+0.04,3.85%,12698,26022,14.79%,+1166.00%,12347,351,0.0284
24-07-11,NVRO,NevroCorp,8.01,+0.40,5.26%,3020,17061,70.61%,+1147.93%,2939,81,0.0276
24-07-11,WDFC,WD40Company,219.75,-1.11,-0.50%,6833,5690,95.52%,+1128.96%,3228,3605,1.1168
24-07-11,LZ,Legalzoom.com,5.86,-1.99,-25.35%,23317,40317,100.00%,+1100.05%,17740,5577,0.3144
24-07-11,NEO,NeogenomicsIn,13.52,+0.12,0.90%,6128,16982,32.97%,+935.14%,3329,2799,0.8408
24-07-11,QURE,UniqureN.V.,10.12,+3.45,51.72%,45559,48724,68.53%,+918.31%,34378,11181,0.3252
24-07-11,GNL,GlobalNetLea,7.57,+0.09,1.20%,2262,6220,25.21%,+900.88%,305,1957,6.4164
24-07-11,BIRD,AllbirdsIncC,0.5768,+0.08,16.93%,4045,19281,9.56%,+898.77%,4043,2,0.0005
24-07-11,GENI,GeniusSports,5.36,-0.09,-1.65%,3167,27483,39.33%,+892.79%,3093,74,0.0239
24-07-11,CAG,ConagraBrands,28.81,+0.07,0.24%,36222,56660,75.57%,+869.54%,17844,18378,1.0299
24-07-11,ETWO,E2OpenParent,4.45,-0.21,-4.51%,2570,4508,38.46%,+862.55%,1204,1366,1.1346
24-07-11,GXO,GxoLogistics,48.65,+0.46,0.95%,6110,11594,44.63%,+824.36%,5930,180,0.0304
24-07-11,RVMD,RevolutionMed,42.46,-1.46,-3.32%,4743,6509,68.64%,+805.15%,3061,1682,0.5495
24-07-11,VSTS,VestisCorpora,11.97,-0.28,-2.29%,7620,47649,71.54%,+801.78%,7484,136,0.0182
24-07-11,LNTH,LantheusHoldi,106.18,+28.48,36.65%,14280,29574,53.32%,+792.50%,6261,8019,1.2808
24-07-11,SOUN,SoundhoundAi,5.07,+0.93,22.46%,205039,434125,27.64%,+752.80%,186339,18700,0.1004
24-07-11,NGD,NewGoldInc,2.38,+0.13,5.78%,6881,54446,26.07%,+687.30%,6507,374,0.0575
24-07-11,LILM,LiliumN.V.,0.9012,+0.03,3.59%,4728,15858,26.16%,+663.81%,4652,76,0.0163
24-07-11,KBR,KBRInc,63.8,+1.26,2.01%,10159,37853,48.63%,+615.42%,10093,66,0.0065
24-07-11,MATX,MatsonInc,122.63,+0.74,0.61%,3020,7477,59.73%,+599.07%,4,3016,754.0000
24-07-11,SAN,BancoSantande,4.84,+0.13,2.76%,2251,14214,60.79%,+594.75%,2251,0,0.0000
24-07-11,SGH,SmartGlobalH,29.32,+6.10,26.27%,27158,55180,23.65%,+588.76%,21058,6100,0.2897
24-07-11,KD,KyndrylHldgs,25.65,-0.20,-0.77%,8071,37362,56.44%,+579.38%,7980,91,0.0114
24-07-11,EXK,EndeavourSilv,4.63,+0.65,16.33%,15660,62234,43.71%,+559.65%,15340,320,0.0209
24-07-11,HEAR,TurtleBeachC,14.19,+0.43,3.12%,6432,26971,35.26%,+555.66%,6402,30,0.0047
24-07-11,GOTU,GaotuTechedu,5.26,-0.15,-2.77%,6609,43303,15.85%,+554.36%,6577,32,0.0049
24-07-11,HE,HawaiianElect,10.35,+1.78,20.77%,48907,79357,40.93%,+540.40%,30459,18448,0.6057
24-07-11,HUBS,HubspotInc,492.31,-67.90,-12.12%,20327,43118,42.91%,+490.39%,16107,4220,0.2620
24-07-11,CP,CanadianPacif,81.21,+2.75,3.50%,12735,35873,46.43%,+477.55%,5542,7193,1.2979
24-07-11,GRFS,GrifolsS.A.A,8.91,+0.54,6.45%,6658,65033,46.69%,+473.47%,6446,212,0.0329
24-07-11,BDX,BectonDickins,223.87,+2.40,1.08%,4909,20445,66.74%,+446.66%,926,3983,4.3013
24-07-11,BOWL,BowleroCorpC,13.85,-0.59,-4.09%,4250,21552,27.93%,+442.09%,2135,2115,0.9906
24-07-11,CFLT,ConfluentInc,25.77,-2.10,-7.53%,16771,152511,49.89%,+428.72%,14440,2331,0.1614
24-07-11,CM,CanadianImper,48.99,+0.47,0.97%,3091,27282,6.02%,+428.38%,1528,1563,1.0229
24-07-11,K,Kellanova,56.89,+0.52,0.92%,6081,65155,47.20%,+417.09%,5290,791,0.1495
24-07-11,GPI,Group1Automo,281.2,+0.28,0.10%,3467,14597,72.34%,+404.66%,1715,1752,1.0216
24-07-11,PAGS,PagseguroDigi,12.92,+0.28,2.22%,3929,96287,9.68%,+402.43%,1168,2761,2.3639
24-07-11,LSTR,LandstarSyste,175.32,+2.08,1.20%,6182,6804,72.95%,+385.24%,1745,4437,2.5427
24-07-11,EVGO,EvgoInc,3.2,+0.34,11.89%,7348,67298,71.95%,+381.84%,6909,439,0.0635
24-07-11,NBR,NaborsIndustr,74.15,+1.47,2.02%,2705,12321,74.77%,+376.23%,304,2401,7.8980
24-07-11,CHRW,C.H.Robinson,85.44,-1.11,-1.28%,8335,55210,57.26%,+373.31%,3135,5200,1.6587
24-07-11,CAPR,CapricorThera,4.6,+0.01,0.22%,2846,16156,28.76%,+369.64%,2177,669,0.3073
24-07-11,PEP,PepsicoInc,163.59,+1.69,1.04%,123739,255587,67.73%,+360.37%,68719,55020,0.8007
24-07-11,CRBG,CorebridgeFin,29.95,+0.46,1.56%,26044,135672,38.99%,+358.12%,18362,7682,0.4184
24-07-11,DAL,DeltaAirLine,46.86,-0.03,-0.06%,208934,781521,100.00%,+343.27%,133912,75022,0.5602
24-07-11,SABR,SabreCorp,2.97,+0.02,0.68%,8401,232746,58.89%,+343.09%,8178,223,0.0273
24-07-11,VET,VermilionEner,10.8,-0.22,-2.00%,3872,78322,73.93%,+338.51%,3667,205,0.0559
24-07-11,FIVN,Five9Inc,40,-1.81,-4.33%,4389,26387,64.19%,+335.85%,3888,501,0.1289
24-07-11,EXFY,ExpensifyInc,1.91,-0.09,-4.50%,2239,6776,30.53%,+319.29%,2088,151,0.0723
24-07-11,BIDU,BaiduIncADR,97.94,+2.54,2.66%,240682,448063,41.54%,+287.42%,207078,33604,0.1623
24-07-11,PSNY,GoresGuggenhe,0.9206,-0.03,-2.70%,14835,122500,53.30%,+284.73%,7739,7096,0.9169
24-07-11,SGMO,SangamoTherap,0.3988,+0.05,13.94%,2167,23708,25.23%,+281.51%,2164,3,0.0014
24-07-11,HA,HawaiianHlds,14.07,+0.27,1.96%,23032,213445,63.87%,+281.01%,15355,7677,0.5000
24-07-11,HELE,HelenofTroy,61.76,-2.57,-4.00%,6444,19313,38.18%,+273.13%,3059,3385,1.1066
24-07-11,UEC,UraniumEnergy,6.48,+0.47,7.82%,19941,200094,68.46%,+261.84%,19153,788,0.0411
24-07-11,ST,SensataTechno,39.27,+0.70,1.81%,2440,19513,27.38%,+258.82%,2360,80,0.0339
24-07-11,ON,OnSemiconduct,76.59,+3.11,4.23%,61176,225135,68.02%,+257.55%,56106,5070,0.0904
24-07-11,BEEM,BeamGlobal,6.92,-0.74,-9.66%,2592,9180,63.39%,+253.13%,2480,112,0.0452
24-07-11,URBN,UrbanOutfitte,44.37,+1.28,2.97%,6627,30031,26.99%,+239.50%,1273,5354,4.2058
24-07-11,PGR,ProgressiveCo,209.99,+0.50,0.24%,7102,46429,100.00%,+230.94%,2276,4826,2.1204
24-07-11,MANU,ManchesterUni,16.83,+0.89,5.58%,2298,36232,4.51%,+230.65%,1429,869,0.6081
24-07-11,SPHR,SphereEnterta,42.39,+2.68,6.75%,11074,55357,24.23%,+228.12%,10394,680,0.0654
24-07-11,RF,RegionsFinanc,20.19,+0.08,0.40%,5530,86010,30.51%,+212.08%,3781,1749,0.4626
24-07-11,ERIC,EricssonADR,6.44,+0.11,1.74%,2710,75839,55.59%,+209.71%,459,2251,4.9041
24-07-11,UWMC,UwmHldgCorp,7.09,+0.23,3.35%,2978,68513,33.61%,+208.92%,1532,1446,0.9439
24-07-11,FI,FiservInc,148.89,-2.20,-1.46%,3730,33823,61.12%,+208.26%,1997,1733,0.8678
24-07-11,EA,ElectronicArt,144.09,+3.51,2.50%,10565,70921,66.60%,+197.69%,9148,1417,0.1549
24-07-11,HBM,HudbayMineral,9.32,+0.06,0.65%,3107,40180,69.47%,+194.78%,3102,5,0.0016
24-07-11,HOLI,HollysysAutom,25.23,-0.03,-0.12%,2363,17244,29.76%,+189.94%,2,2361,1180.5000
24-07-11,TOL,TollBrothers,113.29,+2.80,2.53%,12945,51136,53.48%,+183.88%,6589,6356,0.9646
24-07-11,MORF,MorphicHoldin,55.74,+0.07,0.13%,3694,18253,1.13%,+182.85%,304,3390,11.1513
24-07-11,NEXT,NextdecadeCor,7.49,-0.25,-3.23%,3620,59747,40.79%,+182.59%,3430,190,0.0554
24-07-11,PNC,PNCBank,164.3,+2.79,1.73%,10233,63493,40.87%,+178.75%,6259,3974,0.6349
24-07-11,IONQ,IonqInc,8.45,+0.52,6.56%,17555,151036,41.86%,+172.97%,13939,3616,0.2594
24-07-11,DOCN,DigitaloceanH,31.36,-1.05,-3.24%,8570,109799,45.26%,+172.41%,7578,992,0.1309
24-07-11,LAZR,LuminarTechno,1.68,+0.15,9.80%,9874,294440,8.97%,+170.67%,8925,949,0.1063
24-07-11,MA,MastercardInc,433.64,-11.06,-2.49%,35361,155446,74.39%,+166.77%,17883,17478,0.9774
24-07-11,NWL,NewellRubberm,5.73,-0.01,-0.17%,5370,93377,79.65%,+156.57%,4622,748,0.1618
24-07-11,DASH,DoordashIncC,106,-2.95,-2.71%,38496,244293,100.00%,+155.01%,15509,22987,1.4822
24-07-11,DUK,DukeEnergyCo,102.83,+1.89,1.87%,6625,103995,28.60%,+152.96%,5806,819,0.1411
24-07-11,BROS,DutchBrosInc,39.46,-1.79,-4.34%,11599,65353,66.99%,+152.87%,8597,3002,0.3492
24-07-11,NOK,NokiaCorpADR,3.96,+0.10,2.59%,12110,293116,46.51%,+148.67%,11499,611,0.0531
24-07-11,CCJ,CamecoCorp,53.72,+4.73,9.66%,57683,326646,72.43%,+148.39%,38647,19036,0.4926
24-07-11,CMA,ComericaInc,52.46,+1.36,2.66%,15958,120337,46.55%,+142.52%,13219,2739,0.2072
24-07-11,MTZ,MastecInc,102.96,+0.92,0.90%,3271,27510,51.88%,+142.12%,2060,1211,0.5879
24-07-11,DQ,DaqoNewEnerg,15.9,+0.42,2.71%,3408,38871,81.21%,+131.36%,3208,200,0.0623
24-07-11,TECK,TeckResources,49.67,+1.39,2.88%,12806,131589,56.86%,+130.95%,3575,9231,2.5821
24-07-11,UUUU,EnergyFuelsI,6.49,+0.40,6.57%,4909,109908,50.46%,+130.58%,4629,280,0.0605
