Time,Stock Symbol,Stock Last Price,Type,Strike Price,Volume,Expiration Date,Days To Expiration,Bid Price,Midpoint,Ask Price,Last Price,Open Interest,VOI Ratio,Volatility
2024-07-0115:59 EST,GME,23.33,Call,95,527,2024-07-26,25,0.29,0.3,0.31,0.3,2855,0.18,273.50%
2024-07-0115:56 EST,ANVS,5.27,Put,5,616,2024-07-19,18,1,1.13,1.25,1.07,12131,0.05,269.32%
2024-07-0115:59 EST,GME,23.33,Call,125,2776,2024-08-16,46,0.51,0.52,0.52,0.52,22866,0.12,251.90%
2024-07-0115:57 EST,GME,23.33,Call,60,663,2024-07-19,18,0.33,0.37,0.4,0.37,10154,0.07,250.49%
2024-07-0115:49 EST,CONN,1.04,Put,2,2534,2024-07-19,18,0.9,0.95,1,0.9,11498,0.22,246.16%
2024-07-0115:04 EST,FFIE,0.4599,Call,1,637,2024-11-15,137,0.16,0.18,0.19,0.17,2803,0.23,243.15%
2024-07-0115:56 EST,GME,23.33,Call,100,971,2024-08-16,46,0.62,0.67,0.71,0.65,14243,0.07,237.68%
2024-07-0115:58 EST,GME,23.33,Call,60,1175,2024-07-26,25,0.54,0.58,0.61,0.6,999,1.18,235.28%
2024-07-0115:50 EST,GME,23.33,Call,90,1040,2024-08-16,46,0.68,0.77,0.85,0.72,3228,0.32,230.44%
2024-07-0115:59 EST,GME,23.33,Call,50,3419,2024-07-19,18,0.5,0.51,0.51,0.5,17940,0.19,229.38%
2024-07-0115:56 EST,SAVA,12.14,Call,12.5,2030,2026-01-16,564,7.2,8.08,8.95,8.28,839,2.42,226.32%
2024-07-0114:46 EST,NKLA,7.4,Put,15,754,2024-07-19,18,7.45,8.38,9.3,7.75,750,1.01,222.43%
2024-07-0115:10 EST,CGC,6.39,Put,10,1413,2024-07-19,18,3.85,3.97,4.1,4.15,4014,0.35,222.04%
2024-07-0115:55 EST,GME,23.33,Call,50,743,2024-07-26,25,0.72,0.77,0.83,0.77,2024,0.37,216.28%
2024-07-0115:06 EST,U,15.81,Put,36,837,2024-08-16,46,19.15,20.2,21.25,20.15,1674,0.5,213.43%
2024-07-0115:54 EST,AMC,5.04,Call,11.5,548,2024-07-26,25,0.11,0.11,0.12,0.11,2449,0.22,205.98%
2024-07-0115:57 EST,GME,23.33,Call,60,1090,2024-08-16,46,1.07,1.16,1.24,1.15,3712,0.29,203.65%
2024-07-0115:14 EST,"TSLA
watching",209.86,Call,5,504,2026-01-16,564,204.9,206.58,208.25,206.5,2371,0.21,202.49%
2024-07-0115:40 EST,DJT,33.08,Put,2.5,791,2025-01-17,200,0.17,0.19,0.2,0.18,31025,0.03,202.44%
2024-07-0114:34 EST,GME,23.33,Call,55,627,2024-08-16,46,1.23,1.38,1.53,1.31,429,1.46,198.97%
2024-07-0115:58 EST,GME,23.33,Call,40,4081,2024-07-19,18,0.67,0.7,0.73,0.67,19997,0.2,195.62%
2024-07-0111:58 EST,"AAPL
watching",216.75,Call,90,2000,2024-07-19,18,126.2,126.8,127.4,126.21,327,6.12,195.30%
2024-07-0115:59 EST,GME,23.33,Call,40,514,2024-07-26,25,1.04,1.12,1.19,1.1,2252,0.23,193.03%
2024-07-0114:54 EST,AMC,5.04,Call,3,538,2024-07-19,18,1.91,2.09,2.26,2.13,1282,0.42,192.09%
2024-07-0115:58 EST,GME,23.33,Call,50,983,2024-08-16,46,1.4,1.48,1.56,1.45,5404,0.18,191.22%
2024-07-0115:59 EST,CHWY,25.44,Call,58,1024,2024-07-19,18,0.16,0.17,0.18,0.16,472,2.17,190.86%
2024-07-0115:29 EST,GME,23.33,Call,125,534,2024-10-18,109,1.09,1.11,1.12,1.15,6575,0.08,189.77%
2024-07-0115:57 EST,AMC,5.04,Call,22,1585,2024-09-20,81,0.17,0.18,0.18,0.18,7878,0.2,189.12%
2024-07-0115:59 EST,PSNY,0.9158,Call,1,2759,2024-07-19,18,0.1,0.13,0.15,0.12,14000,0.2,187.23%
2024-07-0115:48 EST,AMC,5.04,Call,10,1057,2024-07-26,25,0.12,0.13,0.13,0.14,8213,0.13,186.79%
2024-07-0115:58 EST,AMC,5.04,Call,20,1408,2024-09-20,81,0.11,0.16,0.2,0.2,3945,0.36,184.96%
2024-07-0115:57 EST,AMC,5.04,Call,10.5,1732,2024-08-02,32,0.15,0.16,0.16,0.16,2245,0.77,183.96%
2024-07-0112:50 EST,CSTL,21.19,Call,25,965,2024-07-19,18,0.45,1.55,2.65,2.1,651,1.48,181.37%
2024-07-0115:59 EST,GME,23.33,Call,35,3396,2024-07-19,18,0.9,0.93,0.96,0.9,5480,0.62,179.36%
2024-07-0115:05 EST,AMC,5.04,Call,9,630,2024-07-26,25,0.11,0.14,0.16,0.16,1132,0.56,178.44%
2024-07-0115:59 EST,GME,23.33,Call,35,593,2024-07-26,25,1.3,1.42,1.53,1.34,2730,0.22,176.01%
2024-07-0115:59 EST,GME,23.33,Call,40,911,2024-08-16,46,1.88,1.92,1.97,1.9,4615,0.2,173.40%
2024-07-0115:59 EST,CHWY,25.44,Call,45,1160,2024-07-19,18,0.3,0.34,0.38,0.38,8696,0.13,171.46%
2024-07-0114:49 EST,BYND,6.75,Put,6,1011,2025-01-17,200,2.16,2.51,2.85,2.53,1308,0.77,169.48%
2024-07-0115:59 EST,CIA,2.87,Put,2.5,1276,2024-08-16,46,0.4,0.43,0.45,0.45,8357,0.15,167.19%
2024-07-0115:57 EST,AMC,5.04,Call,8,805,2024-07-19,18,0.09,0.11,0.12,0.12,8630,0.09,167.18%
2024-07-0115:59 EST,GME,23.33,Call,125,1329,2025-01-17,200,2.1,2.12,2.13,2.12,16213,0.08,164.10%
2024-07-0115:53 EST,GME,23.33,Call,31,1281,2024-07-19,18,1.08,1.18,1.28,1.29,767,1.67,162.78%
2024-07-0115:59 EST,CHWY,25.44,Call,40,4191,2024-07-19,18,0.5,0.53,0.55,0.54,1427,2.94,159.39%
2024-07-0115:59 EST,WULF,5.21,Call,5.5,2310,2025-02-21,235,1.4,1.65,1.9,1.65,304,7.6,158.93%
2024-07-0115:59 EST,GME,23.33,Call,30,2334,2024-07-26,25,1.75,1.79,1.83,1.79,4164,0.56,158.02%
2024-07-0115:59 EST,GME,23.33,Call,30,7541,2024-07-19,18,1.25,1.28,1.3,1.27,27240,0.28,157.88%
2024-07-0115:54 EST,WULF,5.21,Call,3,882,2024-08-16,46,2.2,2.25,2.3,2.25,10298,0.09,157.72%
2024-07-0115:50 EST,GME,23.33,Call,30,516,2024-08-02,32,2.18,2.28,2.37,2.24,1286,0.4,157.23%
2024-07-0115:59 EST,RILY,17.45,Put,10,1579,2024-08-16,46,0.6,0.63,0.65,0.61,4311,0.37,157.22%
2024-07-0115:49 EST,MAXN,0.5488,Call,0.5,3291,2024-07-19,18,0.1,0.13,0.15,0.1,5334,0.62,156.50%
2024-07-0111:37 EST,LUMN,1.11,Call,1.5,920,2026-01-16,564,0.31,0.33,0.35,0.3,4844,0.19,156.34%
2024-07-0115:22 EST,AMC,5.04,Call,7.5,2825,2024-07-19,18,0.12,0.13,0.14,0.13,543,5.2,155.09%
2024-07-0115:44 EST,NKLA,7.4,Put,10,2011,2024-07-19,18,2.83,3.04,3.25,2.89,4231,0.48,154.75%
2024-07-0115:50 EST,NKLA,7.4,Call,10,2031,2024-07-19,18,0.16,0.32,0.47,0.31,3428,0.59,154.52%
2024-07-0115:57 EST,GME,23.33,Call,30,3535,2024-08-16,46,2.85,2.92,2.98,2.9,9036,0.39,152.11%
2024-07-0115:58 EST,WULF,5.21,Call,6,711,2024-11-15,137,1.1,1.15,1.2,1.2,7488,0.09,151.88%
2024-07-0115:41 EST,CHWY,25.44,Call,37,930,2024-07-19,18,0.63,0.68,0.73,0.69,131,7.1,151.28%
2024-07-0115:50 EST,DNA,0.3232,Call,0.5,801,2026-01-16,564,0.15,0.18,0.2,0.19,22868,0.04,151.06%
2024-07-0115:52 EST,DNA,0.3232,Call,0.5,637,2025-01-17,200,0.05,0.08,0.1,0.1,4960,0.13,150.88%
2024-07-0115:57 EST,BYND,6.75,Put,6,997,2024-08-16,46,0.96,1,1.04,0.98,13271,0.08,150.40%
2024-07-0115:56 EST,POET,2.77,Call,3,1023,2024-07-19,18,0.15,0.22,0.3,0.28,369,2.77,149.96%
2024-07-0115:59 EST,WULF,5.21,Call,7,1815,2025-01-17,200,1.15,1.17,1.2,1.15,14093,0.13,149.09%
2024-07-0115:58 EST,GME,23.33,Call,28,609,2024-07-19,18,1.44,1.51,1.58,1.5,1829,0.33,147.73%
2024-07-0115:56 EST,WULF,5.21,Call,7,536,2024-08-16,46,0.35,0.4,0.45,0.45,566,0.95,147.49%
2024-07-0115:59 EST,DJT,33.08,Call,40,774,2024-07-19,18,2,2.08,2.15,2.05,4037,0.19,146.18%
2024-07-0111:15 EST,ATOS,1.2,Call,2,753,2025-01-17,200,0.25,0.3,0.35,0.33,832,0.91,145.87%
2024-07-0115:59 EST,CHWY,25.44,Call,35,3091,2024-07-19,18,0.76,0.82,0.88,0.83,16718,0.18,145.64%
2024-07-0115:59 EST,WULF,5.21,Call,6,12458,2024-08-16,46,0.6,0.63,0.65,0.65,1566,7.96,144.64%
2024-07-0111:08 EST,"AAPL
watching",216.75,Call,115,2557,2024-07-19,18,101.55,102,102.45,99.96,2517,1.02,144.57%
2024-07-0115:26 EST,NOVA,5.23,Put,2,1922,2024-10-18,109,0.1,0.13,0.15,0.16,2566,0.75,144.44%
2024-07-0115:55 EST,GME,23.33,Call,60,517,2025-01-17,200,3.4,3.53,3.65,3.65,17413,0.03,144.21%
2024-07-0115:58 EST,AMC,5.04,Call,7,2375,2024-07-19,18,0.15,0.16,0.16,0.15,9068,0.26,143.99%
2024-07-0115:49 EST,CHWY,25.44,Call,55,792,2024-08-16,46,0.5,0.59,0.68,0.55,454,1.74,143.86%
2024-07-0115:52 EST,EOSE,1.46,Call,1.5,5594,2024-07-19,18,0.14,0.17,0.19,0.17,6588,0.85,143.80%
2024-07-0115:07 EST,INTC,30.84,Put,41,2040,2024-07-19,18,10,10.63,11.25,10.1,2824,0.72,143.67%
2024-07-0115:29 EST,MARA,22.56,Call,15,748,2024-07-19,18,7.5,8,8.5,7.87,775,0.97,143.51%
2024-07-0115:49 EST,WULF,5.21,Call,8,1322,2024-08-16,46,0.25,0.28,0.3,0.28,1213,1.09,143.03%
2024-07-0115:59 EST,AMC,5.04,Call,7,1404,2024-07-26,25,0.2,0.22,0.23,0.23,1374,1.02,142.59%
2024-07-0115:52 EST,WULF,5.21,Call,9,1738,2025-01-17,200,0.75,0.8,0.85,0.79,10021,0.17,142.48%
2024-07-0115:58 EST,GME,23.33,Call,27,732,2024-07-19,18,1.58,1.65,1.71,1.64,1404,0.52,142.05%
2024-07-0115:56 EST,CIFR,4.72,Call,10,5417,2024-09-20,81,0.25,0.3,0.35,0.3,23510,0.23,142.04%
2024-07-0115:59 EST,AMC,5.04,Call,27,4616,2025-01-17,200,0.26,0.27,0.27,0.26,75469,0.06,141.55%
2024-07-0115:53 EST,APLD,6.5,Call,8,9691,2024-07-19,18,0.25,0.3,0.35,0.34,11530,0.84,139.97%
2024-07-0115:56 EST,WULF,5.21,Call,5,1141,2024-08-16,46,0.9,0.95,1,0.95,9530,0.12,139.91%
2024-07-0115:59 EST,GME,23.33,Call,25,1468,2024-07-26,25,2.5,2.65,2.8,2.72,4542,0.32,139.84%
2024-07-0115:57 EST,HUMA,5.37,Call,7.5,637,2024-07-19,18,0.1,0.13,0.15,0.14,3767,0.17,138.91%
2024-07-0114:21 EST,GME,23.33,Call,35,627,2024-10-18,109,3.65,3.95,4.25,3.84,1528,0.41,138.90%
2024-07-0115:58 EST,APLD,6.5,Call,6,651,2024-07-19,18,1,1.05,1.1,1.05,7976,0.08,138.90%
2024-07-0111:43 EST,NOVA,5.23,Put,5,3639,2026-01-16,564,2.65,2.78,2.9,2.6,11606,0.31,138.15%
2024-07-0114:56 EST,GME,23.33,Put,30,563,2024-08-16,46,8.95,9.2,9.45,9.1,3942,0.14,137.78%
2024-07-0115:56 EST,APLD,6.5,Call,7,1056,2024-07-19,18,0.55,0.58,0.6,0.6,6367,0.17,137.63%
2024-07-0115:41 EST,WULF,5.21,Call,6,3529,2024-07-26,25,0.3,0.35,0.4,0.4,201,17.56,137.15%
2024-07-0115:59 EST,GME,23.33,Call,26,583,2024-07-19,18,1.7,1.82,1.93,1.82,2867,0.2,136.79%
2024-07-0115:13 EST,GME,23.33,Call,30,1438,2024-10-18,109,4.5,4.7,4.9,4.75,4198,0.34,136.64%
2024-07-0115:59 EST,WOOF,3.37,Call,4,4332,2024-07-19,18,0.15,0.18,0.2,0.2,8146,0.53,136.57%
2024-07-0115:59 EST,GME,23.33,Call,25,2948,2024-08-16,46,3.75,3.8,3.85,3.79,6552,0.45,136.08%
2024-07-0115:54 EST,AMC,5.04,Call,7,1309,2024-08-16,46,0.4,0.42,0.44,0.45,616,2.13,135.95%
2024-07-0112:53 EST,UMC,8.77,Call,7,613,2024-07-19,18,1.3,1.67,2.05,1.74,559,1.1,135.93%
2024-07-0115:39 EST,CIFR,4.72,Call,7,1105,2024-09-20,81,0.55,0.58,0.6,0.6,655,1.69,135.49%
2024-07-0112:46 EST,TELL,0.6275,Put,0.5,1102,2025-01-17,200,0.1,0.15,0.2,0.15,3286,0.34,135.21%
2024-07-0115:53 EST,CIFR,4.72,Call,5.5,1133,2024-07-19,18,0.25,0.28,0.3,0.3,6981,0.16,135.17%
2024-07-0115:58 EST,WULF,5.21,Call,5.5,504,2024-07-19,18,0.4,0.43,0.45,0.45,1038,0.49,135.02%
2024-07-0115:59 EST,EOSE,1.46,Call,1,1500,2024-07-19,18,0.46,0.47,0.48,0.46,5195,0.29,134.99%
2024-07-0115:58 EST,GME,23.33,Call,24,1105,2024-08-16,46,4,4.08,4.15,4.1,1421,0.78,134.42%
2024-07-0115:56 EST,BTBT,3.39,Call,5,561,2024-08-16,46,0.2,0.23,0.25,0.23,1593,0.35,134.06%
2024-07-0112:59 EST,QSI,0.9344,Call,1,855,2024-10-18,109,0.2,0.25,0.3,0.25,195,4.38,134.00%
2024-07-0115:59 EST,WULF,5.21,Call,5,2800,2024-07-19,18,0.6,0.63,0.65,0.65,4668,0.6,133.94%
2024-07-0113:52 EST,ALT,7.2,Call,6.5,1313,2024-07-19,18,1,1.05,1.1,0.8,118,11.13,133.46%
2024-07-0115:49 EST,GME,23.33,Call,40,636,2025-01-17,200,4.65,4.85,5.05,5,2495,0.25,132.90%
2024-07-0114:35 EST,SPCE,7.93,Put,6,650,2025-01-17,200,1.45,1.61,1.77,1.67,759,0.86,132.73%
2024-07-0115:24 EST,WOOF,3.37,Call,4.5,1663,2024-07-19,18,0.05,0.08,0.1,0.1,1436,1.16,132.73%
2024-07-0115:59 EST,DJT,33.08,Put,32,536,2024-07-19,18,3.05,3.25,3.45,3.25,821,0.65,132.43%
2024-07-0115:57 EST,CHWY,25.44,Call,31,576,2024-07-19,18,1.07,1.2,1.32,1.24,2074,0.28,132.12%
2024-07-0115:53 EST,WULF,5.21,Call,6,11554,2024-07-19,18,0.25,0.28,0.3,0.29,11815,0.98,131.89%
2024-07-0113:26 EST,EOSE,1.46,Call,2.5,1936,2025-01-17,200,0.25,0.3,0.34,0.33,12952,0.15,131.66%
2024-07-0115:44 EST,CLSK,17.92,Call,35,1568,2024-08-16,46,0.3,0.38,0.45,0.4,233,6.73,131.36%
2024-07-0115:37 EST,VKTX,55.32,Call,90,1027,2024-07-19,18,0.35,0.45,0.55,0.4,1082,0.95,130.60%
2024-07-0115:07 EST,SEDG,23.97,Put,95,660,2025-01-17,200,70.4,70.9,71.4,70.95,458,1.44,129.97%
2024-07-0115:24 EST,CYH,3.32,Call,3,557,2024-08-16,46,0.55,0.65,0.75,0.7,460,1.21,129.70%
2024-07-0115:59 EST,GME,23.33,Call,25,8394,2024-07-19,18,2,2.05,2.1,2,20747,0.4,129.62%
2024-07-0115:57 EST,AMC,5.04,Call,6.5,1557,2024-07-19,18,0.16,0.18,0.19,0.17,1473,1.06,129.44%
2024-07-0115:55 EST,HUMA,5.37,Call,5,1261,2024-07-19,18,0.75,0.8,0.85,0.74,1546,0.82,128.82%
2024-07-0115:50 EST,CIFR,4.72,Call,6,1275,2024-09-20,81,0.75,0.78,0.8,0.75,39481,0.03,128.73%
2024-07-0115:58 EST,CHWY,25.44,Call,45,2677,2024-08-16,46,0.7,0.78,0.86,0.79,2059,1.3,128.56%
2024-07-0115:42 EST,TELL,0.6275,Call,0.5,641,2026-01-16,564,0.35,0.38,0.4,0.4,8073,0.08,128.09%
2024-07-0115:58 EST,GME,23.33,Call,25,630,2024-10-18,109,5.5,5.6,5.7,5.7,2612,0.24,128.03%
2024-07-0115:39 EST,FDMT,21.34,Put,20,2107,2024-07-19,18,1.35,1.93,2.5,1.7,1756,1.2,127.74%
2024-07-0115:34 EST,GME,23.33,Call,23,519,2024-07-26,25,3.1,3.23,3.35,3.4,324,1.6,127.73%
2024-07-0115:59 EST,CHWY,25.44,Call,30,7652,2024-07-19,18,1.35,1.36,1.37,1.37,13832,0.55,127.55%
2024-07-0115:55 EST,EOSE,1.46,Call,2,1870,2026-01-16,564,0.69,0.73,0.76,0.76,25004,0.07,127.47%
2024-07-0115:58 EST,EOSE,1.46,Call,1.5,3868,2025-01-17,200,0.5,0.52,0.53,0.53,14460,0.27,127.25%
2024-07-0115:25 EST,VKTX,55.32,Call,80,1170,2024-07-19,18,0.6,0.75,0.9,0.85,4358,0.27,127.01%
2024-07-0115:58 EST,GME,23.33,Call,24,965,2024-07-19,18,2.21,2.3,2.38,2.32,2848,0.34,126.91%
2024-07-0115:59 EST,AMC,5.04,Call,6,967,2024-08-16,46,0.52,0.54,0.57,0.57,3433,0.28,125.52%
2024-07-0115:56 EST,CHWY,25.44,Call,40,929,2024-08-16,46,0.9,1.15,1.4,1.16,741,1.25,125.46%
2024-07-0115:43 EST,CLSK,17.92,Call,37,1329,2025-01-17,200,2.7,2.8,2.9,2.9,8797,0.15,125.27%
2024-07-0115:46 EST,CIFR,4.72,Put,4,10517,2024-07-19,18,0.15,0.18,0.2,0.2,2736,3.84,124.82%
2024-07-0115:57 EST,EOSE,1.46,Call,5,3791,2026-01-16,564,0.4,0.43,0.45,0.45,8465,0.45,124.62%
2024-07-0115:58 EST,TERN,6.85,Put,5,686,2024-07-19,18,0.1,0.15,0.2,0.1,125,5.49,124.40%
2024-07-0115:58 EST,RIOT,9.95,Call,40,1087,2025-01-17,200,0.5,0.52,0.54,0.51,40909,0.03,124.07%
2024-07-0112:22 EST,EOSE,1.46,Call,4,500,2025-01-17,200,0.01,0.1,0.19,0.15,3932,0.13,124.06%
2024-07-0115:57 EST,CHWY,25.44,Call,29,934,2024-07-19,18,1.47,1.52,1.56,1.55,2494,0.37,124.01%
2024-07-0114:58 EST,JMIA,7.15,Call,11,903,2024-08-16,46,0.25,0.3,0.35,0.34,1817,0.5,123.68%
2024-07-0115:21 EST,WOOF,3.37,Put,3,1061,2024-07-19,18,0.15,0.18,0.2,0.19,3125,0.34,123.42%
2024-07-0115:59 EST,AMC,5.04,Call,6,2543,2024-07-19,18,0.23,0.24,0.24,0.24,12654,0.2,123.41%
2024-07-0114:08 EST,SPWR,2.71,Put,2.5,1025,2025-01-17,200,0.76,0.78,0.79,0.75,2624,0.39,123.07%
2024-07-0112:53 EST,VKTX,55.32,Call,100,812,2024-08-16,46,1,1.2,1.4,1.32,2354,0.34,122.75%
2024-07-0115:58 EST,APLD,6.5,Call,8,10006,2024-08-16,46,0.65,0.68,0.7,0.65,221,45.28,122.69%
2024-07-0115:56 EST,OKLO,8,Call,10,1330,2024-08-16,46,0.75,0.8,0.85,0.76,231,5.76,122.43%
2024-07-0115:56 EST,WYY,4.49,Call,5,724,2024-07-19,18,0.25,0.28,0.3,0.3,1635,0.44,122.08%
2024-07-0111:32 EST,SRI,15.65,Call,12.5,1400,2024-07-19,18,2.8,3.95,5.1,3.6,1400,1,121.45%
2024-07-0114:33 EST,AMC,5.04,Put,5,733,2025-01-17,200,1.46,1.57,1.67,1.66,6676,0.11,121.43%
2024-07-0115:15 EST,CLSK,17.92,Call,30,648,2025-01-17,200,3.5,3.6,3.7,3.8,3929,0.16,121.13%
2024-07-0115:46 EST,IREN,12.62,Call,20,2009,2024-08-16,46,0.45,0.48,0.5,0.5,2823,0.71,120.89%
2024-07-0115:59 EST,GME,23.33,Call,23,1004,2024-07-19,18,2.56,2.63,2.7,2.62,1836,0.55,120.37%
2024-07-0115:45 EST,EOSE,1.46,Call,5.5,2241,2026-01-16,564,0.38,0.39,0.4,0.39,6721,0.33,120.20%
2024-07-0115:35 EST,NOVA,5.23,Put,5,688,2024-07-19,18,0.4,0.43,0.45,0.43,10989,0.06,120.18%
2024-07-0115:20 EST,SAVE,3.54,Put,4,1600,2025-06-20,354,1.24,1.77,2.29,1.8,1699,0.94,120.07%
2024-07-0110:47 EST,EOSE,1.46,Call,3.5,1000,2025-01-17,200,0.14,0.18,0.21,0.17,3041,0.33,120.01%
2024-07-0115:59 EST,CHWY,25.44,Call,30,651,2024-07-26,25,1.6,1.63,1.66,1.66,2426,0.27,119.73%
2024-07-0115:57 EST,AMC,5.04,Call,6,861,2024-08-02,32,0.34,0.38,0.41,0.39,798,1.08,119.60%
2024-07-0115:58 EST,CLSK,17.92,Call,25,530,2025-01-17,200,4.4,4.45,4.5,4.42,9198,0.06,119.49%
2024-07-0115:59 EST,CLSK,17.92,Call,25,1066,2024-09-20,81,2,2.08,2.15,2.05,9601,0.11,119.39%
2024-07-0115:34 EST,AMC,5.04,Call,6,566,2024-07-26,25,0.29,0.31,0.33,0.31,1359,0.42,119.28%
2024-07-0115:38 EST,CIFR,4.72,Call,5,539,2025-01-17,200,1.35,1.53,1.7,1.56,7955,0.07,118.81%
2024-07-0114:18 EST,MSTR,1365.97,Call,300,520,2025-01-17,200,1073.5,1082.75,1092,1140.55,720,0.72,118.64%
2024-07-0115:53 EST,ASTS,10.84,Call,12.5,558,2024-08-16,46,1.15,1.2,1.25,1.25,8038,0.07,118.63%
2024-07-0114:58 EST,SAVE,3.54,Put,4,1603,2024-12-20,172,1.25,1.43,1.6,1.37,345,4.65,117.97%
2024-07-0115:43 EST,EOSE,1.46,Call,1.5,1052,2026-01-16,564,0.8,0.82,0.84,0.8,14984,0.07,117.82%
2024-07-0114:46 EST,CLSK,17.92,Call,22.5,616,2025-01-17,200,4.8,4.9,5,5.19,5350,0.12,117.80%
2024-07-0115:41 EST,CGC,6.39,Put,6,955,2024-07-19,18,0.44,0.46,0.49,0.46,5965,0.16,117.46%
2024-07-0115:26 EST,JMIA,7.15,Put,6,556,2024-07-19,18,0.2,0.25,0.3,0.25,275,2.02,117.38%
2024-07-0115:56 EST,CHWY,25.44,Call,28,671,2024-07-19,18,1.65,1.69,1.73,1.75,570,1.18,117.03%
