Datetime,Interval,Ticker,Open,High,Low,Close,Volume,Avg_Volume_10,RSI,ATR,vol_vs_avrg_vol,SMA_20,SMA_50,SMA_200,SMA_65,desc_number
2024-11-22 11:30:00-05:00,30m,NVDA,142.27999877929688,142.3800048828125,141.5500030517578,142.17999267578125,18731488,22559556.4,41.505044071834355,1.8942229127299133,0.8303127804410197,144.8252098083496,144.21032806396485,,143.38133239746094,120
2024-11-22 12:00:00-05:00,30m,NVDA,142.189697265625,142.2899932861328,141.5301055908203,142.09719848632812,11021415,21388536.4,41.26304053131841,1.8131989686286694,0.5152954271335742,144.70656967163086,144.2554019165039,,143.38575087327223,119
2024-11-22 12:30:00-05:00,30m,NVDA,142.08999633789062,142.27999877929688,141.7899932861328,142.0749969482422,8111878,20442083.8,41.1936788986762,1.7186851489526258,0.3968224609273933,144.5138198852539,144.28980194091798,,143.39098158616287,118
2024-11-22 13:00:00-05:00,30m,NVDA,142.07000732421875,142.3300018310547,141.8000030517578,141.99000549316406,9490045,19703292.9,40.91017028845168,1.6337789796915008,0.4816476640815709,144.32932052612304,144.3354019165039,,143.40259704589843,117
2024-11-22 13:30:00-05:00,30m,NVDA,141.98500061035156,142.1699981689453,141.8560028076172,141.94000244140625,8410790,18804587.7,40.73255381489358,1.5395087212369738,0.44727330022768863,144.36652069091798,144.37000183105468,,143.42375089205228,116
2024-11-22 14:00:00-05:00,30m,NVDA,141.94000244140625,142.02999877929688,141.10000610351562,141.4600067138672,12667601,17662737.3,38.98290186569882,1.4959718608472792,0.717193534888842,144.2219207763672,144.36920196533202,,143.44436645507812,115
2024-11-22 14:30:00-05:00,30m,NVDA,141.46499633789062,142.22000122070312,141.43089294433594,142.08999633789062,9654075,14226016.6,42.47546184978447,1.4454816048129868,0.6786210976303796,144.07732086181642,144.407001953125,,143.45621243990385,114
2024-11-22 15:00:00-05:00,30m,NVDA,142.0800018310547,142.14999389648438,141.60000610351562,142.0,10671973,12464428.1,42.10469662710377,1.381517761109827,0.8561943568032616,143.996435546875,144.4004019165039,,143.45513540414663,113
2024-11-22 15:30:00-05:00,30m,NVDA,141.99989318847656,142.1300048828125,141.47999572753906,141.89999389648438,18195187,12569561.4,41.66942065326561,1.3292671464072277,1.4475594192172847,143.87743530273437,144.37880187988281,,143.45405367337742,112
2024-11-25 09:30:00-05:00,30m,NVDA,141.97000122070312,142.0500030517578,136.6300048828125,137.7100067138672,65824317,17277876.9,28.415167835495296,1.6214622194456623,3.809745686983104,143.55868530273438,144.24700408935547,,143.4474384014423,111
2024-11-25 10:00:00-05:00,30m,NVDA,137.7299041748047,138.3300018310547,136.49000549316406,137.1699981689453,28140581,18218786.2,27.21373748211313,1.6370717993345882,1.54459142837957,143.15818557739257,144.11680419921876,,143.40374615009014,110
2024-11-25 10:30:00-05:00,30m,NVDA,137.13999938964844,138.03500366210938,136.22000122070312,137.402099609375,22565066,19373151.3,28.610884987371236,1.6497811309111354,1.164759705355731,142.66104049682616,143.99718231201172,,143.36016305776744,109
2024-11-25 11:00:00-05:00,30m,NVDA,137.38999938964844,138.33999633789062,136.97999572753906,138.279296875,14089443,19970907.8,33.78408579286862,1.6290825222997374,0.705498374991246,142.21992568969728,143.89076812744142,,143.31784456693208,108
2024-11-25 11:30:00-05:00,30m,NVDA,138.28500366210938,138.66000366210938,137.5399932861328,137.5399932861328,12461210,20268024.3,31.699183788896576,1.5927202261337963,0.6148211495878264,141.70917510986328,143.76236999511718,,143.27999830979567,107
2024-11-25 12:00:00-05:00,30m,NVDA,137.55499267578125,137.6199951171875,136.63999938964844,136.96200561523438,13925020,20819447.3,30.133501912695664,1.5489541905198867,0.6688467661675149,141.1485252380371,143.60922607421875,,143.24049072265626,106
