Date,Interval,Ticker,Open,High,Low,Close,Volume,Avg_Volume_10,RSI,ATR,vol_vs_avrg_vol,SMA_20,SMA_50,SMA_200,SMA_65,desc_number
2024-06-25 00:00:00-04:00,1d,NVDA,121.18128182374238,126.48046647434953,119.30157487051866,126.07052612304688,425787500,375011210.0,59.75115588365712,5.721340478638624,1.135399392460828,122.08245391845703,102.26935867309571,,99.3327400794396,120
2024-06-26 00:00:00-04:00,1d,NVDA,126.11051533740834,128.10020582805421,122.58106179827027,126.38047790527344,362975900,389053680.0,60.01392448061898,5.7068978751490045,0.93297125476361,122.7077751159668,103.0773551940918,,99.82679818960337,119
2024-06-27 00:00:00-04:00,1d,NVDA,124.08083170467471,126.3904801212093,122.90101364602651,123.9708480834961,252571700,384351350.0,56.90363416545978,5.54850991800856,0.657137538348701,123.16642570495605,103.80888565063476,,100.27281858004056,118
2024-06-28 00:00:00-04:00,1d,NVDA,124.5607600841383,127.69027390029416,122.73104090223734,123.52091979980469,315516700,389832570.0,56.3167342966546,5.506418709440579,0.8093646459555701,123.81877899169922,104.59900161743164,,100.74946195162259,117
2024-07-01 00:00:00-04:00,1d,NVDA,123.4509338406254,124.8207173904901,118.81165100261742,124.28080749511719,284885500,387389080.0,57.121108908646875,5.542322115042872,0.7353988914710761,124.5524658203125,105.39159851074218,,101.27334136962891,116
2024-07-02 00:00:00-04:00,1d,NVDA,121.11129128736569,123.39094559729175,121.01130825589385,122.65105438232422,218374000,380376040.0,54.790828342641426,5.379977623912906,0.5741003034786313,124.93637886047364,106.32098007202148,,101.77051720252403,115
2024-07-03 00:00:00-04:00,1d,NVDA,121.64121985413111,128.26019287109375,121.34126312161995,128.26019287109375,215749000,372517430.0,60.72887912501232,5.489902775738684,0.5791648460583442,125.52891578674317,107.29620010375976,,102.3538798405574,114
2024-07-05 00:00:00-04:00,1d,NVDA,127.36032581802077,128.83010765300813,125.66059140220804,125.8105697631836,214176700,342158260.0,57.195677993808935,5.324160881100212,0.6259579996695097,125.69889221191406,108.16434143066407,,102.91356799785908,113
2024-07-08 00:00:00-04:00,1d,NVDA,127.47030164493479,130.7498013179992,127.02037421774143,128.18019104003906,237677300,300377520.0,59.64175285780236,5.29666592922274,0.7912619426380509,126.05943298339844,109.13478225708008,,103.51721778282753,112
2024-07-09 00:00:00-04:00,1d,NVDA,130.32988615651007,133.79935177124923,128.63013635188705,131.35972595214844,285366600,281308090.0,62.72015636459335,5.319701272221842,1.0144272779357324,126.58444900512696,110.10972763061524,,104.21683396559496,111
2024-07-10 00:00:00-04:00,1d,NVDA,134.0093063928642,135.0791485226844,132.39955434443974,134.88917541503906,248978600,263627200.0,65.83543698152141,5.205395650672849,0.9444344134444397,127.24084815979003,111.05322616577149,,104.9384030855619,110
2024-07-11 00:00:00-04:00,1d,NVDA,135.72903418154354,136.12896630123663,127.03038089854326,127.38032531738281,374782700,264807880.0,55.256181392683274,5.483480632960029,1.415300405713002,127.5652976989746,111.84610778808593,,105.5579098041241,109
2024-07-12 00:00:00-04:00,1d,NVDA,128.240187353551,131.89962580236968,127.20035467327595,129.2200469970703,252680500,264818760.0,57.07612400506712,5.427465668398151,0.9541638968477913,127.76726722717285,112.70287750244141,,106.233082815317,108
2024-07-15 00:00:00-04:00,1d,NVDA,130.53983371826098,131.36970736285187,127.16035847561366,128.420166015625,208326200,254099710.0,56.00942066106363,5.340457326886726,0.8198600462786833,127.70877571105957,113.61085372924805,,106.87003291203426,107
2024-07-16 00:00:00-04:00,1d,NVDA,128.42016519902992,129.02006337664668,124.56076075627588,126.34048461914062,214769500,247088110.0,53.2242314621324,5.277517704992731,0.8692020834187448,127.4328182220459,114.42172943115234,,107.4199702336238,106
2024-07-17 00:00:00-04:00,1d,NVDA,121.33125281111384,121.8311755731112,116.70197078117613,117.97177124023438,390086200,264259330.0,43.78805869677512,5.589017428776429,1.4761492054036465,126.78341789245606,115.00580490112304,,107.87853370079627,105
2024-07-18 00:00:00-04:00,1d,NVDA,121.8311814627659,122.38109957883393,116.54199746975429,121.07129669189453,320979500,274782380.0,47.500525966074676,5.606880620226657,1.1681225703045444,126.05902938842773,115.58486679077149,,108.41838977520283,104
2024-07-19 00:00:00-04:00,1d,NVDA,120.33141340065606,121.5812203691469,117.35187785957503,117.91178894042969,217223800,275087090.0,44.28950061444074,5.508485040894173,0.7896546508234901,125.41662902832032,116.1324510192871,,108.88788921649639,103
2024-07-22 00:00:00-04:00,1d,NVDA,120.33141006363795,124.0508367192346,119.84148788147658,123.52091979980469,258068900,277126250.0,50.665611948196904,5.553525236459225,0.9312322452311897,125.2651523590088,116.7950569152832,,109.49567072941707,102
2024-07-23 00:00:00-04:00,1d,NVDA,122.76104091410774,124.67074966179867,122.08114560448695,122.5710678100586,173911000,265980690.0,49.62974042991935,5.3418165808058315,0.6538482173273557,125.48911781311035,117.4719580078125,,110.07905695988582,101
2024-07-24 00:00:00-04:00,1d,NVDA,119.15159144790852,119.9314697504062,113.42248076219641,114.23235321044922,327776900,273860520.0,41.59050651099353,5.613728757024142,1.1968753290908818,124.89720916748047,117.95947036743163,,110.66444737361027,100
2024-07-25 00:00:00-04:00,1d,NVDA,113.02254191964477,116.61198378362549,106.28358504662185,112.26265716552734,460067000,282388950.0,39.944562285609976,5.950490898451249,1.6291961849073768,124.19131813049316,118.39717102050781,,111.16850069486178,99
2024-07-26 00:00:00-04:00,1d,NVDA,116.172063125286,116.18205608900622,111.5627742823544,113.04254150390625,293399100,286460810.0,40.94116361134145,5.8554045347512895,1.024220730228334,123.64490280151367,118.83133407592773,,111.6398705115685,98
2024-07-29 00:00:00-04:00,1d,NVDA,113.67244329834918,116.2620396176345,111.28281303826613,111.57276153564453,248152100,290443400.0,39.60718190070077,5.792820395081081,0.854390562842881,123.04749488830566,119.17063720703125,,112.13086453951323,97
2024-07-30 00:00:00-04:00,1d,NVDA,111.50277170281329,111.97270032897562,102.52416299011045,103.71398162841797,486833300,317649780.0,33.35006991704978,6.053943033922801,1.532610222490946,122.0191535949707,119.35818328857422,,112.45550337571365,96
2024-07-31 00:00:00-04:00,1d,NVDA,112.88256383394263,118.32171842494118,110.8628715562712,117.00192260742188,473174200,325958580.0,48.239702900250656,6.664928302679973,1.451639039536864,121.73669700622558,119.84907943725585,,112.90608297494741,95
2024-08-01 00:00:00-04:00,1d,NVDA,117.51185329033258,120.14145212596502,106.79350713357796,109.1931381225586,523462300,346206860.0,42.26428539734924,7.14228663765905,1.5119928588358995,120.78334426879883,120.13779052734375,,113.23618903526894,94
2024-08-02 00:00:00-04:00,1d,NVDA,103.74397331446949,108.70320617940068,101.35434313138848,107.25342559814453,482027500,372687230.0,40.90872705871958,7.192037234338413,1.2933834625887235,119.85548706054688,120.37559020996093,,113.55729464017428,93
2024-08-05 00:00:00-04:00,1d,NVDA,92.04578250558623,103.39403604617902,90.6759989303684,100.43448638916016,552842400,402164580.0,36.479229456884845,7.862422193869678,1.3746670579492606,118.46820182800293,120.48572906494141,,113.82518897423377,92
2024-08-06 00:00:00-04:00,1d,NVDA,103.82395402777368,107.69335889505676,100.53446901489241,104.23389434814453,409012100,425674690.0,40.35448285839785,7.819311501871602,0.9608560471377803,117.11191024780274,120.49491790771485,,114.1088381253756,91
2024-08-07 00:00:00-04:00,1d,NVDA,107.79334914083398,108.78320175369558,98.67476236695524,98.89472961425781,411440400,434041040.0,36.94360838872929,7.9828206365050836,0.9479297165079136,115.31218795776367,120.34393600463868,,114.26463400033803,90
2024-08-08 00:00:00-04:00,1d,NVDA,101.98424624897191,105.4837056790837,97.50493482201372,104.95378875732422,391910000,427225340.0,42.84734427287988,7.982531366545433,0.9173379088422049,114.19086112976075,120.16553070068359,,114.46210456261268,89
2024-08-09 00:00:00-04:00,1d,NVDA,105.62368764955026,106.58353850176572,103.41402980827044,104.73382568359375,290844200,426969850.0,42.691078378414005,7.638744032756136,0.6811820553605834,112.96655006408692,119.96425048828125,,114.68058530367338,88
2024-08-12 00:00:00-04:00,1d,NVDA,106.30357863401878,111.05284499933998,106.24359034201233,109.00315856933594,325559900,434710630.0,46.75038352637451,7.544477981541142,0.7489117530896358,111.99569969177246,119.93483657836914,,114.96693197397086,87
2024-08-13 00:00:00-04:00,1d,NVDA,112.42263716382676,116.21205275014302,111.56276937230295,116.12206268310547,312646700,417291970.0,52.75914568661225,7.520507710060138,0.7492276930227054,111.4847785949707,120.06513641357422,,115.38840965857872,86
2024-08-14 00:00:00-04:00,1d,NVDA,118.51169503654636,118.5816839218167,114.05238467793846,118.061767578125,339246400,403899190.0,54.27321716629238,7.306849962475717,0.8399283989650982,111.48927841186523,120.12691589355468,,115.82233323317308,85
2024-08-15 00:00:00-04:00,1d,NVDA,118.74166102931171,123.22096487339543,117.45185933948571,122.84102630615234,318086700,383361630.0,57.85716703510732,7.197011074721003,0.8297301427897205,111.57776489257813,120.25554733276367,,116.32177018385667,84
2024-08-16 00:00:00-04:00,1d,NVDA,121.92116885528117,124.98069379843776,121.16128410108614,124.56076049804688,302589900,365417870.0,59.099409371291344,6.955753833480332,0.828065414534872,111.91021347045898,120.2985417175293,,116.83294513408954,83
2024-08-19 00:00:00-04:00,1d,NVDA,124.26080175800107,129.97991943359375,123.40093398841385,129.97991943359375,318333600,341966990.0,62.81871790205194,6.928841805744587,0.9308898499238186,112.23316345214843,120.47875259399414,,117.37713458721454,82
2024-08-20 00:00:00-04:00,1d,NVDA,128.38017066195425,129.85995315446397,125.87056366455867,127.23035430908203,300087400,331074520.0,59.84514653004353,6.727449945979622,0.9064043949984433,112.46612777709962,120.60617156982421,,117.88319115271935,81
2024-08-21 00:00:00-04:00,1d,NVDA,127.3003454245953,129.3300384630808,126.6404512748557,128.48016357421875,257883600,315718840.0,60.75452220288592,6.439031177568585,0.8168140995323561,113.17851829528809,120.74055099487305,,118.43739189734826,80
2024-08-22 00:00:00-04:00,1d,NVDA,129.99992269264584,130.72980567240006,123.08098568867757,123.72088623046875,376189100,314146750.0,55.59159089923305,6.525444663722435,1.1974948013945712,113.75142974853516,120.7971420288086,,118.88298116830678,79
2024-08-23 00:00:00-04:00,1d,NVDA,125.840568772239,129.57999683666532,125.200668193686,129.3500213623047,323230300,317385360.0,59.92902590937237,6.477849373899159,1.018415909290838,114.56680374145508,120.88052932739258,,119.40585162823017,78
2024-08-26 00:00:00-04:00,1d,NVDA,129.54999574566529,131.23972191640203,124.35079428830487,126.44046783447266,331964700,318025840.0,56.83885535964298,6.507212106341874,1.043829331603998,115.31018905639648,120.81753875732421,,119.89066584660456,77
2024-08-27 00:00:00-04:00,1d,NVDA,125.03069885205142,129.18005210632066,123.86087366966548,128.2801971435547,303134600,317074630.0,58.302929382145464,6.42235255850711,0.9560354923381919,116.53849983215332,120.74595001220703,,120.2676773071289,76
2024-08-28 00:00:00-04:00,1d,NVDA,128.1002136583965,128.3101879476671,122.62106403071532,125.59060668945312,448101100,327960100.0,55.34708384508094,6.3699790841103,1.3663280990583915,116.96793403625489,120.63856658935546,,120.56224318284255,75
2024-08-29 00:00:00-04:00,1d,NVDA,121.34126049654891,124.41078612954578,116.69197701250701,117.57183837890625,453023300,341453760.0,47.59898357442367,6.550596983598573,1.3267486057262923,117.38686904907226,120.27882202148437,,120.61913217397837,74
2024-08-30 00:00:00-04:00,1d,NVDA,119.51154145619034,121.73119987357843,117.20190059777018,119.35157012939453,333751600,344569930.0,49.29557745526032,6.406218575899265,0.9686033833538521,117.99177627563476,120.0506575012207,,120.68918961745042,73
2024-09-03 00:00:00-04:00,1d,NVDA,115.99208733843557,116.19205340222969,107.27343270040431,107.98332214355469,477155100,360452080.0,40.3162807936141,6.8113556368343335,1.3237684743003841,118.3692180633545,119.6793148803711,,120.65087374173677,72
2024-09-04 00:00:00-04:00,1d,NVDA,105.39372401610916,113.25250309042688,104.10392232985338,106.19359588623047,372470300,367690370.0,39.108513067207014,6.978300288529988,1.0129998781311569,118.46720314025879,119.44135162353516,,120.59835874117337,71
2024-09-05 00:00:00-04:00,1d,NVDA,104.97378489888229,109.63306894505409,104.74382468818037,107.19344329833984,306850700,372587080.0,40.18654993358691,6.829082000554541,0.8235677415330666,118.88213882446288,119.06380996704101,,120.47867642916165,70
2024-09-06 00:00:00-04:00,1d,NVDA,108.02331171493725,108.13329533322813,100.93440295773532,102.81411743164062,413638100,376331980.0,37.08924973300619,6.855497027335846,1.099130879071186,118.77515525817871,118.59248275756836,,120.26951739971454,69
2024-09-09 00:00:00-04:00,1d,NVDA,104.86379392485524,106.53354171734688,103.67398295988235,106.45355224609375,273912000,371400150.0,41.14872430249942,6.63149183150516,0.7375118184524158,118.86114158630372,118.24213684082031,,120.02401756873498,68
2024-09-10 00:00:00-04:00,1d,NVDA,107.7933492261417,109.38310766040351,104.93379026537787,108.08330535888672,268283700,365032050.0,42.9248138347516,6.475622228899481,0.7349593001491239,118.81514892578124,117.93338455200195,,119.82577033409706,67
2024-09-11 00:00:00-04:00,1d,NVDA,109.3731022078221,117.17190041388517,107.40340528796008,116.8919448852539,441422400,378860830.0,51.45277285669141,6.710827435829882,1.1651307420722274,118.85364303588867,117.78560729980468,,119.76473247821514,66
2024-09-12 00:00:00-04:00,1d,NVDA,116.83194558890106,120.78167799522352,115.37204710427882,119.13179016113281,367100500,370760770.0,53.361045562388476,6.617884825480941,0.9901276772081361,118.90714416503906,117.71522201538086,,119.72428013728215,65
2024-09-13 00:00:00-04:00,1d,NVDA,119.07179398085154,119.95173057852946,117.59189263639415,119.09178924560547,238358300,349294270.0,53.32073593908307,6.3137386195276815,0.6823996855144517,118.71968231201171,117.5318539428711,,119.69659482515775,64
2024-09-16 00:00:00-04:00,1d,NVDA,116.78195121490393,118.17185479944177,114.35211839645491,116.7719497680664,248772300,340796340.0,50.91841000609463,6.201305207357886,0.7299735085183133,118.33024177551269,117.35108154296876,,119.56723010723408,63
2024-09-17 00:00:00-04:00,1d,NVDA,118.16185529801122,118.79181676837955,114.82208911294721,115.58203125,231925900,316273420.0,49.68195464902967,6.041906810791775,0.733308224257353,117.610347366333,117.09911834716797,,119.35172295203576,62
2024-09-18 00:00:00-04:00,1d,NVDA,115.88201323283185,117.69188606173006,113.21219905753732,113.36219024658203,310318900,310058280.0,47.370928633292586,5.930319681748986,1.0008405516537084,116.91693916320801,116.73916763305664,,119.06714688814603,61
2024-09-19 00:00:00-04:00,1d,NVDA,117.34190901515986,119.65175496418426,117.24191743437973,117.86187744140625,293506400,308723850.0,52.22242186649586,5.955980041452789,0.9507085377433586,116.38602485656739,116.39862167358399,,118.86564072829026,60
2024-09-20 00:00:00-04:00,1d,NVDA,117.05192889000193,118.61182655052458,115.3820458300781,115.99200439453125,382462400,305606280.0,50.15340227183692,5.761251518523767,1.2514873712673706,115.99958076477051,116.17085525512695,,118.56460899939904,59
