Datetime,Interval,Ticker,Open,High,Low,Close,Volume,Avg_Volume_10,RSI,ATR,vol_vs_avrg_vol,SMA_20,SMA_50,SMA_200,SMA_65,desc_number
2024-11-19 11:30:00-05:00,1h,NVDA,143.6804962158203,144.16000366210938,143.16000366210938,143.60000610351562,17453921,29394378.3,51.985426661926404,1.797839947130152,0.5937843223579932,142.22057495117187,145.10065826416016,140.63220268249512,145.52816631610577,120
2024-11-19 12:30:00-05:00,1h,NVDA,143.60000610351562,144.64500427246094,143.41000366210938,144.61920166015625,16178487,23519560.6,55.38393222953263,1.7576371373602526,0.6878736926743435,142.11140518188478,145.04264221191406,140.6921736907959,145.53692321777345,119
2024-11-19 13:30:00-05:00,1h,NVDA,144.5406951904297,146.30999755859375,144.5406951904297,146.03460693359375,25180017,23570061.4,59.65478781689089,1.7584703681319531,1.0683051084457507,142.105135345459,145.01413635253905,140.75102172851564,145.55466942420372,118
2024-11-19 14:30:00-05:00,1h,NVDA,146.03500366210938,146.97000122070312,145.77999877929688,146.63490295410156,26511111,23950493.7,61.34484109880808,1.7178655162229741,1.1069129234692978,142.09687576293945,145.00083435058593,140.8137957763672,145.56182180551383,117
2024-11-19 15:30:00-05:00,1h,NVDA,146.6300048828125,147.1300048828125,146.1300048828125,146.99000549316406,21863148,24523558.7,62.34957548718446,1.666589407921333,0.8915161240444276,142.32687606811524,144.99563232421875,140.8768222808838,145.57674490121695,116
2024-11-20 09:30:00-05:00,1h,NVDA,146.25,146.5399932861328,142.72999572753906,143.83450317382812,70469342,30028937.5,49.93004516081769,1.8518337191858805,2.34671446500563,142.37010116577147,144.92232238769532,140.92201629638672,145.53973717322717,115
2024-11-20 10:30:00-05:00,1h,NVDA,143.8300018310547,146.5800018310547,143.7899932861328,144.7899932861328,39712714,32472955.5,52.983980952703234,1.9188462067384513,1.2229473230424006,142.51910095214845,144.9180123901367,140.97426628112794,145.52696791428787,114
2024-11-20 11:30:00-05:00,1h,NVDA,144.81080627441406,146.22000122070312,144.1999969482422,145.3101043701172,28787398,33547682.2,54.60700926135428,1.926071782861486,0.8581039318418249,142.7228561401367,144.91561462402345,141.02759178161622,145.4837388258714,113
2024-11-20 12:30:00-05:00,1h,NVDA,145.31500244140625,145.5,144.3800048828125,145.02099609375,19184166,29506848.0,53.501417911901264,1.868494878170487,0.6501597866366479,142.96790618896483,144.9168325805664,141.07869674682618,145.43849557729868,112
2024-11-20 13:30:00-05:00,1h,NVDA,145.02000427246094,145.0500030517578,143.24000549316406,143.47000122070312,22144642,28748494.6,47.89863380711315,1.86431649820072,0.7702887510499419,143.03790588378905,144.88849060058592,141.12089775085448,145.36834176870494,111
2024-11-20 14:30:00-05:00,1h,NVDA,143.4600067138672,144.57000732421875,143.41000366210938,144.47000122070312,25982186,29601321.1,51.43029006893304,1.8140084384799098,0.877737379092854,143.162890625,144.8839904785156,141.16849723815918,145.31726496769832,110
2024-11-20 15:30:00-05:00,1h,NVDA,144.4600067138672,146.16000366210938,144.4510955810547,145.92999267578125,29516785,30935150.9,56.108159592305775,1.806501270092394,0.9541503481077249,143.45889053344726,144.8956903076172,141.22254722595216,145.28680326021635,109
2024-11-21 09:30:00-05:00,1h,NVDA,149.31500244140625,152.88999938964844,141.02000427246094,141.1959991455078,161308642,44548013.4,41.98726502940501,2.5253222591706157,3.621006408335147,143.46719055175782,144.8140103149414,141.25427719116212,145.17789564866285,108
2024-11-21 10:30:00-05:00,1h,NVDA,141.1522979736328,145.08990478515625,140.6999969482422,144.98199462890625,53973735,47294275.8,52.3218432872729,2.658506943295148,1.1412318739850542,143.7397903442383,144.72925018310548,141.30469215393066,145.1177724984976,107
2024-11-21 11:30:00-05:00,1h,NVDA,144.99000549316406,145.4550018310547,143.14999389648438,144.27999877929688,36124960,48720457.0,50.524581746067184,2.633257014100517,0.7414741614595282,143.96161499023438,144.64545013427735,141.35199211120604,145.0745417668269,106
